ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
1905A0001,barre101,1905,BOS,O,,BB,,0,2,,,,BBs not shown on official sheets,
1905A0002,burkj101,1905,BOS,O,,AB,BOS190507030,2,4,,,,,
1905A0003,burkj101,1905,BOS,O,,H,,145,147,,,,Sheets show 145 H,
1905A0004,burkj101,1905,BOS,O,,BB,,69,67,,,,BBs not shown on official sheets,
1905A0005,collj103,1905,BOS,O,,2B,,27,26,,,,Extra-base hit not shown on official sheets,
1905A0006,crigl101,1905,BOS,O,,2B,,8,6,,,,Extra-base hit not shown on official sheets,
1905A0007,crigl101,1905,BOS,O,,SH,BOS190506220,1,0,,,,,
1905A0008,crigl101,1905,BOS,O,,HBP,,4,3,,,,HBPs not shown on official sheets,
1905A0009,crigl101,1905,BOS,D,C,DP,,8,5,,,,DPs not shown on official sheets,
1905A0010,crigl101,1905,BOS,D,C,PB,,14,13,,,,PB not shown on official sheets,
1905A0011,dinnb101,1905,BOS,O,,AB,,87,88,,,,Sheets show 87 AB,
1905A0012,ferrh101,1905,BOS,O,,AB,,521,523,,,,Sheets show 521 AB,
1905A0013,ferrh101,1905,BOS,O,,AB,BOS190509080,3,4,,,,,
1905A0014,ferrh101,1905,BOS,O,,AB,BOS190509210,4,3,,,,,
1905A0015,ferrh101,1905,BOS,O,,H,CLE190508241,2,1,,,,,
1905A0016,ferrh101,1905,BOS,O,,3B,,14,16,,,,Extra-base hit not shown on official sheets,
1905A0017,ferrh101,1905,BOS,O,,BB,,24,23,,,,BBs not shown on official sheets,
1905A0018,ferrh101,1905,BOS,O,,SB,,13,11,,,,Sheets show 13 SB,
1905A0019,ferrh101,1905,BOS,O,,SH,DET190505150,1,0,,,,,
1905A0020,ferrh101,1905,BOS,O,,HBP,,1,0,,,,HBPs not shown on official sheets,
1905A0021,ferrh101,1905,BOS,D,2B,DP,,37,38,,,,DPs not shown on official sheets,
1905A0022,freeb102,1905,BOS,O,,BB,,49,46,,,,BBs not shown on official sheets,
1905A0023,freeb102,1905,BOS,D,OF,ERR,BOS190509090,0,1,,,,,
1905A0024,gibsn101,1905,BOS,O,,2B,,1,0,,,,Extra-base hit not shown on official sheets,
1905A0025,gibsn101,1905,BOS,D,P,DP,,1,2,,,,DPs not shown on official sheets,
1905A0026,godwj101,1905,BOS,O,,AB,,37,43,,,,Sheets show 37 AB,
1905A0027,godwj101,1905,BOS,O,,AB,BOS190509210,4,0,,,,,
1905A0028,godwj101,1905,BOS,O,,AB,BOS190509221,4,3,,,,,
1905A0029,godwj101,1905,BOS,O,,AB,BOS190509232,2,0,,,,,
1905A0030,godwj101,1905,BOS,O,,H,,13,14,,,,Sheets show 13 H,
1905A0031,godwj101,1905,BOS,O,,H,BOS190509222,0,1,,,,,
1905A0032,godwj101,1905,BOS,O,,H,BOS190509232,1,0,,,,,
1905A0033,grimm101,1905,BOS,O,,G,BOS190507290,1,0,,,,,
1905A0034,grimm101,1905,BOS,O,,BB,,22,21,,,,BBs not shown on official sheets,
1905A0035,grimm101,1905,BOS,O,,SH,BOS190506230,1,0,,,,,
1905A0036,grimm101,1905,BOS,D,1B,DP,,30,35,,,,DPs not shown on official sheets,
1905A0037,hughe101,1905,BOS,O,,AB,BOS190510072,2,1,,,,,
1905A0038,lachc101,1905,BOS,O,,BB,,4,6,,,,BBs not shown on official sheets,
1905A0039,mcgoa101,1905,BOS,O,,AB,BOS190510030,2,4,,,,,
1905A0040,mcgoa101,1905,BOS,O,,BB,,3,4,,,,BBs not shown on official sheets,
1905A0041,mcgoa101,1905,BOS,O,,HBP,,0,1,,,,HBPs not shown on official sheets,
1905A0042,mcgoa101,1905,BOS,D,C,G,BOS190510030,0,1,1905A0044,,,,
1905A0043,mcgoa101,1905,BOS,D,C,PB,,2,3,,,,PB not shown on official sheets,
1905A0044,mcgoa101,1905,BOS,D,2B,G,BOS190510030,1,0,1905A0042,,,,
1905A0045,paref101,1905,BOS,O,,AB,BOS190506090,4,5,,,,,
1905A0046,paref101,1905,BOS,O,,BB,,40,47,,,,BBs not shown on official sheets,
1905A0047,paref101,1905,BOS,O,,SH,BOS190506171,1,0,,,,,
1905A0048,paref101,1905,BOS,O,,SH,BOS190506220,1,0,,,,,
1905A0049,paref101,1905,BOS,D,SS,ERR,,65,66,,,,Sheets show 65 ERR,
1905A0050,paref101,1905,BOS,D,SS,DP,,41,48,,,,DPs not shown on official sheets,
1905A0051,selbk101,1905,BOS,O,,G,PHA190504140,1,0,,,,,
1905A0052,selbk101,1905,BOS,O,,AB,BOS190508022,2,3,,,,,
1905A0053,selbk101,1905,BOS,O,,AB,DET190508180,3,4,,,,,
1905A0054,selbk101,1905,BOS,O,,H,,101,103,,,,Sheets show 101 H,
1905A0055,selbk101,1905,BOS,O,,BB,,65,67,,,,BBs not shown on official sheets,
1905A0056,selbk101,1905,BOS,O,,SH,BOS190504220,1,0,,,,,
1905A0057,selbk101,1905,BOS,D,OF,ERR,BOS190506290,1,0,,,,,
1905A0058,selbk101,1905,BOS,D,OF,DP,,2,1,,,,DPs not shown on official sheets,
1905A0059,selbk101,1905,BOS,D,OF,LFG,,1,0,,,,Games by outfield position not kept officially,Y
1905A0060,selbk101,1905,BOS,D,OF,RFG,,91,92,,,,Games by outfield position not kept officially,Y
1905A0061,stahc101,1905,BOS,O,,AB,,498,500,,,,Sheets show 498 AB,
1905A0062,stahc101,1905,BOS,O,,AB,WS1190504190,0,1,,,,,
1905A0063,stahc101,1905,BOS,O,,AB,WS1190509200,4,3,,,,,
1905A0064,stahc101,1905,BOS,O,,BB,,52,50,,,,BBs not shown on official sheets,
1905A0065,tannj101,1905,BOS,O,,R,,12,11,,,,Sheets show 12 R,
1905A0066,tannj101,1905,BOS,O,,3B,,1,0,,,,Extra-base hit not shown on official sheets,
1905A0067,tannj101,1905,BOS,O,,BB,,18,16,,,,BBs not shown on official sheets,
1905A0068,tannj101,1905,BOS,D,P,ERR,BOS190505090,1,0,,,,,
1905A0069,unglb101,1905,BOS,O,,G,CLE190507220,1,0,1905A0071,,,,
1905A0070,unglb101,1905,BOS,O,,AB,BOS190504280,0,1,,PAA,,,
1905A0071,unglb101,1905,BOS,O,,AB,CLE190507220,1,0,1905A0069,,,,
1905A0072,unglb101,1905,BOS,O,,BB,,8,6,,,,BBs not shown on official sheets,
1905A0073,unglb101,1905,BOS,D,1B,DP,,2,1,,,,DPs not shown on official sheets,
1905A0074,unglb101,1905,BOS,D,2B,DP,,1,0,,,,DPs not shown on official sheets,
1905A0075,wintg101,1905,BOS,O,,AB,BOS190510020,4,3,,,,,
1905A0076,wintg101,1905,BOS,O,,SH,,1,0,,,,Sheets show 1 SH,
1905A0077,younc102,1905,BOS,O,,BB,,2,4,,,,BBs not shown on official sheets,
1905A0078,younc102,1905,BOS,D,P,ERR,BOS190505080,1,0,,,,,
1905A0079,altrn101,1905,CHA,O,,AB,WS1190506100,0,1,,,,,
1905A0080,altrn101,1905,CHA,O,,BB,,7,6,,,,BBs not shown on official sheets,
1905A0081,calln101,1905,CHA,O,,AB,BOS190509252,3,2,,,,,
1905A0082,calln101,1905,CHA,O,,AB,SLA190510060,3,2,,,,,
1905A0083,calln101,1905,CHA,O,,2B,,19,18,,,,Extra-base hit not shown on official sheets,
1905A0084,calln101,1905,CHA,O,,BB,,30,29,,,,BBs not shown on official sheets,
1905A0085,calln101,1905,CHA,D,OF,RFG,,22,21,,,,Games by outfield position not kept officially,Y
1905A0086,davig102,1905,CHA,O,,AB,CHA190508210,4,3,,,,,
1905A0087,davig102,1905,CHA,O,,2B,,28,29,,,,Extra-base hit not shown on official sheets,
1905A0088,davig102,1905,CHA,O,,3B,,3,1,,,,Extra-base hit not shown on official sheets,
1905A0089,davig102,1905,CHA,O,,BB,,57,60,,,,BBs not shown on official sheets,
1905A0090,davig102,1905,CHA,O,,SB,BOS190509262,2,0,1905A0091,COL,,,
1905A0091,davig102,1905,CHA,O,,SH,BOS190509262,0,2,1905A0090,COL;PAA,,,
1905A0092,davig102,1905,CHA,D,SS,ERR,WS1190506140,1,0,,,,,
1905A0093,davig102,1905,CHA,D,SS,DP,,54,56,,,,DPs not shown on official sheets,
1905A0094,donaj103,1905,CHA,O,,BB,,49,44,,,,BBs not shown on official sheets,
1905A0095,donaj103,1905,CHA,D,1B,ERR,CHA190507240,0,2,,,,,
1905A0096,donaj103,1905,CHA,D,1B,DP,,72,77,,,,DPs not shown on official sheets,
1905A0097,dundg101,1905,CHA,O,,AB,,361,364,,,,Sheets show 361 AB,
1905A0098,dundg101,1905,CHA,O,,AB,WS1190508070,3,2,,,,,
1905A0099,dundg101,1905,CHA,O,,HBP,,5,4,,,,HBPs not shown on official sheets,
1905A0100,dundg101,1905,CHA,D,2B,ERR,CHA190506270,1,0,,,,,
1905A0101,dundg101,1905,CHA,D,2B,DP,,20,22,,,,DPs not shown on official sheets,
1905A0102,dundg101,1905,CHA,D,SS,DP,,2,3,,,,DPs not shown on official sheets,
1905A0103,greed103,1905,CHA,O,,AB,CHA190509130,4,3,,,,,
1905A0104,greed103,1905,CHA,O,,3B,,7,6,,,,Extra-base hit not shown on official sheets,
1905A0105,greed103,1905,CHA,O,,BB,,58,53,,,,BBs not shown on official sheets,
1905A0106,greed103,1905,CHA,O,,SH,DET190504220,0,1,,,,,
1905A0107,greed103,1905,CHA,D,OF,CFG,,4,7,,,,Games by outfield position not kept officially,Y
1905A0108,greed103,1905,CHA,D,OF,RFG,,103,100,,,,Games by outfield position not kept officially,Y
1905A0109,harth101,1905,CHA,O,,G,CHA190509160,1,0,1905A0110,,,,
1905A0110,harth101,1905,CHA,O,,AB,CHA190509160,3,0,1905A0111,,,,
1905A0111,harth101,1905,CHA,O,,H,CHA190509160,1,0,1905A0112,,,,
1905A0112,harth101,1905,CHA,D,C,G,CHA190509160,1,0,1905A0109,,,,
1905A0113,holmd101,1905,CHA,O,,BB,,18,19,,,,BBs not shown on official sheets,
1905A0114,holmd101,1905,CHA,D,OF,ERR,CHA190506250,0,1,,,,,
1905A0115,holmd101,1905,CHA,D,OF,LFG,,85,87,,,,Games by outfield position not kept officially,Y
1905A0116,holmd101,1905,CHA,D,OF,CFG,,2,1,,,,Games by outfield position not kept officially,Y
1905A0117,holmd101,1905,CHA,D,OF,RFG,,2,1,,,,Games by outfield position not kept officially,Y
1905A0118,isbef101,1905,CHA,O,,G,WS1190506100,1,0,1905A0119,,,,
1905A0119,isbef101,1905,CHA,O,,AB,WS1190506100,1,0,1905A0118,,,,
1905A0120,isbef101,1905,CHA,O,,HBP,,6,5,,,,HBPs not shown on official sheets,
1905A0121,isbef101,1905,CHA,D,1B,G,PHA190506060,1,0,1905A0123,,,,
1905A0122,isbef101,1905,CHA,D,1B,G,CHA190508252,0,1,1905A0125,,,No 2B and 2 1B in game officially,
1905A0123,isbef101,1905,CHA,D,1B,ERR,PHA190506060,1,0,1905A0121,,,,
1905A0124,isbef101,1905,CHA,D,1B,DP,,3,4,,,,DPs not shown on official sheets,
1905A0125,isbef101,1905,CHA,D,2B,G,CHA190508252,1,0,1905A0122,,,No 2B and 2 1B in game officially,
1905A0126,isbef101,1905,CHA,D,2B,DP,,11,18,,,,DPs not shown on official sheets,
1905A0127,isbef101,1905,CHA,D,OF,LFG,,3,2,,,,Games by outfield position not kept officially,Y
1905A0128,isbef101,1905,CHA,D,OF,CFG,,4,5,,,,Games by outfield position not kept officially,Y
1905A0129,jonef102,1905,CHA,O,,AB,,569,568,,,,Sheets show 569 AB,
1905A0130,jonef102,1905,CHA,O,,AB,DET190506240,3,2,,,,,
1905A0131,jonef102,1905,CHA,O,,BB,,77,73,,,,BBs not shown on official sheets,
1905A0132,jonef102,1905,CHA,D,OF,DP,,6,5,,,,DPs not shown on official sheets,
1905A0133,mcfae101,1905,CHA,O,,R,NYA190509212,0,1,1905A0136,COL,,,
1905A0134,mcfae101,1905,CHA,O,,BB,,26,23,,,,BBs not shown on official sheets,
1905A0135,mcfae101,1905,CHA,O,,SH,CHA190509150,1,0,,,,,
1905A0136,mcfae101,1905,CHA,O,,SH,NYA190509212,1,0,1905A0133,COL,,,
1905A0137,owenf102,1905,CHA,O,,AB,NYA190506170,4,6,,PAA,,,
1905A0138,owenf102,1905,CHA,O,,AB,CHA190507160,2,4,,,,,
1905A0139,owenf102,1905,CHA,D,P,DP,,2,1,,,,DPs not shown on official sheets,
1905A0140,pattr101,1905,CHA,O,,AB,,31,30,,,,Sheets show 31 AB,
1905A0141,roheg101,1905,CHA,O,,BB,,13,12,,,,BBs not shown on official sheets,
1905A0142,roheg101,1905,CHA,D,2B,DP,,6,7,,,,DPs not shown on official sheets,
1905A0143,smitf106,1905,CHA,O,,AB,,105,106,,,,Sheets show 105 AB,
1905A0144,smitf106,1905,CHA,O,,AB,NYA190509212,4,3,,,,,
1905A0145,smitf106,1905,CHA,O,,AB,WS1190510020,3,0,,,,,
1905A0146,smitf106,1905,CHA,D,P,DP,,4,3,,,,DPs not shown on official sheets,
1905A0147,sullb102,1905,CHA,O,,G,SLA190510071,0,1,1905A0151,,,Two C in game officially,
1905A0148,sullb102,1905,CHA,O,,AB,,322,323,,,,Sheets show 322 AB,
1905A0149,sullb102,1905,CHA,O,,AB,CHA190507200,4,3,,,,,
1905A0150,sullb102,1905,CHA,O,,AB,WS1190510040,5,4,,,,,
1905A0151,sullb102,1905,CHA,O,,AB,SLA190510071,0,3,1905A0152,,,Two C in game officially,
1905A0152,sullb102,1905,CHA,O,,R,SLA190510071,0,1,1905A0157,,,Two C in game officially,
1905A0153,sullb102,1905,CHA,O,,2B,,11,10,,,,Extra-base hit not shown on official sheets,
1905A0154,sullb102,1905,CHA,O,,BB,,11,13,,,,BBs not shown on official sheets,
1905A0155,sullb102,1905,CHA,D,C,G,WS1190508050,0,1,1905A0159,,,,
1905A0156,sullb102,1905,CHA,D,C,G,WS1190508070,0,1,1905A0160,,,No 1B and 2 C in game officially,
1905A0157,sullb102,1905,CHA,D,C,G,SLA190510071,0,1,1905A0147,,,Two C in game officially,
1905A0158,sullb102,1905,CHA,D,C,DP,,9,8,,,,DPs not shown on official sheets,
1905A0159,sullb102,1905,CHA,D,1B,G,WS1190508050,1,0,1905A0155,,,,
1905A0160,sullb102,1905,CHA,D,1B,G,WS1190508070,1,0,1905A0156,,,No 1B and 2 C in game officially,
1905A0161,tannl101,1905,CHA,O,,AB,WS1190506100,3,4,,,,,
1905A0163,tannl101,1905,CHA,O,,BB,,35,45,,,,BBs not shown on official sheets,
1905A0165,tannl101,1905,CHA,D,3B,ERR,,37,39,,,,Sheets show 37 ERR,
1905A0166,tannl101,1905,CHA,D,3B,ERR,NYA190508100,2,0,,,,,
1905A0167,tannl101,1905,CHA,D,3B,ERR,CHA190508200,2,1,,,,,
1905A0168,walse101,1905,CHA,O,,G,,28,29,,,,Sheets show 28 G,
1905A0169,walse101,1905,CHA,O,,BB,,5,4,,,,BBs not shown on official sheets,
1905A0170,walse101,1905,CHA,D,P,ERR,WS1190506140,1,0,,,,,
1905A0171,walse101,1905,CHA,D,OF,G,,4,5,,,,Sheets show 4 G in OF,
1905A0172,walse101,1905,CHA,D,OF,RFG,,2,3,,,,Games by outfield position not kept officially,Y
1905A0173,whitd104,1905,CHA,O,,G,PHA190508010,1,0,,,,,
1905A0174,whitd104,1905,CHA,O,,BB,,5,4,,,,BBs not shown on official sheets,
1905A0175,whitd104,1905,CHA,D,P,DP,,3,2,,,,DPs not shown on official sheets,
1905A0176,barbj101,1905,CLE,O,,G,NYA190509281,1,0,1905A0177,,,No 2B in game officially,
1905A0177,barbj101,1905,CLE,O,,AB,NYA190509281,4,0,1905A0178,,,No 2B in game officially,
1905A0178,barbj101,1905,CLE,D,2B,G,NYA190509281,1,0,1905A0176,,,No 2B in game officially,
1905A0179,barbj101,1905,CLE,D,2B,DP,,5,6,,,,DPs not shown on official sheets,
1905A0180,bay-h101,1905,CLE,O,,BB,,38,36,,,,BBs not shown on official sheets,
1905A0181,bay-h101,1905,CLE,O,,SH,CLE190507100,2,0,,,,Game missing on sheet (7-10 game is really 7-11). Other stats added later but SH missed.,
1905A0182,bay-h101,1905,CLE,D,OF,DP,,5,4,,,,DPs not shown on official sheets,
1905A0183,bemih101,1905,CLE,O,,AB,,225,226,,,,Sheets show 225 AB,
1905A0184,bemih101,1905,CLE,O,,2B,,14,13,,,,Extra-base hit not shown on official sheets,
1905A0185,bernb101,1905,CLE,O,,AB,,68,69,,,,Sheets show 68 AB,
1905A0186,bernb101,1905,CLE,O,,AB,CLE190508292,3,4,1905A0197,,,,
1905A0187,bernb101,1905,CLE,O,,AB,NYA190509301,3,4,,,,,
1905A0188,bradb102,1905,CLE,O,,AB,,540,541,,,,Sheets show 540 AB,
1905A0189,bradb102,1905,CLE,O,,H,PHA190508080,1,0,,,,,
1905A0190,bradb102,1905,CLE,O,,BB,,24,27,,,,BBs not shown on official sheets,
1905A0191,bradb102,1905,CLE,O,,SH,DET190509120,1,0,,,,,
1905A0192,bradb102,1905,CLE,D,3B,DP,,15,17,,,,DPs not shown on official sheets,
1905A0193,buelf101,1905,CLE,D,C,G,BOS190508030,0,1,,,,,
1905A0194,buelf101,1905,CLE,D,C,ERR,WS1190509262,0,2,1905A0196,,,,
1905A0195,buelf101,1905,CLE,D,1B,DP,,0,1,,,,DPs not shown on official sheets,
1905A0196,buelf101,1905,CLE,D,OF,ERR,WS1190509262,2,0,1905A0194,,,,
1905A0197,carrc106,1905,CLE,O,,G,CLE190508292,1,0,1905A0199,,,,
1905A0198,carrc106,1905,CLE,O,,G,CLE190508300,1,0,1905A0200,,,,
1905A0199,carrc106,1905,CLE,O,,AB,CLE190508292,1,0,1905A0186,,,,
1905A0200,carrc106,1905,CLE,O,,AB,CLE190508300,1,0,1905A0198,,,,
1905A0201,carrc106,1905,CLE,O,,H,CLE190508232,0,1,,,,,
1905A0202,carrc106,1905,CLE,D,1B,DP,,32,33,,,,DPs not shown on official sheets,
1905A0203,carrc106,1905,CLE,D,2B,G,WS1190508140,1,0,,,,,
1905A0204,clarn101,1905,CLE,O,,BB,,13,11,,,,BBs not shown on official sheets,
1905A0205,clarn101,1905,CLE,O,,SB,,2,0,,,,Sheets show 2 SB,
1905A0206,clarn101,1905,CLE,O,,SH,,1,2,,,,Sheets show 1 SH,
1905A0207,clarn101,1905,CLE,D,C,DP,,4,3,,,,DPs not shown on official sheets,
1905A0208,donar101,1905,CLE,O,,2B,,0,1,,,,Extra-base hit not shown on official sheets,
1905A0209,flice101,1905,CLE,O,,AB,PHA190506220,3,2,,,,,
1905A0210,flice101,1905,CLE,O,,R,,73,72,,,,Sheets show 1 less R,
1905A0211,flice101,1905,CLE,O,,3B,,19,18,,,,Extra-base hit not shown on official sheets,
1905A0212,flice101,1905,CLE,O,,BB,,51,53,,,,BBs not shown on official sheets,
1905A0213,flice101,1905,CLE,D,2B,G,PHA190509221,1,0,1905A0214,,,No 2B and 2 RF in game officially,
1905A0214,flice101,1905,CLE,D,OF,G,PHA190509221,0,1,1905A0213,,,No 2B and 2 RF in game officially,
1905A0215,flice101,1905,CLE,D,OF,LFG,,3,0,,,,Games by outfield position not kept officially,Y
1905A0216,flice101,1905,CLE,D,OF,RFG,,128,131,,,,Games by outfield position not kept officially,Y
1905A0217,hallj104,1905,CLE,O,,AB,,4,5,,,,Sheets show 4 AB,
1905A0218,hesso101,1905,CLE,O,,AB,PHA190506220,2,1,,,,,
1905A0219,hesso101,1905,CLE,O,,AB,BOS190508030,2,1,,,,,
1905A0220,hesso101,1905,CLE,O,,BB,,6,7,,,,BBs not shown on official sheets,
1905A0221,hesso101,1905,CLE,D,OF,LFG,,28,27,,,,Games by outfield position not kept officially,Y
1905A0222,jackj103,1905,CLE,O,,G,CLE190505290,1,0,1905A0228,,,,
1905A0223,jackj103,1905,CLE,O,,AB,PHA190506220,3,2,,,,,
1905A0224,jackj103,1905,CLE,O,,AB,CLE190507201,3,4,,,,,
1905A0225,jackj103,1905,CLE,O,,AB,WS1190508140,6,5,,,,,
1905A0226,jackj103,1905,CLE,O,,AB,CLE190508241,4,3,,,,,
1905A0227,jackj103,1905,CLE,O,,3B,,2,4,,,,Extra-base hit not shown on official sheets,
1905A0228,jackj103,1905,CLE,D,OF,G,CLE190505290,1,0,1905A0229,,,,
1905A0229,jackj103,1905,CLE,D,OF,ERR,CLE190505290,1,0,1905A0222,,,,
1905A0230,jackj103,1905,CLE,D,OF,RFG,,3,2,,,,Games by outfield position not kept officially,Y
1905A0231,jossa101,1905,CLE,O,,AB,,96,97,,,,Sheets show 1 less AB,
