gid,team,inn1,inn2,inn3,inn4,inn5,inn6,inn7,inn8,inn9,inn10,inn11,inn12,inn13,inn14,inn15,inn16,inn17,inn18,inn19,inn20,inn21,inn22,inn23,inn24,inn25,inn26,inn27,inn28,lob,mgr,stattype,b_pa,b_ab,b_r,b_h,b_d,b_t,b_hr,b_rbi,b_sh,b_sf,b_hbp,b_w,b_iw,b_k,b_sb,b_cs,b_gdp,b_xi,b_roe,p_ipouts,p_noout,p_bfp,p_h,p_d,p_t,p_hr,p_r,p_er,p_w,p_iw,p_k,p_hbp,p_wp,p_bk,p_sh,p_sf,p_sb,p_cs,p_pb,d_po,d_a,d_e,d_dp,d_tp,d_pb,d_wp,d_sb,d_cs,start_l1,start_l2,start_l3,start_l4,start_l5,start_l6,start_l7,start_l8,start_l9,start_f1,start_f2,start_f3,start_f4,start_f5,start_f6,start_f7,start_f8,start_f9,start_f10,date,number,site,opp,wl,gametype,box
BIR194808140,BIR,1,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,8,,value,38,36,3,12,3,0,0,,0,,0,2,,5,0,,,,,27,,41,12,1,2,3,7,,4,,6,0,0,0,0,,,,0,27,8,0,0,0,0,0,,,wilsa101,britj104,steee102,davip102,maysw101,robin102,bassp101,scotj107,perra101,perra101,bassp101,scotj107,davip102,britj104,wilsa101,maysw101,robin102,steee102,,19480814,0,BIR01,NY6,l,exhibition,y
BIR194808140,BIR,1,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,8,,lower,,36,3,12,3,,,,,,,,,,,,,,,27,,37,12,,,3,7,,,,,,,,,,,,,27,8,0,,0,,,,,wilsa101,britj104,steee102,davip102,maysw101,robin102,bassp101,scotj107,perra101,perra101,bassp101,scotj107,davip102,britj104,wilsa101,maysw101,robin102,steee102,,19480814,0,BIR01,NY6,l,exhibition,y
BIR194808140,BIR,1,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,8,,upper,,36,3,12,3,,,,,,,,,,,,,,,27,,41,12,,,3,7,,,,,,,,,,,,,27,8,0,,0,,,,,wilsa101,britj104,steee102,davip102,maysw101,robin102,bassp101,scotj107,perra101,perra101,bassp101,scotj107,davip102,britj104,wilsa101,maysw101,robin102,steee102,,19480814,0,BIR01,NY6,l,exhibition,y
BLG194808140,NW2,4,1,0,2,2,0,0,2,0,,,,,,,,,,,,,,,,,,,,10,,value,48,44,11,17,2,1,0,,1,,0,3,,4,3,,,,,27,,33,8,1,2,0,4,,1,,7,0,1,0,1,,,,0,27,12,4,2,0,0,1,,,wilkj101,willc109,pearl102,irvim101,harvb102,wilsb104,mclaj105,willl107,willc107,willc107,mclaj105,pearl102,willl107,wilsb104,willc109,irvim101,wilkj101,harvb102,,19480814,0,WIL04,BLG,w,regular,y
BLG194808140,BLG,0,1,0,1,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,2,,value,33,31,4,8,1,2,0,,1,,0,1,,7,0,,,,,27,,48,17,2,1,0,11,,3,,4,0,0,0,1,,,,0,27,9,3,1,0,0,0,,,kimbh102,buttt102,gillj102,lockl101,washj102,russf101,finne101,robif104,rombb101,rombb101,robif104,washj102,gillj102,finne101,buttt102,lockl101,kimbh102,russf101,,19480814,0,WIL04,NW2,l,regular,y
IN9194808140,KCM,0,0,0,2,2,0,0,1,5,,,,,,,,,,,,,,,,,,,,,,value,,,10,13,,,2,,,,,,,,,,,,,27,,,4,,,,0,0,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,lamaj102,taboe101,,,,,,,,,19480814,0,IND10,IN9,w,regular,
IN9194808140,IN9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,value,,,0,4,,,,0,,,,,,,,,,,,27,,,13,,,2,10,,,,,,,,,,,,,27,,2,,0,,,,,,,,,,,,,,willj112,haywb102,,,,,,,,,19480814,0,IND10,KCM,l,regular,
NY5194808140,HOM,3,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,value,,,6,10,,,2,3,,,,,,,,,,,,21,,,5,,,,1,,0,,4,,,,,,,,,21,,2,,0,,,,,,,,,,,,,,walkr103,napie101,,,,,,,,,19480814,0,ALB02,NY5,w,regular,
NY5194808140,NY5,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,value,,,1,5,,,,,,,,0,,4,,,,,,21,,,10,,,2,6,,,,,,,,,,,,,21,,2,,0,,,,,,,,,,,,,,davic105,barbb102,,,,,,,,,19480814,0,ALB02,HOM,l,regular,
BIR194808150,NY6,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,9,,value,38,33,2,7,0,0,0,,0,,0,5,,6,0,,,,,24,,42,13,0,0,1,8,,3,,6,1,0,0,1,,,,1,24,7,1,0,0,1,0,,,minom101,clarc103,sampt101,bostl102,noblr101,loudl101,waldg101,ballp102,santj102,santj102,noblr101,bostl102,sampt101,minom101,ballp102,loudl101,clarc103,waldg101,,19480815,0,BIR01,BIR,l,exhibition,y
BIR194808150,NY6,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,9,,lower,,33,2,7,,,,,,,,1,,,,,,,,24,,39,13,,,1,8,,3,,6,1,,,1,,,,,24,7,1,,0,,,,,minom101,clarc103,sampt101,bostl102,noblr101,loudl101,waldg101,ballp102,santj102,santj102,noblr101,bostl102,sampt101,minom101,ballp102,loudl101,clarc103,waldg101,,19480815,0,BIR01,BIR,l,exhibition,y
BIR194808150,NY6,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,9,,upper,,33,2,7,,,,,,,,5,,,,,,,,24,,42,13,,,1,8,,3,,6,1,,,1,,,,,24,8,1,,0,,,,,minom101,clarc103,sampt101,bostl102,noblr101,loudl101,waldg101,ballp102,santj102,santj102,noblr101,bostl102,sampt101,minom101,ballp102,loudl101,clarc103,waldg101,,19480815,0,BIR01,BIR,l,exhibition,y
BIR194808150,BIR,0,0,2,2,0,3,0,1,,,,,,,,,,,,,,,,,,,,,10,,value,42,37,8,13,0,0,1,,1,,1,3,,6,0,,,,,27,,38,7,0,0,0,2,,5,,6,0,0,0,0,,,,0,27,15,0,0,0,0,0,,,wilsa101,britj104,steee102,davip102,maysw101,robin102,bellh102,scotj107,poweb103,poweb103,bellh102,scotj107,davip102,britj104,wilsa101,maysw101,robin102,steee102,,19480815,0,BIR01,NY6,w,exhibition,y
BIR194808150,BIR,0,0,2,2,0,3,0,1,,,,,,,,,,,,,,,,,,,,,10,,lower,,37,8,13,,,1,,1,,1,,,,,,,,,27,,34,7,,,,2,,5,,6,,,,,,,,,27,15,0,,0,,,,,wilsa101,britj104,steee102,davip102,maysw101,robin102,bellh102,scotj107,poweb103,poweb103,bellh102,scotj107,davip102,britj104,wilsa101,maysw101,robin102,steee102,,19480815,0,BIR01,NY6,w,exhibition,y
BIR194808150,BIR,0,0,2,2,0,3,0,1,,,,,,,,,,,,,,,,,,,,,10,,upper,,37,8,13,,,1,,1,,1,,,,,,,,,27,,38,7,,,,2,,5,,6,,,,,,,,,27,15,0,,0,,,,,wilsa101,britj104,steee102,davip102,maysw101,robin102,bellh102,scotj107,poweb103,poweb103,bellh102,scotj107,davip102,britj104,wilsa101,maysw101,robin102,steee102,,19480815,0,BIR01,NY6,w,exhibition,y
BLG194808151,NW2,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,2,,value,30,30,1,7,1,0,1,1,0,0,0,0,0,5,0,2,1,0,0,24,0,37,10,1,1,0,4,3,1,0,3,0,0,0,0,0,3,0,0,24,5,3,0,0,0,0,3,0,wilkj101,willc109,pearl102,irvim101,harvb102,wilsb104,mclaj105,willl107,mannm101,mannm101,mclaj105,pearl102,willl107,wilsb104,willc109,irvim101,wilkj101,harvb102,,19480815,1,BAL14,BLG,l,regular,y
BLG194808151,BLG,0,0,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,9,,value,37,36,4,10,1,1,0,3,0,0,0,1,0,3,3,0,0,0,2,27,0,30,7,1,0,1,1,1,0,0,5,0,0,0,0,0,0,2,0,27,12,0,1,0,0,0,0,2,kimbh102,buttt102,gillj102,lockl101,washj102,mccob106,finne101,robif104,blacj103,blacj103,robif104,washj102,gillj102,finne101,buttt102,lockl101,kimbh102,mccob106,,19480815,1,BAL14,NW2,w,regular,y
BLG194808152,NW2,0,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,6,,value,29,24,2,5,1,0,0,2,0,0,0,5,0,1,3,0,2,0,0,19,0,35,13,2,0,0,3,3,3,0,2,0,0,0,1,0,4,0,0,19,5,1,0,0,0,0,4,0,wilkj101,willc109,pearl102,irvim101,harvb102,wilsb104,wallb102,willl107,hookl101,hookl101,wallb102,pearl102,willl107,wilsb104,willc109,irvim101,wilkj101,harvb102,,19480815,2,BAL14,BLG,l,regular,y
BLG194808152,BLG,1,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,13,,value,35,31,3,13,2,0,0,3,1,0,0,3,0,2,4,0,0,0,1,21,0,29,5,1,0,0,2,2,5,0,1,0,0,0,0,0,3,0,0,21,14,0,2,0,0,0,3,0,kimbh102,buttt102,gillj102,lockl101,washj102,mccob106,finne101,robif104,rombb101,rombb101,robif104,washj102,gillj102,finne101,buttt102,lockl101,kimbh102,mccob106,,19480815,2,BAL14,NW2,w,regular,y
IN9194808151,KCM,3,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,value,,,7,12,1,1,1,6,,,,,,,,,,,,27,,,9,,,,1,,,,,,,,,,,,,27,,3,,0,,,,,,,,,,,,,,johnc103,taboe101,,,,,,,,,19480815,1,LOU05,IN9,w,regular,
IN9194808151,IN9,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,value,,,1,9,,,,,,,,,,,,,,,,27,,,12,1,1,1,7,,,,,,,,,,,,,27,,2,,0,,,,,,,,,,,,,,cohej101,hairs101,,,,,,,,,19480815,1,LOU05,KCM,l,regular,
IN9194808152,KCM,0,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,value,,,3,5,,,,,,,,,,,,,,,,18,,,12,,,,3,,,,,,,,,,,,,18,,0,,0,,,,,,,,,,,,,,richg102,taboe101,,,,,,,,,19480815,2,LOU05,IN9,t,regular,
IN9194808152,IN9,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,value,,,3,12,,,,,,,,,,,,,,,,18,,,5,,,,3,,,,,,,,,,,,,18,,1,,0,,,,,,,,,,,,,,godim101,haywb102,,,,,,,,,19480815,2,LOU05,KCM,t,regular,
MEM194808151,CAG,1,0,0,1,0,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,value,,,5,10,,,2,,,,,,,,,,,,,27,,,7,,,1,3,,,,,,,,,,,,,27,,3,,0,,,,,,,,,,,,,,shepf102,trouq101,,,,,,,,,19480815,1,MEM02,MEM,w,regular,
MEM194808151,MEM,0,0,0,0,0,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,value,,,3,7,,,1,,,,,,,,,,,,,27,,,10,,,2,5,,,,,,,,,,,,,27,,2,,0,,,,,,,,,,,,,,breme101,jonec108,,,,,,,,,19480815,1,MEM02,CAG,l,regular,
MEM194808152,CAG,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,value,,,1,9,,,1,1,,,,,,,,,,,,21,,,3,,,,0,0,,,,,,,,,,,,21,,0,,0,,,,,,,,,,,,,,vargr101,rodrb102,,,,,,,,,19480815,2,MEM02,MEM,w,regular,
MEM194808152,MEM,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,value,,,0,3,,,,0,,,,,,,,,,,,21,,,9,,,1,1,1,,,,,,,,,,,,21,,1,,0,,,,,,,,,,,,,,mathv101,barnh103,,,,,,,,,19480815,2,MEM02,CAG,l,regular,
IN9194808160,KCM,0,7,0,0,0,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,value,,,10,13,,,1,,,,,,,,,,,,,27,,,9,,,,3,,,,,,,,,,,,,27,,2,,0,,,,,,,,,,,,,,smitf107,taboe101,,,,,,,,,19480816,0,DAY03,IN9,w,regular,
IN9194808160,IN9,0,0,0,2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,value,,,3,9,,,,,,,,,,,,,,,,27,,,13,,,1,10,,,,,,,,,,,,,27,,1,,0,,,,,,,,,,,,,,gibbw101,piggl101,,,,,,,,,19480816,0,DAY03,KCM,l,regular,
MEM194808160,CAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,1,3,,,,,,,,,,,,,,,,24,,,,,,,2,,,,,,,,,,,,,24,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,19480816,0,MEM02,MEM,l,regular,
MEM194808160,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,,,2,,,,,,,,,,,,,,,,,27,,,3,,,,1,,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,woods103,,,,,,,,,,19480816,0,MEM02,CAG,w,regular,
PH5194808160,NW2,0,1,3,0,0,2,0,0,1,,,,,,,,,,,,,,,,,,,,4,,value,38,38,7,15,,,,,,,,,,,,,,,,27,,33,4,,,0,0,0,,,,,0,,,,,,0,27,10,1,0,0,0,0,,,wilkj101,willc109,pearl102,irvim101,harvb102,wilsb104,wallb102,willl107,lewir101,lewir101,wallb102,pearl102,willl107,wilsb104,willc109,irvim101,wilkj101,harvb102,,19480816,0,PHI11,PH5,w,regular,y
PH5194808160,PH5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,6,,value,33,33,0,4,,,0,0,,,,,,,,,,,,27,,38,15,,,,7,,,,,,0,,,,,,0,27,13,0,0,0,0,0,,,austf101,watkm101,brata101,simph101,cashb101,duckm101,glens101,dennd102,millh104,millh104,glens101,dennd102,duckm101,watkm101,austf101,cashb101,simph101,brata101,,19480816,0,PHI11,NW2,l,regular,y
BLG194808170,PH5,0,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,8,,value,37,35,2,9,2,0,0,2,1,0,0,1,0,6,0,0,0,0,1,27,0,35,9,0,0,0,1,1,1,0,6,0,1,0,0,0,2,0,0,27,13,1,1,0,0,1,2,0,austf101,watkm101,brata101,simph101,duckm101,partr102,dennd102,rickb102,cashb101,rickb102,cashb101,dennd102,duckm101,watkm101,austf101,partr102,simph101,brata101,,19480817,0,BAL14,BLG,w,regular,y
BLG194808170,BLG,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,7,,value,35,34,1,9,0,0,0,1,0,0,0,1,0,6,2,0,1,0,0,27,0,37,9,2,0,0,2,2,1,0,6,0,0,0,1,0,0,0,0,27,15,1,0,0,0,0,0,0,kimbh102,buttt102,gillj102,lockl101,washj102,mccob106,finne101,robif104,byrdb101,byrdb101,robif104,washj102,gillj102,finne101,buttt102,lockl101,kimbh102,mccob106,,19480817,0,BAL14,PH5,l,regular,y
IN9194808170,HOM,2,3,2,0,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,value,,,10,12,,,2,,,,,,,,,,,,,27,,,11,,,,8,,,,,,,,,,,,,27,,2,,0,,,,,,,,,,,,,,kimbl101,napie101,,,,,,,,,19480817,0,COL05,IN9,w,exhibition,
IN9194808170,IN9,0,0,1,4,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,value,,,8,11,,,,,,,,,,,,,,,,27,,,12,,,2,10,,,,,,,,,,,,,27,,1,,0,,,,,,,,,,,,,,cohej101,piggl101,,,,,,,,,19480817,0,COL05,HOM,l,exhibition,
KCM194808170,CAG,0,0,4,0,2,1,0,3,0,,,,,,,,,,,,,,,,,,,,,,value,,,10,17,,2,,,,,,,,,,,,,,27,,,7,,,1,3,3,,,,,,,,,,,,27,8,0,,0,,,,,,,,,,,,,,jessg101,trouq101,,,,,,,,,19480817,0,STL07,KCM,w,regular,
KCM194808170,KCM,0,0,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,value,,,3,7,,,1,,,,,,,,,,,,,27,,,17,,2,,10,,,,,,,,,,,,,27,,2,,0,,,,,,,,,,,,,,collg101,taboe101,,,,,,,,,19480817,0,STL07,CAG,l,regular,
BIR194808180,NY6,3,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,value,,,4,8,,,,,,,,,,,,,,,,27,,,5,,,,2,,,,,,,,,,,,,27,,1,,0,,,,,,,,,,,,,,barnd101,noblr101,,,,,,,,,19480818,0,CHT01,BIR,w,exhibition,
BIR194808180,BIR,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,value,,,2,5,,,,,,,,,,,,,,,,27,,,8,,,,4,4,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,wills104,bellh102,,,,,,,,,19480818,0,CHT01,NY6,l,exhibition,
KCM194808180,MEM,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,7,,value,35,34,1,4,0,0,0,1,0,,1,0,,7,3,,,0,,24,,41,13,4,0,1,10,8,3,,2,1,0,1,0,,,,0,24,13,4,0,0,0,0,,,scotj108,wellw102,hydec101,boydb102,robin101,colaj101,jonec108,cowaj101,evanf101,evanf101,jonec108,boydb102,cowaj101,robin101,wellw102,scotj108,colaj101,hydec101,,19480818,0,DAV01,KCM,l,regular,y
KCM194808180,MEM,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,7,,lower,,34,1,4,0,0,0,1,0,,1,0,,,3,,,0,,24,,37,13,4,0,1,10,8,3,,2,1,0,1,0,,,,,24,13,4,0,0,0,,,,scotj108,wellw102,hydec101,boydb102,robin101,colaj101,jonec108,cowaj101,evanf101,evanf101,jonec108,boydb102,cowaj101,robin101,wellw102,scotj108,colaj101,hydec101,,19480818,0,DAV01,KCM,l,regular,y
KCM194808180,KCM,0,0,0,4,1,2,1,2,,,,,,,,,,,,,,,,,,,,,7,,value,41,37,10,13,4,0,1,8,0,,1,3,,2,3,,,0,,27,,35,4,0,0,0,1,0,0,,7,1,0,0,0,,,,0,27,12,3,0,0,0,0,,,bakeg101,soueh101,thomh103,broww101,howae101,taboe101,coopt101,robec103,lamaj102,lamaj102,taboe101,robec103,coopt101,soueh101,bakeg101,howae101,broww101,thomh103,,19480818,0,DAV01,MEM,w,regular,y
KCM194808180,KCM,0,0,0,4,1,2,1,2,,,,,,,,,,,,,,,,,,,,,7,,lower,,37,10,13,4,0,1,8,0,,1,,,,3,,,0,,27,,34,4,0,0,0,1,0,0,,7,1,0,0,0,,,,,27,12,3,0,0,0,,,,bakeg101,soueh101,thomh103,broww101,howae101,taboe101,coopt101,robec103,lamaj102,lamaj102,taboe101,robec103,coopt101,soueh101,bakeg101,howae101,broww101,thomh103,,19480818,0,DAV01,MEM,w,regular,y
KCM194808180,KCM,0,0,0,4,1,2,1,2,,,,,,,,,,,,,,,,,,,,,7,,upper,,37,10,13,4,0,1,8,0,,1,,,,3,,,0,,27,,35,4,0,0,0,1,0,0,,7,1,0,0,0,,,,,27,12,3,0,0,0,,,,bakeg101,soueh101,thomh103,broww101,howae101,taboe101,coopt101,robec103,lamaj102,lamaj102,taboe101,robec103,coopt101,soueh101,bakeg101,howae101,broww101,thomh103,,19480818,0,DAV01,MEM,w,regular,y
BIR194808190,NY6,0,0,0,0,2,0,1,0,4,,,,,,,,,,,,,,,,,,,,10,,value,44,39,7,12,2,0,0,,1,,0,4,,7,2,,,,,27,,36,9,1,1,0,3,,0,,7,0,0,0,0,,,,0,27,7,1,0,0,0,0,,,minom101,clarc103,sampt101,bostl102,noblr101,loudl101,waldg101,ballp102,scanp101,scanp101,noblr101,bostl102,sampt101,minom101,ballp102,loudl101,clarc103,waldg101,,19480819,0,BIR01,BIR,w,exhibition,y
BIR194808190,BIR,0,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,6,,value,36,36,3,9,1,1,0,,0,,0,0,,7,0,,,,,27,,44,12,2,0,0,7,,4,,7,0,0,0,1,,,,0,27,11,2,0,0,0,0,,,wilsa101,britj104,steee102,davip102,maysw101,robin102,bassp101,scotj107,newbj101,newbj101,bassp101,scotj107,davip102,britj104,wilsa101,maysw101,robin102,steee102,,19480819,0,BIR01,NY6,l,exhibition,y
IN9194808190,CAG,2,0,0,0,1,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,value,,,6,10,,,,,,,,,,,,,,,,28,,,7,,,,7,,,,,,,,,1,,,,28,,3,,0,,,,,,,,,,,,,,stewr101,trouq101,,,,pendj101,,,,,19480819,0,IND10,IN9,l,regular,
IN9194808190,CAG,2,0,0,0,1,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,upper,,,6,10,,,,,,,,,,,,,,,,29,,,7,,,,7,,,,,,,,,1,,,,29,,3,,0,,,,,,,,,,,,,,stewr101,trouq101,,,,pendj101,,,,,19480819,0,IND10,IN9,l,regular,
IN9194808190,IN9,3,2,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,value,,,7,7,,,,,,1,,,,,,,,,,30,,,10,,,,6,,,,,,,,,,,,,30,,2,,0,,,,,,,,,,,,,,cohej101,piggl101,,,,,,,,,19480819,0,IND10,CAG,w,regular,
KCM194808190,MEM,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,5,,value,35,33,3,8,1,2,,1,,,,2,,7,1,,,,,27,,39,8,3,,,1,1,4,,2,,,,,,,,,27,6,1,,0,,,,,scotj108,wellw102,hydec101,boydb102,robin101,jonec108,cowaj101,varoo101,carts102,carts102,jonec108,boydb102,cowaj101,varoo101,wellw102,scotj108,robin101,hydec101,,19480819,0,STJ01,KCM,w,regular,y
KCM194808190,MEM,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,5,,lower,,33,3,8,1,2,,1,,,,,,,1,,,,,27,,35,8,3,,,1,1,4,,2,,,,,,,,,27,6,1,,0,,,,,scotj108,wellw102,hydec101,boydb102,robin101,jonec108,cowaj101,varoo101,carts102,carts102,jonec108,boydb102,cowaj101,varoo101,wellw102,scotj108,robin101,hydec101,,19480819,0,STJ01,KCM,w,regular,y
KCM194808190,MEM,0,1,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,5,,upper,,33,3,8,1,2,,1,,,,,,,1,,,,,27,,39,8,3,,,1,1,4,,2,,,,,,,,,27,6,1,,0,,,,,scotj108,wellw102,hydec101,boydb102,robin101,jonec108,cowaj101,varoo101,carts102,carts102,jonec108,boydb102,cowaj101,varoo101,wellw102,scotj108,robin101,hydec101,,19480819,0,STJ01,KCM,w,regular,y
KCM194808190,KCM,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,11,,value,39,35,1,8,3,,,1,,,,4,,2,,,,,,27,,35,8,1,2,,3,2,2,,7,,1,,,,,,1,27,8,2,,0,1,1,,,bakeg101,soueh101,thomh103,broww101,howae101,taboe101,coopt101,robec103,johnc103,johnc103,taboe101,coopt101,robec103,soueh101,bakeg101,howae101,broww101,thomh103,,19480819,0,STJ01,MEM,l,regular,y
KCM194808190,KCM,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,11,,lower,,35,1,8,3,,,1,,,,,,,,,,,,27,,33,8,1,2,,3,2,2,,7,,1,,,,,,,27,8,2,,0,1,,,,bakeg101,soueh101,thomh103,broww101,howae101,taboe101,coopt101,robec103,johnc103,johnc103,taboe101,coopt101,robec103,soueh101,bakeg101,howae101,broww101,thomh103,,19480819,0,STJ01,MEM,l,regular,y
KCM194808190,KCM,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,11,,upper,,35,1,8,3,,,1,,,,,,,,,,,,27,,35,8,1,2,,3,2,2,,7,,1,,,,,,,27,8,2,,0,1,,,,bakeg101,soueh101,thomh103,broww101,howae101,taboe101,coopt101,robec103,johnc103,johnc103,taboe101,coopt101,robec103,soueh101,bakeg101,howae101,broww101,thomh103,,19480819,0,STJ01,MEM,l,regular,y
NW2194808190,BLG,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,9,,value,40,32,4,7,1,0,0,4,2,0,0,6,0,0,0,1,0,0,1,27,0,40,8,0,0,0,2,1,3,0,10,0,0,0,0,0,0,0,0,27,0,3,0,0,0,0,0,0,gillj102,mccob106,kimbh102,lockl101,washj102,buttt102,russf101,robif104,gainj102,gainj102,robif104,washj102,gillj102,russf101,buttt102,lockl101,kimbh102,mccob106,,19480819,0,NWK04,NW2,w,regular,y
NW2194808190,NW2,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,11,,value,40,37,2,8,0,0,0,2,0,0,0,3,0,10,0,0,0,0,3,27,0,40,7,1,0,0,4,4,6,0,0,0,0,0,2,0,0,1,0,27,0,1,0,0,0,0,0,1,wilkj101,willc109,pearl102,irvim101,harvb102,wilsb104,mclaj105,willl107,willc107,willc107,mclaj105,pearl102,willl107,wilsb104,willc109,irvim101,wilkj101,harvb102,,19480819,0,NWK04,BLG,l,regular,y
CVB194808200,HOM,0,0,1,6,0,4,0,0,2,,,,,,,,,,,,,,,,,,,,,,value,,,13,15,,,,,,,,,,,,,,,,27,,,10,,,,9,,1,,,,,,,,,,,27,,4,1,0,,,,,,,,,,,,,,thurb101,clifl101,,,,,,,,,19480820,0,DAY03,CVB,w,exhibition,
CVB194808200,CVB,0,4,0,0,0,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,value,,,9,10,,,,,,,,1,,,,,,,,27,,,15,,,,13,,,,,,,,,,,,,27,,2,,0,,,,,,,,,,,,,,clarw103,harrt102,,,,,,,,,19480820,0,DAY03,HOM,l,exhibition,
IN9194808200,CAG,0,0,1,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,value,,,5,12,,,,,,,,,,,,,,,,24,,,16,,,,11,,,,,,,,,,,,,24,,3,,0,,,,,,,,,,,,,,shepf102,trouq101,,,,,,,,,19480820,0,COL05,IN9,l,regular,
IN9194808200,IN9,2,0,3,1,3,0,0,2,,,,,,,,,,,,,,,,,,,,,,,value,,,11,16,,,,,,,,,,,,,,,,27,,,12,,,,5,,,,,,,,,,,,,27,,1,,0,,,,,,,,,,,,,,godim101,piggl101,,,,,,,,,19480820,0,COL05,CAG,w,regular,
IN9194808210,NY5,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,value,,,2,8,,,1,1,,,,,,,,,,,,24,,,6,,,,3,3,,,,,,,,,,,,24,,0,,0,,,,,,,,,,,,,,smitj112,hayej104,,,,,,,,,19480821,0,IND10,IN9,l,exhibition,
IN9194808210,IN9,0,0,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,value,,,3,6,,,,1,,,,,,,,,,,,27,,,8,,,1,2,2,,,,,,,,,,,,27,,0,,0,,,,,,,,,,,,,,willj112,piggl101,,,,,,,,,19480821,0,IND10,NY5,w,exhibition,
ASW194808220,ASE,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,4,,value,31,29,0,3,1,0,0,0,0,0,0,2,0,4,0,1,1,0,1,24,0,34,7,1,0,0,3,3,4,1,8,0,0,0,0,0,1,0,0,24,9,2,1,0,0,0,1,0,marql101,minom101,eastl101,leonb101,harvb102,gillj102,loudl101,buttt102,lewir101,lewir101,loudl101,leonb101,gillj102,minom101,buttt102,eastl101,marql101,harvb102,,19480822,0,CHI10,ASW,l,allstar,y
