ID,last,first
barkl901,Barksdale,Lance
barrt901,Barrett,Ted
bellw901,Bell,Wally
bonig901,Bonin,Greg
brinj901,Brinkman,Joe
buckc901,Bucknor,CB
carlm901,Carlson,Mark
cedeg901,Cederstrom,Gary
clara901,Clark,Al
cookr901,Cook,Rob
coope901,Cooper,Eric
cousd901,Cousins,Derryl
craft901,Craft,Terry
crawj901,Crawford,Jerry
culbf901,Culbreth,Fieldin
cuzzp901,Cuzzi,Phil
danlk901,Danley,Kerwin
davig901,Davis,Gerry
demud901,DeMuth,Dana
diazl901,Diaz,Laz
dimum901,DiMuro,Mike
drakr901,Drake,Rob
eddid901,Eddings,Doug
emmep901,Emmel,Paul
everm901,Everitt,Mike
fichm901,Fichter,Mike
fleta901,Fletcher,Andy
fostm901,Foster,Marty
froeb901,Froemming,Bruce
gibsg901,Gibson,Greg
gormb901,Gorman,Brian
guccc901,Guccione,Chris
herna901,Hernandez,Angel
higgs901,Higgins,Scott
hirsj901,Hirschbeck,John
hirsm901,Hirschbeck,Mark
hodgm901,Hodges,Morris
hollm901,Hollowell,Matt
hudsm901,Hudson,Marvin
iassd901,Iassogna,Dan
joycj901,Joyce,Jim
katzt901,Katzenmeier,Travis
kellj901,Kellogg,Jeff
klemj901,Klemm,Justin
kulpr901,Kulpa,Ron
lampi901,Lamplugh,Ian
laynj901,Layne,Jerry
marqa901,Marquez,Alfonso
marsr901,Marsh,Randy
mcclt901,McClelland,Tim
mckej901,McKean,Jim
mealj901,Meals,Jerry
meric901,Meriwether,Chuck
millb901,Miller,Bill
monte901,Montague,Ed
morrd901,Morrison,Dan
nelsj901,Nelson,Jeff
onorb901,O'Nora,Brian
packs901,Packard,Scott
randt901,Randazzo,Tony
rapue901,Rapuano,Ed
reedr901,Reed,Rick
reilm901,Reilly,Mike
relic901,Reliford,Charlie
reynj901,Reynolds,Jim
riekr901,Rieker,Rich
ripps901,Rippley,Steve
roe-r901,Roe,Rocky
rungb901,Runge,Brian
schrp901,Schrieber,Paul
scotd901,Scott,Dale
shulj901,Shulock,John
spiep901,Spieler,Pat
timmt901,Timmons,Tim
tscht901,Tschida,Tim
vanvm901,Vanvleet,Mike
wegnm901,Wegner,Mark
welkb901,Welke,Bill
welkt901,Welke,Tim
wendh902,Wendelstedt,Hunter
willc901,Williams,Charlie
wintm901,Winters,Mike
wolfj901,Wolf,Jim
younl901,Young,Larry
