ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
"1950N0112","gilbt101",1950,"NY1","O",,"BB","NY1195006182",1,0,"1950N0140","SWAP",,
"1950N0113","gilbt101",1950,"NY1","O",,"SO","NY1195006251",2,0,"1950N0108","SWAP",,
"1950N0114","gilbt101",1950,"NY1","O",,"SO","NY1195006252",1,0,"1950N0337","OPP",,
"1950N0115","gilbt101",1950,"NY1","O",,"2B","BRO195006270",1,0,,,,
"1950N0116","gilbt101",1950,"NY1","O",,"GDP","BRO195006280",1,0,"1950N0158","SWAP",,
"1950N0117","harsj101",1950,"NY1","O",,"GDP","NY1195004280",0,1,"1950N0105","SWAP",,
"1950N0118","hearj102",1950,"NY1","O",,"SO","NY1195009272",0,1,,,,
"1950N0119","irvim101",1950,"NY1","O",,"SB","NY1195009271",1,0,,,,
"1950N0120","irvim101",1950,"NY1","O",,"SO","NY1195009272",0,1,"1950N0160","SWAP",,
"1950N0121","jorgs101",1950,"NY1","O",,"RBI","PHI195007060",1,2,"1950N0136","SWAP",,
"1950N0122","kennm101",1950,"NY1","O",,"SO","CHN195006080",1,0,,,,
"1950N0123","kennm101",1950,"NY1","O",,"SO","NY1195006230",1,0,"1950N0107","SWAP",,
"1950N0124","kramj101",1950,"NY1","O",,"GDP","PIT195006060",1,0,,,,
"1950N0125","kramj101",1950,"NY1","O",,"BB","NY1195006251",1,0,"1950N0311",,,
"1950N0126","kramj101",1950,"NY1","O",,"SO","NY1195006251",0,1,"1950N0113","SWAP",,
"1950N0127","lockw101",1950,"NY1","O",,"GDP","BSN195004270",1,0,,,,
"1950N0128","lockw101",1950,"NY1","O",,"BB","NY1195006252",1,0,"1950N0109","SWAP",,
"1950N0129","magls101",1950,"NY1","O",,"SO","NY1195006252",1,0,"1950N0146","SWAP",,
"1950N0130","maguj101",1950,"NY1","O",,"BB","NY1195006170",2,0,,"OPP",,
"1950N0131","maguj101",1950,"NY1","O",,"BB","BRO195006290",0,1,"1950N0135","SWAP",,
"1950N0132","mueld101",1950,"NY1","O",,"GDP","PIT195006060",1,0,,,,
"1950N0133","mueld101",1950,"NY1","O",,"SO","CHN195006080",0,1,"1950N0110","SWAP",,
"1950N0134","mueld101",1950,"NY1","O",,"BB","NY1195006130",0,1,"1950N0143","SWAP",,
"1950N0135","mueld101",1950,"NY1","O",,"BB","BRO195006290",1,0,"1950N0131","SWAP",,
"1950N0136","mueld101",1950,"NY1","O",,"RBI","PHI195007060",2,1,"1950N0121","SWAP",,
"1950N0137","rignb101",1950,"NY1","O",,"GDP","NY1195006170",0,1,,,,
"1950N0138","stane101",1950,"NY1","O",,"SO","PHI195005141",1,0,,,,
"1950N0139","stane101",1950,"NY1","O",,"BB","NY1195006170",2,0,,"OPP",,
"1950N0140","stane101",1950,"NY1","O",,"BB","NY1195006182",0,1,"1950N0112","SWAP",,
"1950N0141","thomb105",1950,"NY1","O",,"BB","CHN195006080",1,0,"1950N0151","SWAP",,
"1950N0142","thomb105",1950,"NY1","O",,"SO","CHN195006080",1,0,"1950N0152","SWAP",,
"1950N0143","thomb105",1950,"NY1","O",,"BB","NY1195006130",2,1,"1950N0134","SWAP",,
"1950N0144","thomb105",1950,"NY1","O",,"BB","NY1195006221",1,0,"1950N0153","SWAP",,
"1950N0145","thomb105",1950,"NY1","O",,"GDP","NY1195006221",1,0,,,,"543"
"1950N0146","thomb105",1950,"NY1","O",,"SO","NY1195006252",0,1,"1950N0129","SWAP",,
"1950N0147","thomb105",1950,"NY1","O",,"SO","NY1195007010",1,0,"1950N0104","SWAP",,
"1950N0148","thomb105",1950,"NY1","O",,"SO","NY1195007042",1,0,"1950N0156","SWAP",,
"1950N0149","thomb105",1950,"NY1","O",,"GDP","NY1195008160",0,1,,,,"no man on 1B"
"1950N0150","thomb105",1950,"NY1","O",,"RBI","PHI195009041",1,0,"1950N0157","SWAP",,
"1950N0151","thomh103",1950,"NY1","O",,"BB","CHN195006080",0,1,"1950N0141","SWAP",,
"1950N0152","thomh103",1950,"NY1","O",,"SO","CHN195006080",0,1,"1950N0142","SWAP",,
"1950N0153","thomh103",1950,"NY1","O",,"BB","NY1195006221",0,1,"1950N0144","SWAP",,
"1950N0154","thomh103",1950,"NY1","O",,"GDP","NY1195006222",0,1,,,,
"1950N0155","thomh103",1950,"NY1","O",,"SO","NY1195007041",1,0,"1950N0159","SWAP",,
"1950N0156","thomh103",1950,"NY1","O",,"SO","NY1195007042",0,1,"1950N0148","SWAP",,
"1950N0157","thomh103",1950,"NY1","O",,"RBI","PHI195009041",0,1,"1950N0150","SWAP",,
"1950N0158","westw101",1950,"NY1","O",,"GDP","BRO195006280",1,2,"1950N0116","SWAP",,
"1950N0159","westw101",1950,"NY1","O",,"SO","NY1195007041",0,1,"1950N0155","SWAP",,
"1950N0160","westw101",1950,"NY1","O",,"SO","NY1195009272",1,0,"1950N0120","SWAP",,
"1950N0161","ashbr101",1950,"PHI","O",,"RBI","CHN195008282",2,1,,,,
"1950N0162","ashbr101",1950,"PHI","O",,"RBI","PHI195009100",1,0,,,,
"1950N0163","blooj101",1950,"PHI","O",,"SO","PHI195005212",1,0,"1950N0461",,,
"1950N0164","blooj101",1950,"PHI","O",,"GDP","SLN195006050",1,0,"1950N0183","SWAP",,
"1950N0165","blooj101",1950,"PHI","O",,"GDP","PIT195006112",2,0,,,,
"1950N0166","churb101",1950,"PHI","O",,"GDP","PHI195005240",0,1,"1950N0193","SWAP",,
"1950N0167","churb101",1950,"PHI","O",,"R","SLN195008300",1,0,,"OPP",,
"1950N0168","ennid101",1950,"PHI","O",,"GDP","PHI195006251",0,1,"1950N0169",,,
"1950N0169","ennid101",1950,"PHI","O",,"GDP","PHI195006252",1,0,"1950N0168",,,
"1950N0170","ennid101",1950,"PHI","O",,"BB","PHI195008011",1,0,,"OPP",,
"1950N0171","ennid101",1950,"PHI","O",,"SO","PHI195009230",0,1,"1950N0182","SWAP",,
"1950N0172","ennid101",1950,"PHI","O",,"SO","BRO195009300",1,0,,"OPP",,
"1950N0173","golim101",1950,"PHI","O",,"SO","PHI195005142",1,0,,"OPP",,
"1950N0174","golim101",1950,"PHI","O",,"GDP","PHI195005240",0,1,,,,"not gdp 2xh"
"1950N0175","golim101",1950,"PHI","O",,"SO","PHI195008012",0,1,"1950N0190","SWAP",,
"1950N0176","golim101",1950,"PHI","O",,"GDP","PHI195009041",0,1,"1950N0185","SWAP",,
"1950N0177","golim101",1950,"PHI","O",,"SO","PHI195009151",0,1,"1950N0186","SWAP",,
"1950N0178","hamng102",1950,"PHI","O",,"SO","PHI195005142",1,0,"1950N0362",,,
"1950N0179","hamng102",1950,"PHI","O",,"SO","PHI195005240",1,0,,,,
"1950N0180","hamng102",1950,"PHI","O",,"SB","CIN195007221",1,0,,,,
"1950N0181","hamng102",1950,"PHI","O",,"SO","BRO195009300",0,1,"1950N0189","SWAP",,
"1950N0182","jonew101",1950,"PHI","O",,"SO","PHI195009230",1,0,"1950N0171","SWAP",,
"1950N0183","rober102",1950,"PHI","O",,"GDP","SLN195006050",0,1,"1950N0164","SWAP",,
"1950N0184","rober102",1950,"PHI","O",,"GDP","PIT195006111",0,2,,,,
"1950N0185","semia101",1950,"PHI","O",,"GDP","PHI195009041",1,0,"1950N0176","SWAP",,
"1950N0186","semia101",1950,"PHI","O",,"SO","PHI195009151",1,0,"1950N0177","SWAP",,
"1950N0187","sisld101",1950,"PHI","O",,"SO","PHI195005211",1,0,,,,
"1950N0188","sisld101",1950,"PHI","O",,"R","PHI195006251",0,1,,"OPP",,
"1950N0189","sisld101",1950,"PHI","O",,"SO","BRO195009300",1,0,"1950N0181","SWAP",,
"1950N0190","waite101",1950,"PHI","O",,"SO","PHI195008012",1,0,"1950N0175","SWAP",,
"1950N0191","waite101",1950,"PHI","O",,"GDP","PHI195009041",0,1,,,,
"1950N0192","waite101",1950,"PHI","O",,"SB","PHI195009070",1,0,,,,
"1950N0193","whitd103",1950,"PHI","O",,"GDP","PHI195005240",1,0,"1950N0166","SWAP",,
"1950N0195","beart101",1950,"PIT","O",,"GDP","PIT195005070",0,1,,,,"73"
"1950N0196","bellg103",1950,"PIT","O",,"SO","NY1195006130",2,1,"1950N0217","SWAP",,
"1950N0197","bellg103",1950,"PIT","O",,"AB","BSN195007270",2,3,"1950N0225","SWAP",,
"1950N0198","bellg103",1950,"PIT","O",,"2B","PIT195009242",0,1,"1950N0199","COL",,
"1950N0199","bellg103",1950,"PIT","O",,"RBI","PIT195009242",1,0,"1950N0198","COL",,
"1950N0200","bellg103",1950,"PIT","O",,"2B","PIT195009241",1,0,"1950N0201","COL",,
"1950N0201","bellg103",1950,"PIT","O",,"RBI","PIT195009241",0,1,"1950N0200","COL",,
"1950N0202","coogd102",1950,"PIT","O",,"GDP","PIT195006060",1,0,,,,
"1950N0204","dickm101",1950,"PIT","O",,"AB","PHI195005240",3,2,"1950N0228","SWAP",,
"1950N0205","dillb102",1950,"PIT","O",,"SB","BRO195009210",1,0,,,,
"1950N0206","fernn101",1950,"PIT","O",,"BB","PHI195005230",0,1,,"OPP",,
"1950N0207","hoppj102",1950,"PIT","O",,"GDP","PIT195005030",1,0,"1950N0208",,,
"1950N0208","hoppj102",1950,"PIT","O",,"GDP","PIT195005040",0,1,"1950N0207",,,
"1950N0209","kiner101",1950,"PIT","O",,"GDP","PIT195005040",0,1,,,,"no runner on 1B"
"1950N0210","kiner101",1950,"PIT","O",,"SO","PHI195005230",2,1,,,,
"1950N0211","kiner101",1950,"PIT","O",,"GDP","PIT195006070",1,0,,,,
"1950N0212","mccuc101",1950,"PIT","O",,"GDP","PIT195005020",1,0,"1950N0230","SWAP",,
"1950N0213","muelr101",1950,"PIT","O",,"BB","BSN195006182",1,0,"1950N0233","SWAP",,
"1950N0214","muelr101",1950,"PIT","O",,"SO","PHI195006210",1,0,,,,
"1950N0217","murtd101",1950,"PIT","O",,"SO","NY1195006130",1,2,"1950N0196","SWAP",,
"1950N0221","rojes101",1950,"PIT","O",,"SO","PIT195005080",1,0,,"OPP",,
"1950N0222","rojes101",1950,"PIT","O",,"SB","PHI195005230",1,0,,,,
"1950N0223","rojes101",1950,"PIT","O",,"G","PIT195008271",1,0,,,,
"1950N0224","scheh103",1950,"PIT","O",,"G","BSN195007270",1,0,,,,
"1950N0225","scheh103",1950,"PIT","O",,"AB","BSN195007270",1,0,"1950N0197","SWAP",,
"1950N0226","turne101",1950,"PIT","O",,"SO","PIT195006060",0,1,,"OPP",,
"1950N0227","turne101",1950,"PIT","O",,"SO","CHN195007060",0,1,"1950N0229","SWAP",,
"1950N0228","werlb101",1950,"PIT","O",,"AB","PHI195005240",0,1,"1950N0204","SWAP",,
"1950N0229","werlb101",1950,"PIT","O",,"SO","CHN195007060",1,0,"1950N0227","SWAP",,
"1950N0230","westw102",1950,"PIT","O",,"GDP","PIT195005020",0,1,"1950N0212","SWAP",,
"1950N0231","westw102",1950,"PIT","O",,"SO","PHI195005250",1,0,,,,
"1950N0232","westw102",1950,"PIT","O",,"GDP","PIT195006060",1,0,,,,
"1950N0233","westw102",1950,"PIT","O",,"BB","BSN195006182",0,1,"1950N0213","SWAP",,
"1950N0234","braza101",1950,"SLN","O",,"SO","NY1195006222",1,0,"1950N0238","SWAP",,
"1950N0235","buchj104",1950,"SLN","O",,"G","BRO195006180",1,0,,,,
"1950N0236","ramsw101",1950,"CIN","P",,"HR","PHI195009151",1,0,,"OPP",,
"1950N0237","howeb101",1950,"SLN","O",,"AB","PHI195006130",2,1,"1950N0239","SWAP",,
"1950N0238","kazae101",1950,"SLN","O",,"SO","NY1195006222",0,1,"1950N0234","SWAP",,
"1950N0239","lindj101",1950,"SLN","O",,"AB","PHI195006130",2,3,"1950N0237","SWAP",,
"1950N0240","marim101",1950,"SLN","O",,"BB","CHN195008150",1,0,,"OPP",,
"1950N0241","mille104",1950,"SLN","O",,"HBP","SLN195007200",1,0,"1950N0242","COL",,
"1950N0242","mille104",1950,"SLN","O",,"BB","SLN195007200",0,1,"1950N0241","COL",,
"1950N0243","musis101",1950,"SLN","O",,"RBI","PIT195005301",2,3,"1950N0245","SWAP",,
"1950N0244","nelsr103",1950,"SLN","O",,"GDP","CHN195009240",1,2,,,,"no spare GDPs"
"1950N0245","slaue101",1950,"SLN","O",,"RBI","PIT195005301",3,2,"1950N0243","SWAP",,
"1950N0246","schmj101",1950,"CHN","O",,"SO",,18,19,,"ADD",,
"1950N0247","gords101",1950,"BSN","O",,"GDP",,15,14,,"ADD",,"on page 2"
"1950N0248","jeths101",1950,"BSN","O",,"BB",,51,52,,"ADD",,"on page 3"
"1950N0249","lockw101",1950,"NY1","O",,"AB",,531,532,,"ADD",,"on page 3"
"1950N0250","stane101",1950,"NY1","O",,"RBI",,52,51,,"ADD",,"on page 3"
"1950N0251","barnr103",1950,"BRO","P",,"SO","PHI195004180",0,1,,"OPP",,
"1950N0252","barnr103",1950,"BRO","P",,"SO","CIN195006100",1,0,,"OPP",,
"1950N0253","barnr103",1950,"BRO","P",,"ER","BRO195006250",3,2,"1950N0255","10.18",,
"1950N0254","barnr103",1950,"BRO","P",,"R","BRO195006250",3,2,"1950N0256","10.18",,
"1950N0255","loesb101",1950,"BRO","P",,"ER","BRO195006250",2,3,"1950N0253","10.18",,
"1950N0256","loesb101",1950,"BRO","P",,"R","BRO195006250",2,3,"1950N0254","10.18",,
"1950N0257","palie101",1950,"BRO","P",,"ER","PIT195007230",3,2,,,,"looks 3 to me"
"1950N0258","roe-p101",1950,"BRO","P",,"BK","BRO195005250",1,0,,,,
"1950N0259","antoj103",1950,"BSN","P",,"IP","BRO195008310",2.1,2.2,"1950N0266","SWAP",,
"1950N0260","bickv101",1950,"BSN","P",,"SO","BSN195007090",4,3,,"OPP",,
"1950N0261","chipb101",1950,"BSN","P",,"ER","BSN195005200",1,2,,,,
"1950N0262","chipb101",1950,"BSN","P",,"ER","CHN195007190",7,6,"1950N0270","10.18",,
"1950N0263","chipb101",1950,"BSN","P",,"R","CHN195007190",7,6,"1950N0271","10.18",,
"1950N0264","coled103",1950,"BSN","P",,"SH","PHI195009090",0,1,"1950N0267","SWAP",,
"1950N0265","haefm101",1950,"BSN","P",,"HBP","CHN195008242",1,0,,"OPP",,
"1950N0266","haefm101",1950,"BSN","P",,"IP","BRO195008310",1.2,1.1,"1950N0259",,,
"1950N0267","haefm101",1950,"BSN","P",,"SH","PHI195009090",1,0,"1950N0264","SWAP",,
"1950N0268","hallb103",1950,"BSN","P",,"IP","BSN195005170",1.1,1.2,,,,
"1950N0269","hallb103",1950,"BSN","P",,"BK","NY1195006300",1,0,,,,
"1950N0270","hallb103",1950,"BSN","P",,"ER","CHN195007190",1,2,"1950N0262","10.18",,
"1950N0271","hallb103",1950,"BSN","P",,"R","CHN195007190",1,2,"1950N0263","10.18",,
"1950N0272","hogub101",1950,"BSN","P",,"SH","BSN195005260",1,0,"1950N0278","SWAP",,
"1950N0273","hogub101",1950,"BSN","P",,"HBP","NY1195006300",0,1,"1950N0274","COL",,
"1950N0274","hogub101",1950,"BSN","P",,"SO","NY1195006300",1,0,"1950N0273","COL",,
"1950N0275","hogub101",1950,"BSN","P",,"H","CHN195008250",1,0,"1950N0282","SWAP",,
"1950N0276","roy-n101",1950,"BSN","P",,"ER","NY1195007010",1,0,,,,"no errors or PB"
"1950N0277","sainj101",1950,"BSN","P",,"WP","CHN195005110",0,1,"1950N0306","SWAP",,
"1950N0278","sainj101",1950,"BSN","P",,"SH","BSN195005260",2,3,"1950N0272","SWAP",,
"1950N0279","sainj101",1950,"BSN","P",,"ER","NY1195007021",4,5,,,,
"1950N0280","spahw101",1950,"BSN","P",,"H","CHN195005100",9,8,,"OPP",,
"1950N0281","spahw101",1950,"BSN","P",,"ER","NY1195007010",3,0,,,,"no errors or PB"
"1950N0282","spahw101",1950,"BSN","P",,"H","CHN195008250",2,3,"1950N0275","SWAP",,
"1950N0283","dubim101",1950,"CHN","P",,"BK","NY1195005180",1,0,"1950N0284","COL",,
"1950N0284","dubim101",1950,"CHN","P",,"WP","NY1195005180",0,1,"1950N0283","COL",,
"1950N0285","hillf101",1950,"CHN","P",,"SO","CHN195006080",1,0,,,,
"1950N0286","klipj101",1950,"CHN","P",,"SH","NY1195006181",2,1,,"OPP",,
"1950N0287","klipj101",1950,"CHN","P",,"WP","CHN195007190",1,2,,,,
"1950N0288","laded101",1950,"CHN","P",,"IP","CHN195008140",7.2,8.0,"1950N0305","SWAP",,
"1950N0289","laded101",1950,"CHN","P",,"R","CHN195008241",4,2,"1950N0291","10.18",,
"1950N0291","leond103",1950,"CHN","P",,"R","CHN195008241",2,4,"1950N0289","10.18",,
"1950N0292","minnp101",1950,"CHN","P",,"IP","CHN195007181",9.0,8.0,,,,
"1950N0293","minnp101",1950,"CHN","P",,"SO","BSN195008050",9,8,"1950N0008",,,
"1950N0295","rushb101",1950,"CHN","P",,"SO","CHN195006080",0,1,"1950N0303","SWAP",,
"1950N0296","rushb101",1950,"CHN","P",,"ER","NY1195006160",6,5,,,,
