ID,Player,Year,Team,Type,Pos,Cat,Game,Retro,Official,Cross,Code,,Notes,Accepted
"1950N0001","hermg101",1950,"BRO","O",,"GDP","NY1195009100",0,1,,,,"not force DP"
"1950N0002","hodgg101",1950,"BRO","O",,"GDP","BRO195009191",0,1,"1950N0003",,,
"1950N0003","hodgg101",1950,"BRO","O",,"GDP","BRO195009192",1,0,"1950N0002",,,
"1950N0004","snidd101",1950,"BRO","O",,"GDP","CHN195006060",0,1,,,,"wild throw 1B BX2"
"1950N0005","antoj103",1950,"BSN","O",,"SO","PHI195007041",1,0,"1950N0033","SWAP",,
"1950N0006","bickv101",1950,"BSN","O",,"RBI","CHN195008260",1,0,"1950N0021","SWAP",,
"1950N0007","crand102",1950,"BSN","O",,"GDP","NY1195007022",1,0,"1950N0017","SWAP",,
"1950N0008","crand102",1950,"BSN","O",,"SO","BSN195008050",1,0,"1950N0293",,,
"1950N0009","ellib103",1950,"BSN","O",,"SB","NY1195006300",1,0,,,,
"1950N0010","ellib103",1950,"BSN","O",,"RBI","BSN195009042",2,1,"1950N0015","SWAP",,
"1950N0011","ellib103",1950,"BSN","O",,"GDP","BRO195009271",0,1,,,,"2XH(32)"
"1950N0012","gords101",1950,"BSN","O",,"SO","BSN195004240",2,1,,"OPP",,
"1950N0013","gords101",1950,"BSN","O",,"BB","PIT195005030",0,1,,"OPP",,
"1950N0014","gords101",1950,"BSN","O",,"SO","BSN195008090",1,0,"1950N0347",,,
"1950N0015","gords101",1950,"BSN","O",,"RBI","BSN195009042",0,1,"1950N0010","SWAP",,
"1950N0016","holmt101",1950,"BSN","O",,"RBI","NY1195007021",1,0,"1950N0028","SWAP",,
"1950N0017","holmt101",1950,"BSN","O",,"GDP","NY1195007022",0,1,"1950N0007","SWAP",,
"1950N0018","holmt101",1950,"BSN","O",,"SO","NY1195007022",1,0,,"OPP",,
"1950N0019","kerrb101",1950,"BSN","O",,"GDP","BSN195006170",1,2,"1950N0024","SWAP",,
"1950N0020","kerrb101",1950,"BSN","O",,"BB","BSN195006280",1,0,,"OPP",,
"1950N0021","kerrb101",1950,"BSN","O",,"RBI","CHN195008260",2,3,"1950N0006","SWAP",,
"1950N0022","marsw101",1950,"BSN","O",,"GDP","BSN195004270",2,0,,,,
"1950N0023","marsw101",1950,"BSN","O",,"G","CHN195006111",1,0,,,,
"1950N0024","marsw101",1950,"BSN","O",,"GDP","BSN195006170",1,0,"1950N0019","SWAP",,
"1950N0025","maucg101",1950,"BSN","O",,"RBI","PIT195006010",1,2,,,,
"1950N0026","reisp101",1950,"BSN","O",,"SO","NY1195007010",1,0,"1950N0351",,,
"1950N0027","sainj101",1950,"BSN","O",,"BB","NY1195007021",0,1,"1950N0029","SWAP",,
"1950N0028","sists101",1950,"BSN","O",,"RBI","NY1195007021",0,1,"1950N0016","SWAP",,
"1950N0029","torge101",1950,"BSN","O",,"BB","NY1195007021",3,2,"1950N0027","SWAP",,
"1950N0030","torge101",1950,"BSN","O",,"BB","PHI195007042",1,0,,"OPP",,
"1950N0031","torge101",1950,"BSN","O",,"GDP","CHN195007210",1,0,,,,
"1950N0032","torge101",1950,"BSN","O",,"GDP","CHN195008241",1,0,,,,
"1950N0033","wallm101",1950,"BSN","O",,"SO","PHI195007041",0,1,"1950N0005","SWAP",,
"1950N0034","borkb101",1950,"CHN","O",,"SO","CHN195005301",0,1,"1950N0079","SWAP",,
"1950N0035","borkb101",1950,"CHN","O",,"GDP","NY1195006160",0,1,"1950N0084","SWAP",,
"1950N0036","borkb101",1950,"CHN","O",,"GDP","CHN195007150",1,0,,,,
"1950N0037","borkb101",1950,"CHN","O",,"SO","CHN195008170",0,1,"1950N0057","SWAP",,
"1950N0038","cavap101",1950,"CHN","O",,"SO","CHN195005141",0,1,"1950N0066","SWAP",,
"1950N0039","cavap101",1950,"CHN","O",,"SH","PIT195005282",1,0,"1950N0051","SWAP",,
"1950N0040","cavap101",1950,"CHN","O",,"SO","PIT195005282",2,0,"1950N0052","SWAP",,
"1950N0041","edwah101",1950,"CHN","O",,"SO","PHI195006252",1,0,"1950N0397",,,
"1950N0042","jackr102",1950,"CHN","O",,"GDP","CHN195005030",1,0,,,,
"1950N0043","jackr102",1950,"CHN","O",,"GDP","CHN195005060",1,0,,,,
"1950N0044","jackr102",1950,"CHN","O",,"SB","PHI195009200",0,1,,,,
"1950N0045","jeffh101",1950,"CHN","O",,"SO","CHN195005020",1,0,,,,
"1950N0046","maurc101",1950,"CHN","O",,"RBI","CHN195009020",1,0,,,,
"1950N0047","maurc101",1950,"CHN","O",,"SO","PIT195009042",0,1,,"OPP",,
"1950N0048","minnp101",1950,"CHN","O",,"SO","NY1195006182",1,0,"1950N0080","SWAP",,
"1950N0049","minnp101",1950,"CHN","O",,"GDP","CHN195007060",0,1,"1950N0074","SWAP",,
"1950N0050","owenm101",1950,"CHN","O",,"BB","BRO195005250",0,1,"1950N0068","SWAP",,
"1950N0051","owenm101",1950,"CHN","O",,"SH","PIT195005282",0,1,"1950N0039","SWAP",,
"1950N0052","owenm101",1950,"CHN","O",,"SO","PIT195005282",0,2,"1950N0040","SWAP",,
"1950N0053","owenm101",1950,"CHN","O",,"GDP","CHN195006060",0,1,"1950N0054",,,
"1950N0054","owenm101",1950,"CHN","O",,"GDP","CHN195006080",1,0,"1950N0053",,,
"1950N0055","pafka101",1950,"CHN","O",,"GDP","CHN195008290",1,0,"1950N0062","SWAP",,
"1950N0056","rushb101",1950,"CHN","O",,"SO","PHI195006252",2,1,"1950N0041",,,
"1950N0057","rushb101",1950,"CHN","O",,"SO","CHN195008170",1,0,"1950N0037","SWAP",,
"1950N0058","rushb101",1950,"CHN","O",,"H","BRO195009170",2,1,"1950N0076","SWAP",,
"1950N0059","rushb101",1950,"CHN","O",,"SB","BRO195009170",1,0,"1950N0077","SWAP",,
"1950N0060","rushb101",1950,"CHN","O",,"SO","BRO195009170",1,2,"1950N0078","SWAP",,
"1950N0061","saueh101",1950,"CHN","O",,"SO","PIT195005270",1,0,,"OPP",,
"1950N0062","saueh101",1950,"CHN","O",,"GDP","CHN195008290",0,1,"1950N0055","SWAP",,
"1950N0063","saueh101",1950,"CHN","O",,"SB","CHN195009231",0,1,,,,
"1950N0064","scheb101",1950,"CHN","O",,"GDP","CHN195005030",1,0,,,,
"1950N0065","schmj101",1950,"CHN","O",,"SO","PIT195008131",1,0,,"OPP",,
"1950N0066","sereb101",1950,"CHN","O",,"SO","CHN195005141",1,0,"1950N0038","SWAP",,
"1950N0067","smalr101",1950,"CHN","O",,"SO","CHN195005072",0,1,,"OPP",,
"1950N0068","smalr101",1950,"CHN","O",,"BB","BRO195005250",1,0,"1950N0050","SWAP",,
"1950N0069","smalr101",1950,"CHN","O",,"RBI","PIT195005282",0,1,,,,"on reverse force GDP"
"1950N0070","smalr101",1950,"CHN","O",,"GDP","PHI195007252",1,0,,,,
"1950N0071","smalr101",1950,"CHN","O",,"SO","CHN195008272",1,2,"1950N0085","SWAP",,
"1950N0072","terww101",1950,"CHN","O",,"SO","CHN195005020",0,1,"1950N0045","SWAP",,
"1950N0073","terww101",1950,"CHN","O",,"GDP","CHN195005302",0,1,"1950N0083","SWAP",,
"1950N0074","terww101",1950,"CHN","O",,"GDP","CHN195007060",1,0,"1950N0049","SWAP",,
"1950N0075","terww101",1950,"CHN","O",,"RBI","BRO195007310",0,1,,,,
"1950N0076","terww101",1950,"CHN","O",,"H","BRO195009170",2,3,"1950N0058","SWAP",,
"1950N0077","terww101",1950,"CHN","O",,"SB","BRO195009170",0,1,"1950N0059","SWAP",,
"1950N0078","terww101",1950,"CHN","O",,"SO","BRO195009170",1,0,"1950N0060","SWAP",,
"1950N0079","vandj101",1950,"CHN","O",,"SO","CHN195005301",1,0,"1950N0034","SWAP",,
"1950N0080","verbe101",1950,"CHN","O",,"SO","NY1195006182",0,1,"1950N0048","SWAP",,
"1950N0081","verbe101",1950,"CHN","O",,"G","CHN195006271",1,0,,,,
"1950N0082","walkr101",1950,"CHN","O",,"GDP","PIT195005270",1,0,,,,
"1950N0083","walkr101",1950,"CHN","O",,"GDP","CHN195005302",1,0,"1950N0073","SWAP",,
"1950N0084","walkr101",1950,"CHN","O",,"GDP","NY1195006160",1,0,"1950N0035","SWAP",,
"1950N0085","walkr101",1950,"CHN","O",,"SO","CHN195008272",2,1,"1950N0071","SWAP",,
"1950N0086","wardp101",1950,"CHN","O",,"GDP","NY1195005170",0,1,,,,"fly ball dp"
"1950N0087","adamb103",1950,"CIN","O",,"GDP","CHN195004280",1,0,"1950N0102","SWAP",,
"1950N0088","adcoj101",1950,"CIN","O",,"BB","PHI195009160",0,1,"1950N0097","SWAP",,
"1950N0090","coopw102",1950,"CIN","O",,"SO","CIN195005050",1,2,"1950N0098","SWAP",,
"1950N0091","fox-h101",1950,"CIN","O",,"SO","PHI195009152",0,1,"1950N0103","SWAP",,
"1950N0093","howed102",1950,"CIN","O",,"GDP","CIN195007041",1,0,,,,
"1950N0095","merrl102",1950,"CIN","O",,"GDP","BSN195007290",1,0,,,,
"1950N0096","merrl102",1950,"CIN","O",,"SO","PHI195009151",0,1,"1950N0101","SWAP",,
"1950N0097","merrl102",1950,"CIN","O",,"BB","PHI195009160",1,0,"1950N0088","SWAP",,
"1950N0098","pramj101",1950,"CIN","O",,"SO","CIN195005050",1,0,"1950N0090","SWAP",,
"1950N0099","ryanc102",1950,"CIN","O",,"SO","NY1195006252",1,0,"1950N0359",,,
"1950N0100","ryanc102",1950,"CIN","O",,"2B","CIN195007221",1,0,,,,
"1950N0101","usheb101",1950,"CIN","O",,"SO","PHI195009151",1,0,"1950N0096","SWAP",,
"1950N0102","wehmh101",1950,"CIN","O",,"GDP","CHN195004280",0,1,"1950N0087","SWAP",,
"1950N0103","wehmh101",1950,"CIN","O",,"SO","PHI195009152",2,1,"1950N0091","SWAP",,
"1950N0104","calds101",1950,"NY1","O",,"SO","NY1195007010",0,1,"1950N0147","SWAP",,
"1950N0105","darka101",1950,"NY1","O",,"GDP","NY1195004280",2,1,"1950N0117","SWAP",,
"1950N0106","darka101",1950,"NY1","O",,"BB","NY1195006210",2,1,,,,
"1950N0107","darka101",1950,"NY1","O",,"SO","NY1195006230",0,1,"1950N0123","SWAP",,
"1950N0108","darka101",1950,"NY1","O",,"SO","NY1195006251",1,2,"1950N0126","SWAP",,
"1950N0109","darka101",1950,"NY1","O",,"BB","NY1195006252",0,1,"1950N0128","SWAP",,
"1950N0110","gilbt101",1950,"NY1","O",,"SO","CHN195006080",1,0,"1950N0133","SWAP",,
"1950N0111","gilbt101",1950,"NY1","O",,"RBI","NY1195006181",0,1,,,,
