"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BLS192710090","danfd101","ASB","1","value","21","","30","6","","","1","5","","2","","12","0","0","0","2","","","","","","1","","1","","1","19271009","0","BAL13","BLS","l","exhibition","y"
"BLS192710160","danfd101","ASB","1","value","24","","37","10","","","1","5","","5","","3","0","0","0","0","","","","","","1","","1","","1","19271016","0","BAL13","BLS","l","exhibition","y"
"BLS192910061","danfd101","ASB","2","value","8","","9","2","","","0","0","0","0","","3","0","0","0","0","","","","","","","","","1","","19291006","1","BAL13","BLS","l","exhibition","y"
