"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","date","number","site","opp","wl","gametype","box"
"HOM192710040","bolej101","ALS","1","6","value","27","0","2","0","0","0","0","19271004","0","PHI11","HOM","W","exhibition","y"
"HOM192710040","bolej101","ALS","1","6","lower","27","0","2","0","0","0","0","19271004","0","PHI11","HOM","W","exhibition","y"
"HOM192710040","bolej101","ALS","1","6","upper","27","0","2","0","0","0","0","19271004","0","PHI11","HOM","W","exhibition","y"
"HOM192710050","bolej101","ALS","1","6","value","27","","","0","2","0","0","19271005","0","JOH01","HOM","W","exhibition","y"
"HOM192710050","bolej101","ALS","1","6","lower","27","","","0","2","0","0","19271005","0","JOH01","HOM","W","exhibition","y"
"HOM192710050","bolej101","ALS","1","6","upper","27","","","0","2","0","0","19271005","0","JOH01","HOM","W","exhibition","y"
"HOM192710070","bolej101","ALS","1","6","value","27","2","4","0","0","0","0","19271007","0","UNI01","HOM","W","exhibition","y"
"HOM192710070","bolej101","ALS","1","6","lower","27","2","4","0","0","0","0","19271007","0","UNI01","HOM","W","exhibition","y"
"HOM192710070","bolej101","ALS","1","6","upper","27","2","4","0","0","0","0","19271007","0","UNI01","HOM","W","exhibition","y"
"HOM192710080","bolej101","ALS","1","6","value","24","1","4","0","0","0","0","19271008","0","PIT06","HOM","L","exhibition","y"
"HOM192710080","bolej101","ALS","1","6","lower","24","1","4","0","0","0","0","19271008","0","PIT06","HOM","L","exhibition","y"
"HOM192710080","bolej101","ALS","1","6","upper","24","1","4","0","0","0","0","19271008","0","PIT06","HOM","L","exhibition","y"
"HOM192710090","bolej101","ALS","1","6","value","24","4","3","0","0","0","0","19271009","0","YOU01","HOM","L","exhibition","y"
"HOM192710090","bolej101","ALS","1","6","lower","24","4","3","0","0","0","0","19271009","0","YOU01","HOM","L","exhibition","y"
"HOM192710090","bolej101","ALS","1","6","upper","24","4","3","0","0","0","0","19271009","0","YOU01","HOM","L","exhibition","y"
"HOM192710100","bolej101","ALS","1","6","value","27","1","4","0","0","0","0","19271010","0","JAM01","HOM","W","exhibition","y"
"HOM192710100","bolej101","ALS","1","6","lower","27","1","4","0","0","0","0","19271010","0","JAM01","HOM","W","exhibition","y"
"HOM192710100","bolej101","ALS","1","6","upper","27","1","4","0","0","0","0","19271010","0","JAM01","HOM","W","exhibition","y"
"ACY192710210","bolej101","ALS","1","6","value","27","2","4","0","0","0","0","19271021","0","ACY01","ACY","W","exhibition","y"
"ACY192710210","bolej101","ALS","1","6","lower","27","2","4","0","0","0","0","19271021","0","ACY01","ACY","W","exhibition","y"
"ACY192710210","bolej101","ALS","1","6","upper","27","2","4","0","0","0","0","19271021","0","ACY01","ACY","W","exhibition","y"
"BLS192710300","bolej101","ASB","1","6","value","24","0","2","0","2","0","0","19271030","0","BAL13","BLS","L","exhibition","y"
"BLS192710300","bolej101","ASB","1","6","lower","24","0","2","0","2","0","0","19271030","0","BAL13","BLS","L","exhibition","y"
"BLS192710300","bolej101","ASB","1","6","upper","24","0","2","0","2","0","0","19271030","0","BAL13","BLS","L","exhibition","y"
