"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NW2193806261","sumrw101","BFA","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19380626","1","NWK04","NW2","l","regular",""
"MEM194004140","sumrw101","MEM","1","value","12","3","","","","","","6","","","","","","","","","","","","","","1","","1","","","19400414","0","MEM02","BLG","l","exhibition",""
"MEM194004210","sumrw101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19400421","0","OKC01","SNO","w","exhibition",""
"MEM194004280","sumrw101","MEM","2","value","13","","18","3","0","0","0","1","","1","0","1","0","0","0","0","0","","","","1","","","","1","","19400428","0","MEM02","NY5","w","exhibition","y"
"MEM194005020","sumrw101","MEM","1","value","27","","","","","","","5","","","","","","","","","","","","","","1","","1","","1","19400502","0","LRK02","NY5","l","exhibition",""
"MEM194005052","sumrw101","MEM","3","value","6","","9","1","0","0","0","1","","2","0","0","0","0","0","","0","","","","","","","","1","","19400505","2","MEM02","CAG","l","exhibition","y"
"MEM194005121","sumrw101","MEM","2","value","3","","5","1","0","0","0","2","","0","0","0","0","0","0","0","0","","","","","","","","1","","19400512","1","MEM02","SNO","w","regular","y"
"MEM194005122","sumrw101","MEM","2","value","17","","25","8","0","0","0","4","","2","0","0","0","0","0","1","0","","","","1","","","","1","","19400512","2","MEM02","SNO","w","regular","y"
"MEM194005160","sumrw101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19400516","0","LRK02","KCM","l","exhibition",""
"MEM194005170","sumrw101","MEM","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19400517","0","LRK02","KCM","l","regular",""
"MEM194005192","sumrw101","MEM","1","value","15","","26","7","0","0","0","5","","1","0","1","2","0","0","","0","","","","","1","","1","","","19400519","2","MEM02","KCM","l","regular","y"
"KCM194005240","sumrw101","MEM","2","value","15","","19","2","0","0","0","2","","2","0","","0","0","0","","0","","","","","","","","","","19400524","0","WIC01","KCM","l","regular","y"
"MEM194006091","sumrw101","MEM","3","value","9","","12","3","0","0","0","0","","0","0","0","0","0","0","0","0","","","","","","","","1","","19400609","1","MEM02","BIR","l","regular","y"
"MEM194006100","sumrw101","MEM","4","value","3","","4","1","0","0","0","0","","0","0","0","0","0","0","","0","","","","","","","","1","","19400610","0","MEM02","BIR","l","regular","y"
"MEM194006231","sumrw101","MEM","1","value","5","","13","6","0","0","0","5","1","2","0","1","1","0","0","","0","","","","","1","","1","","","19400623","1","MEM02","SNO","l","regular","y"
"BIR194007170","sumrw101","MEM","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19400717","0","OKC01","BIR","l","regular",""
