"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"SAS193810030","geriu101","NAS","1","1","value","3","","","0","","0","0","","","","","19381003","0","MEM02","SAS","w","allstar",""
