"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"CAG194106260","bassp101","CAG","2","value","5","","8","2","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","1","","19410626","0","IND10","NY5","l","exhibition","y"
"MEM194307210","bassp101","CI2","2","value","15","","","","","","","0","","","","","","","","","","","","","1","","","","1","","19430721","0","CAN04","MEM","w","regular",""
"MEM194307210","bassp101","CI2","2","upper","18","","","","","","","0","","","","","","","","","","","","","","","","","","","19430721","0","CAN04","MEM","w","regular",""
"KCM194404162","bassp101","CIA","2","value","6","","","","","","","0","","","","","","","","","","","","","","","","","1","","19440416","2","NOL01","KCM","t","exhibition",""
"KCM194404162","bassp101","CIA","2","upper","9","","","","","","","0","","","","","","","","","","","","","","","","","","","19440416","2","NOL01","KCM","t","exhibition",""
"KCM194404170","bassp101","CIA","2","value","13","","19","6","0","0","0","2","","0","0","4","0","0","0","1","0","","","","","","","","","","19440417","0","HOU04","KCM","l","exhibition","y"
"KCM194404180","bassp101","CIA","3","value","3","","","","","","","0","0","","","","","","","","","","","","","","","","1","","19440418","0","HOU04","KCM","w","exhibition",""
"KCM194404232","bassp101","CIA","1","value","18","","","5","","","","4","","","","","","","","","","","","","","1","","1","","1","19440423","2","DAL01","KCM","l","exhibition",""
"CVB194405141","bassp101","CIA","1","value","24","","34","7","1","1","0","6","","2","","2","0","0","0","2","","","","","","1","","1","","1","19440514","1","CLE06","CVB","l","regular","y"
"CIA194405170","bassp101","CIA","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19440517","0","IND10","CAG","l","regular",""
"PH5194406052","bassp101","CIA","1","value","13","","30","14","0","0","0","12","","1","0","0","0","0","0","1","0","","","","","1","","1","","","19440605","2","PHI11","PH5","l","exhibition","y"
"MLS194410222","bassp101","KCR","1","value","21","","","3","","","","0","0","","","","","","","","","","","","1","","","1","","1","19441022","2","LOS05","MLS","w","exhibition",""
"KCR194411080","bassp101","KCR","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19441108","0","LOS02","BIR","l","exhibition",""
"BIR194507132","bassp101","BIR","1","value","","","","","","","","","","","","","","","","","","","","","1","","","1","","","19450713","2","IND10","MEM","w","exhibition",""
