"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"NW2194106222","thomc104","NW2","7","1","value","3","0","1","","","","","","","","0","0","","","","","","","","","19410622","2","NWK04","HOM","T","regular","y"
"NW2194106222","thomc104","NW2","7","1","lower","3","0","1","","","","","","","","","","","","","","","","","","19410622","2","NWK04","HOM","T","regular","y"
"NW2194106222","thomc104","NW2","7","1","upper","3","0","1","","","","","","","","","","","","","","","","","","19410622","2","NWK04","HOM","T","regular","y"
"NY6194106250","thomc104","NW2","8","1","value","5","3","1","0","0","0","2","0","","1","0","0","","0","","","0","","","","19410625","0","HRB01","NY6","W","regular","y"
"NY6194106250","thomc104","NW2","8","1","lower","5","3","1","0","0","0","2","0","","1","","","","0","","","0","","","","19410625","0","HRB01","NY6","W","regular","y"
"NY6194106250","thomc104","NW2","8","1","upper","5","3","1","0","0","0","2","0","","1","","","","0","","","0","","","","19410625","0","HRB01","NY6","W","regular","y"
"NW2194106260","thomc104","NW2","8","1","value","3","0","0","","","","1","","","","0","0","","","","","","","","","19410626","0","NWK04","HOM","W","regular","y"
"NW2194106260","thomc104","NW2","8","1","lower","3","0","0","","","","1","","","","","","","","","","","","","","19410626","0","NWK04","HOM","W","regular","y"
"NW2194106260","thomc104","NW2","8","1","upper","3","0","0","","","","1","","","","","","","","","","","","","","19410626","0","NWK04","HOM","W","regular","y"
"BLG194106270","thomc104","NW2","8","1","value","4","1","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19410627","0","BAL14","BLG","L","regular","y"
"BLG194106270","thomc104","NW2","8","1","lower","4","1","0","0","0","0","","0","","0","","","","0","","","0","","","","19410627","0","BAL14","BLG","L","regular","y"
"BLG194106270","thomc104","NW2","8","1","upper","4","1","0","0","0","0","","0","","0","","","","0","","","0","","","","19410627","0","BAL14","BLG","L","regular","y"
"BLG194106300","thomc104","NW2","8","1","value","5","1","1","0","0","0","","0","","0","0","0","","0","","","0","","","","19410630","0","CHE01","BLG","W","regular","y"
"BLG194106300","thomc104","NW2","8","1","lower","5","1","1","0","0","0","","0","","0","","","","0","","","0","","","","19410630","0","CHE01","BLG","W","regular","y"
"BLG194106300","thomc104","NW2","8","1","upper","5","1","1","0","0","0","","0","","0","","","","0","","","0","","","","19410630","0","CHE01","BLG","W","regular","y"
"NW2194107061","thomc104","NW2","8","1","value","2","0","0","","","","0","","","","0","0","","","","","","","","","19410706","1","NWK04","NY6","L","regular","y"
"NW2194107061","thomc104","NW2","8","1","lower","2","0","0","","","","0","","","","","","","","","","","","","","19410706","1","NWK04","NY6","L","regular","y"
"NW2194107061","thomc104","NW2","8","1","upper","2","0","0","","","","0","","","","","","","","","","","","","","19410706","1","NWK04","NY6","L","regular","y"
"NW2194107062","thomc104","NW2","8","1","value","3","2","2","1","","","2","","","","0","0","","1","","","","","","","19410706","2","NWK04","NY6","W","regular","y"
"NW2194107062","thomc104","NW2","8","1","lower","3","2","2","1","","","2","","","","","","","1","","","","","","","19410706","2","NWK04","NY6","W","regular","y"
"NW2194107062","thomc104","NW2","8","1","upper","3","2","2","1","","","2","","","","","","","1","","","","","","","19410706","2","NWK04","NY6","W","regular","y"
"NW2194107100","thomc104","NW2","8","1","value","4","1","0","","","","0","","","","0","0","","","","","","","","","19410710","0","NWK04","BLG","W","regular","y"
"NW2194107100","thomc104","NW2","8","1","lower","4","1","0","","","","0","","","","","","","","","","","","","","19410710","0","NWK04","BLG","W","regular","y"
"NW2194107100","thomc104","NW2","8","1","upper","4","1","0","","","","0","","","","","","","","","","","","","","19410710","0","NWK04","BLG","W","regular","y"
"NW2194107120","thomc104","NW2","8","1","value","3","0","3","0","0","0","0","0","","0","0","0","","0","","","0","","","","19410712","0","PAT01","BLG","L","regular","y"
"NW2194107120","thomc104","NW2","8","1","lower","3","0","3","0","0","0","0","0","","0","0","0","","0","","","0","","","","19410712","0","PAT01","BLG","L","regular","y"
"NW2194107120","thomc104","NW2","8","1","upper","3","0","3","0","0","0","0","0","","0","0","0","","0","","","0","","","","19410712","0","PAT01","BLG","L","regular","y"
"NW2194107150","thomc104","NW2","8","1","value","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19410715","0","NOR02","PH5","W","exhibition","y"
"NW2194107150","thomc104","NW2","8","1","lower","3","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19410715","0","NOR02","PH5","W","exhibition","y"
"NW2194107150","thomc104","NW2","8","1","upper","3","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19410715","0","NOR02","PH5","W","exhibition","y"
"BLG194107261","thomc104","NW2","7","1","value","4","0","1","","1","","2","","","","0","0","","","","","","","","","19410726","1","PHI17","BLG","L","exhibition","y"
"BLG194107261","thomc104","NW2","7","1","lower","","0","1","","1","","2","","","","","","","","","","","","","","19410726","1","PHI17","BLG","L","exhibition","y"
"BLG194107261","thomc104","NW2","7","1","upper","","0","1","","1","","2","","","","","","","","","","","","","","19410726","1","PHI17","BLG","L","exhibition","y"
"BLG194107262","thomc104","NW2","7","1","value","2","1","0","","","","0","","","","1","","","","","","","","","","19410726","2","PHI17","BLG","W","exhibition","y"
"BLG194107262","thomc104","NW2","7","1","lower","","1","0","","","","0","","","","1","","","","","","","","","","19410726","2","PHI17","BLG","W","exhibition","y"
"BLG194107262","thomc104","NW2","7","1","upper","","1","0","","","","0","","","","1","","","","","","","","","","19410726","2","PHI17","BLG","W","exhibition","y"
"NW2194107271","thomc104","NW2","7","1","value","2","2","1","","","","0","","","","1","","","","","","","","","","19410727","1","NWK04","SNO","W","exhibition","y"
"NW2194107271","thomc104","NW2","7","1","lower","2","2","1","","","","","","","","","","","","","","","","","","19410727","1","NWK04","SNO","W","exhibition","y"
"NW2194107271","thomc104","NW2","7","1","upper","2","2","1","","","","","","","","","","","","","","","","","","19410727","1","NWK04","SNO","W","exhibition","y"
"NW2194107272","thomc104","NW2","7","1","value","4","0","0","","","","","","","","0","0","","","","","","","","","19410727","2","NWK04","SNO","W","exhibition","y"
"NW2194107272","thomc104","NW2","7","1","lower","4","0","0","","","","","","","","","","","","","","","","","","19410727","2","NWK04","SNO","W","exhibition","y"
"NW2194107272","thomc104","NW2","7","1","upper","4","0","0","","","","","","","","","","","","","","","","","","19410727","2","NWK04","SNO","W","exhibition","y"
"NW2194108020","thomc104","NW2","6","2","value","3","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19410802","0","PAT01","NY5","L","regular","y"
"NW2194108020","thomc104","NW2","6","2","lower","3","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19410802","0","PAT01","NY5","L","regular","y"
"NW2194108020","thomc104","NW2","6","2","upper","3","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19410802","0","PAT01","NY5","L","regular","y"
"NW2194108031","thomc104","NW2","5","3","value","1","1","1","","","","0","","","","0","0","","","","","","","","","19410803","1","NWK04","NY5","W","regular","y"
"NW2194108031","thomc104","NW2","5","3","lower","1","1","1","","","","","","","","","","","","","","","","","","19410803","1","NWK04","NY5","W","regular","y"
"NW2194108031","thomc104","NW2","5","3","upper","1","1","1","","","","","","","","","","","","","","","","","","19410803","1","NWK04","NY5","W","regular","y"
"NW2194108032","thomc104","NW2","7","1","value","3","0","1","","","","","","","","1","","","","","","","","","","19410803","2","NWK04","NY5","W","regular","y"
"NW2194108032","thomc104","NW2","7","1","lower","3","0","1","","","","","","","","","","","","","","","","","","19410803","2","NWK04","NY5","W","regular","y"
"NW2194108032","thomc104","NW2","7","1","upper","3","0","1","","","","","","","","","","","","","","","","","","19410803","2","NWK04","NY5","W","regular","y"
"HOM194206150","thomc104","NW2","7","1","value","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19420615","0","WAP01","HOM","L","exhibition","y"
"HOM194206150","thomc104","NW2","7","1","lower","4","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19420615","0","WAP01","HOM","L","exhibition","y"
"HOM194206150","thomc104","NW2","7","1","upper","4","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19420615","0","WAP01","HOM","L","exhibition","y"
"PH5194206160","thomc104","NW2","7","1","value","4","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19420616","0","HRB01","PH5","L","exhibition","y"
"PH5194206160","thomc104","NW2","7","1","lower","4","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19420616","0","HRB01","PH5","L","exhibition","y"
"PH5194206160","thomc104","NW2","7","1","upper","4","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19420616","0","HRB01","PH5","L","exhibition","y"
"NW2194206211","thomc104","NW2","8","1","value","2","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19420621","1","NWK04","NY5","L","regular","y"
"NW2194206211","thomc104","NW2","8","1","lower","2","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19420621","1","NWK04","NY5","L","regular","y"
"NW2194206211","thomc104","NW2","8","1","upper","2","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19420621","1","NWK04","NY5","L","regular","y"
"PH5194206250","thomc104","NW2","7","1","value","4","1","2","","","","","","","","","","","","","","","","","","19420625","0","PHI17","PH5","L","regular","y"
"PH5194206250","thomc104","NW2","7","1","lower","","1","2","","","","","","","","","","","","","","","","","","19420625","0","PHI17","PH5","L","regular","y"
"PH5194206250","thomc104","NW2","7","1","upper","","1","2","","","","","","","","","","","","","","","","","","19420625","0","PHI17","PH5","L","regular","y"
"HOM194206271","thomc104","NW2","8","1","value","3","0","0","0","0","0","","0","","0","1","","","0","","","0","","","","19420627","1","PIT06","HOM","W","regular","y"
"HOM194206271","thomc104","NW2","8","1","lower","3","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19420627","1","PIT06","HOM","W","regular","y"
"HOM194206271","thomc104","NW2","8","1","upper","3","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19420627","1","PIT06","HOM","W","regular","y"
"HOM194206272","thomc104","NW2","7","1","value","4","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19420627","2","PIT06","HOM","W","regular","y"
"HOM194206272","thomc104","NW2","7","1","lower","","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19420627","2","PIT06","HOM","W","regular","y"
"HOM194206272","thomc104","NW2","7","1","upper","","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19420627","2","PIT06","HOM","W","regular","y"
"HOM194206281","thomc104","NW2","8","1","value","6","1","2","0","0","0","0","0","","0","0","0","","0","","","0","","","","19420628","1","WAS09","HOM","W","regular","y"
"HOM194206281","thomc104","NW2","8","1","lower","6","1","2","0","0","0","0","0","","0","","","","0","","","0","","","","19420628","1","WAS09","HOM","W","regular","y"
"HOM194206281","thomc104","NW2","8","1","upper","6","1","2","0","0","0","0","0","","0","","","","0","","","0","","","","19420628","1","WAS09","HOM","W","regular","y"
"HOM194206282","thomc104","NW2","7","1","value","3","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","19420628","2","WAS09","HOM","T","regular","y"
"HOM194206282","thomc104","NW2","7","1","lower","3","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","19420628","2","WAS09","HOM","T","regular","y"
"HOM194206282","thomc104","NW2","7","1","upper","3","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","19420628","2","WAS09","HOM","T","regular","y"
