"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"CV9194003240","hayec101","SNO","3","2","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400324","0","JKV01","CV9","l","exhibition","y"
"PH5194005110","hayec101","PH5","1","1","value","6","3","4","2","1","0","0","0","0","0","1","2","0","1","0","0","0","0","0","","","","19400511","0","PHI17","BLG","l","regular","y"
"BLG194005121","hayec101","PH5","1","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400512","1","BAL09","BLG","l","regular","y"
"BLG194005122","hayec101","PH5","6","1","value","3","3","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400512","2","BAL09","BLG","l","regular","y"
"PH5194005181","hayec101","PH5","1","2","value","2","1","2","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","","1","","19400518","1","PHI17","NW2","w","regular","y"
"PH5194005182","hayec101","PH5","7","1","value","3","2","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","","","","19400518","2","PHI17","NW2","w","regular","y"
"NW2194005191","hayec101","PH5","7","1","value","4","4","0","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400519","1","NWK04","NW2","l","regular","y"
"NW2194005192","hayec101","PH5","7","1","value","3","3","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400519","2","NWK04","NW2","w","regular","y"
"HOM194005261","hayec101","PH5","8","3","value","1","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400526","1","NYC16","HOM","l","regular","y"
"PH5194005301","hayec101","PH5","7","1","value","4","4","1","1","0","1","0","0","0","","0","0","0","","0","","","0","","","","","19400530","1","PHI17","NY6","w","regular","y"
"PH5194005302","hayec101","PH5","1","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400530","2","PHI17","NY6","l","regular","y"
"PH5194006011","hayec101","PH5","7","1","value","4","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","19400601","1","PHI17","HOM","l","regular","y"
"PH5194006012","hayec101","PH5","7","1","value","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","19400601","2","PHI17","HOM","l","regular","y"
"NW2194006021","hayec101","PH5","7","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400602","1","ALB02","NW2","l","regular","y"
"NW2194006022","hayec101","PH5","7","1","value","4","2","0","0","0","0","0","0","0","","0","2","","","0","","","0","","","","","19400602","2","ALB02","NW2","w","regular","y"
"PH5194006060","hayec101","PH5","8","1","value","2","2","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400606","0","PHI17","HOM","l","regular","y"
"PH5194006081","hayec101","PH5","7","1","value","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19400608","1","PHI17","BLG","w","regular","y"
"PH5194006082","hayec101","PH5","2","1","value","3","2","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","","","","19400608","2","PHI17","BLG","l","regular","y"
"PH5194006091","hayec101","PH5","8","1","value","3","3","1","3","1","0","0","0","0","","0","0","0","","0","","","0","","","","","19400609","1","HRB01","NY6","w","regular","y"
"PH5194006092","hayec101","PH5","8","1","value","2","2","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400609","2","HRB01","NY6","l","regular","y"
"PH5194006130","hayec101","PH5","7","1","value","4","4","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400613","0","PHI17","NY6","l","regular","y"
