"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"LCB194906052","westi101","LCB","2","value","6","","","","","","1","4","","","","","","","","","","","","","","","","","1","","19490605","2","BUF06","CAG","l","regular",""
"LCB194906121","westi101","LCB","2","value","","","","","","","","","","","","","","","","","","","","","","1","","","","","19490612","1","BUF06","KCM","l","regular",""
"KCM194906160","westi101","LCB","2","value","4","0","5","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","","","","","1","","19490616","0","KAN05","KCM","l","regular","y"
"LCB194906192","westi101","LCB","1","value","","","","","","","","","","","","","","","","","","","","","1","","","","","","19490619","2","CLE06","HOE","w","regular",""
"BLG194906240","westi101","LCB","2","value","9","0","16","6","1","0","0","1","1","1","0","4","0","0","0","0","0","0","0","0","","","","","1","","19490624","0","BAL14","BLG","l","regular","y"
"BLG194906250","westi101","LCB","3","value","8","","11","2","","","0","1","","1","","","0","","","0","","","","","1","","","","1","","19490625","0","WIL04","BLG","w","regular","y"
"LCB194907311","westi101","LCB","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19490731","1","CLE06","IN9","l","regular",""
