"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"ATN193904230","hillj104","NW2","9","1","value","4","4","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","19390423","0","ATL04","ATN","w","exhibition","y"
"NW2193905140","hillj104","NW2","9","2","value","4","3","0","2","0","0","0","0","0","0","0","1","0","","0","0","0","0","0","","","","19390514","0","NWK04","PH5","l","regular","y"
"NW2193905211","hillj104","NW2","9","1","value","3","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19390521","1","NWK04","BLG","w","regular","y"
"NW2193905252","hillj104","NW2","9","2","value","1","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","1","","19390525","2","NWK04","NY6","w","regular","y"
"NW2193905281","hillj104","NW2","9","1","value","4","4","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","","","","19390528","1","NWK04","NY6","w","regular","y"
"HOM193906041","hillj104","NW2","","","value","","","","","","","","","","","","","","","","","","","","","","","19390604","1","BUF06","HOM","w","regular",""
"PH5193906172","hillj104","NW2","9","3","value","1","1","0","0","","","","","","","","0","0","","","","","","","","1","","19390617","2","PHI17","PH5","l","regular","y"
"BLG193906181","hillj104","NW2","","","value","4","4","","2","","","","","","","","","","","","","","","","","","","19390618","1","BAL10","BLG","w","regular",""
"NW2193906210","hillj104","NW2","","","value","","","","","","","","","","","","","","","","","","","","","","","19390621","0","RIC05","NY5","l","exhibition",""
"NW2193906251","hillj104","NW2","9","1","value","5","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19390625","1","NOR05","NY5","w","regular","y"
"NY5193907041","hillj104","NW2","9","1","value","4","4","0","3","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19390704","1","NYC23","NY5","w","regular","y"
"NW2193908132","hillj104","NW2","9","3","value","0","0","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19390813","2","NWK04","PH5","l","regular","y"
"NW2194005050","hillj104","NW2","9","1","value","3","3","1","1","0","0","1","3","0","","0","0","0","","0","","","0","","","","","19400505","0","NWK04","NY5","w","regular","y"
"NW2194005121","hillj104","NW2","9","1","value","5","3","1","2","0","0","0","1","1","","0","1","","","0","","","0","","","","","19400512","1","NOR02","NY5","w","regular","y"
"NY5194005122","hillj104","NW2","9","3","value","1","1","1","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400512","2","NOR02","NY5","l","regular","y"
"NW2194005130","hillj104","NW2","8","3","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400513","0","DUR01","NY5","l","exhibition","y"
"PH5194005181","hillj104","NW2","8","2","value","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1","","19400518","1","PHI17","PH5","l","regular","y"
"PH5194005182","hillj104","NW2","8","2","value","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","1","","19400518","2","PHI17","PH5","l","regular","y"
"NW2194005191","hillj104","NW2","9","1","value","4","4","0","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400519","1","NWK04","PH5","w","regular","y"
"NW2194005302","hillj104","NW2","9","3","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400530","2","NWK04","BLG","l","regular","y"
"NW2194006091","hillj104","NW2","9","2","value","2","2","2","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400609","1","NWK04","HOM","w","regular","y"
"NW2194006092","hillj104","NW2","8","2","value","0","0","1","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400609","2","NWK04","HOM","l","regular","y"
"HOM194006161","hillj104","NW2","9","1","value","2","2","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400616","1","WAS09","HOM","l","regular","y"
"NW2194006232","hillj104","NW2","9","2","value","1","0","0","0","0","0","0","","0","","0","1","","","0","","","0","","","","","19400623","2","NWK04","NY6","l","regular","y"
"BLG194006300","hillj104","NW2","9","1","value","4","4","1","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400630","0","BAL09","BLG","w","regular","y"
"PH5194007041","hillj104","NW2","7","2","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400704","1","PHI17","PH5","w","regular","y"
"NW2194007071","hillj104","NW2","9","1","value","5","4","0","0","0","0","0","","0","","0","1","","","0","","","0","","","","","19400707","1","NWK04","BLG","l","regular","y"
"NY6194007141","hillj104","NW2","","","value","","","","","","","","","","","","","","","","","","","","","","","19400714","1","ALB02","NY6","w","regular",""
"NW2194007211","hillj104","NW2","9","1","value","3","1","0","0","0","0","0","","0","","0","2","","","0","","","0","","","","","19400721","1","NWK04","NY5","w","regular","y"
"NW2194008010","hillj104","NW2","9","1","value","5","5","1","4","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19400801","0","NWK04","BLG","w","regular","y"
"BLG194008111","hillj104","NW2","7","2","value","3","3","0","2","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400811","1","BAL09","BLG","w","regular","y"
"NW2194008252","hillj104","NW2","9","1","value","2","2","0","0","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19400825","2","NWK04","HOM","w","regular","y"
"NW2194009021","hillj104","NW2","9","2","value","1","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400902","1","NWK04","BLG","l","regular","y"
"BIR194105042","hillj104","NW2","9","2","value","1","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19410504","2","BIR01","BIR","l","exhibition","y"
"NW2194105181","hillj104","NW2","9","1","value","4","4","0","2","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19410518","1","NWK04","PH5","w","regular","y"
"NW2194105251","hillj104","NW2","9","1","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19410525","1","NWK04","BLG","l","regular","y"
"NW2194105260","hillj104","NW2","8","2","value","1","0","0","0","0","0","0","0","0","","0","1","","","0","","","0","","","","","19410526","0","NOR02","NY6","l","exhibition","y"
"NW2194106081","hillj104","NW2","9","1","value","3","3","0","2","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19410608","1","NYC16","PH5","l","regular","y"
"PH5194106151","hillj104","NW2","9","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19410615","1","HRB01","PH5","w","regular","y"
"PH5194106152","hillj104","NW2","9","2","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19410615","2","HRB01","PH5","l","regular","y"
"NW2194106221","hillj104","NW2","9","1","value","2","2","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19410622","1","NWK04","HOM","l","regular","y"
"NW2194106222","hillj104","NW2","9","2","value","0","0","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19410622","2","NWK04","HOM","t","regular","y"
"NW2194106260","hillj104","NW2","9","1","value","3","2","0","0","0","0","0","0","0","","0","1","","","0","","","0","","","","","19410626","0","NWK04","HOM","w","regular","y"
"NW2194107061","hillj104","NW2","9","1","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19410706","1","NWK04","NY6","l","regular","y"
"NW2194107150","hillj104","NW2","9","1","value","3","3","1","2","0","0","0","1","0","","0","0","0","","0","1","","0","","","","","19410715","0","NOR02","PH5","w","exhibition","y"
"HOM194107200","hillj104","NW2","9","1","value","4","4","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19410720","0","WAS09","HOM","w","regular","y"
"ASW194107270","hillj104","ASE","9","4","value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19410727","0","CHI10","ASW","w","allstar","y"
"NW2194107310","hillj104","NW2","9","1","value","2","2","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19410731","0","NWK04","NY5","l","regular","y"
"NW2194108020","hillj104","NW2","9","2","value","0","0","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19410802","0","PAT01","NY5","l","regular","y"
"NW2194108070","hillj104","NW2","9","2","value","2","2","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19410807","0","NWK04","NY6","l","regular","y"
"NW2194108080","hillj104","NW2","5","2","value","3","2","0","0","0","0","0","","0","","0","1","","","0","","","0","","","","","19410808","0","RED01","NY6","l","regular","y"
"NW2194108090","hillj104","NW2","9","2","value","0","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19410809","0","PAT01","NY6","l","regular","y"
"BLG194108100","hillj104","NW2","9","2","value","1","1","0","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19410810","0","BAL10","BLG","w","regular","y"
"HOM194108110","hillj104","NW2","7","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19410811","0","YOR03","HOM","l","regular","y"
"HOM194108120","hillj104","NW2","7","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19410812","0","ALT02","HOM","l","regular","y"
"HOM194108171","hillj104","NW2","","","value","","","","","","","","","","","","","","","","","","","","","","","19410817","1","COL05","HOM","w","regular",""
"HOM194108172","hillj104","NW2","","","value","","","0","","","","","0","","","","","","","","","","","","","","","19410817","2","COL05","HOM","w","regular",""
"HOM194108173","hillj104","NW2","7","1","value","5","5","1","2","0","1","0","1","0","","0","0","0","","0","","","0","","","","","19410817","3","DAY03","HOM","w","regular","y"
"HOM194108200","hillj104","NW2","","","value","","","","","","","","","","","","","","","","","","","","","","","19410820","0","IND10","HOM","w","regular",""
"NW2194108241","hillj104","NW2","9","1","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19410824","1","NYC16","KCM","l","exhibition","y"
"NW2194108312","hillj104","NW2","7","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19410831","2","NWK04","BLG","l","regular","y"
"HOM194109011","hillj104","NW2","9","2","value","3","3","2","2","0","0","0","","0","","0","0","0","","0","","","0","","","","","19410901","1","WAS09","HOM","w","regular","y"
"HOM194109012","hillj104","NW2","6","1","value","2","2","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19410901","2","WAS09","HOM","l","regular","y"
"NW2194109141","hillj104","NW2","9","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19410914","1","NYC14","HOM","l","regular","y"
"NW2194109142","hillj104","NW2","9","2","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19410914","2","NYC14","HOM","l","regular","y"
"NW2194204120","hillj104","NW2","","","value","","","","","","","","","","","","","","","","","","","","","","","19420412","0","RIC04","HOM","w","exhibition",""
"HOM194204191","hillj104","NW2","9","2","value","2","1","1","0","0","0","0","0","0","","0","1","","","0","","","0","","","","","19420419","1","WAS09","HOM","w","exhibition","y"
