"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"KCM194804110","cabrl101","IN9","1","value","18","0","27","10","0","2","0","4","3","1","0","3","0","0","0","0","0","1","1","1","","","","1","","","19480411","0","AUS01","KCM","l","exhibition","y"
"BIR194804182","cabrl101","IN9","1","value","15","","","4","","","","1","1","","","","","","","","","","","","","","","1","","1","19480418","2","BIR01","BIR","t","exhibition",""
"KCM194804240","cabrl101","IN9","1","value","27","","","6","","","","5","","","","","","","","","","","","","1","","","1","","1","19480424","0","HOU04","KCM","w","exhibition",""
"KCM194804280","cabrl101","IN9","2","value","3","","","","","","","","","","","","","","","","","","","","","","","","1","","19480428","0","OKC02","KCM","l","exhibition",""
"IN9194805022","cabrl101","IN9","1","value","15","","","","","","","1","","","","","","","","","","","","","1","","","1","","1","19480502","2","NOL01","CAG","w","regular",""
"MEM194805120","cabrl101","IN9","3","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19480512","0","MEM02","MEM","t","regular",""
"BIR194805161","cabrl101","IN9","1","value","24","","33","7","","","1","5","","0","","2","2","0","0","0","","","","","","1","","1","","1","19480516","1","BIR01","BIR","l","regular","y"
"BIR194805190","cabrl101","IN9","1","value","24","","","12","","","","9","","","","","","","","","","","","","","1","","1","","1","19480519","0","NSH02","BIR","l","regular",""
"KCM194805231","cabrl101","IN9","1","value","27","","42","12","","","0","5","","7","","2","0","1","0","0","","","","","1","","","1","","1","19480523","1","KAN05","KCM","w","regular","y"
"KCM194805280","cabrl101","IN9","1","value","27","0","36","6","1","1","0","3","3","3","0","7","0","0","0","1","0","0","0","0","1","","","1","","1","19480528","0","KAN05","KCM","w","regular","y"
"IN9194806010","cabrl101","IN9","1","value","27","","","7","","","1","2","1","","","","","","","","1","","","","","1","","1","","1","19480601","0","IND10","KCM","l","regular",""
"CAG194806061","cabrl101","IN9","1","value","27","","","6","","","","2","2","","","","","","","","","","","","1","","","1","","1","19480606","1","CHI10","CAG","w","regular",""
"IN9194806090","cabrl101","IN9","1","value","27","","","10","","","","3","","","","","","","","","","","","","","1","","1","","1","19480609","0","IND10","CAG","l","regular",""
"IN9194806170","cabrl101","IN9","1","value","27","","","8","","","","1","","","","","","","","","","","","","1","","","1","","1","19480617","0","IND10","MEM","w","regular",""
"IN9194806202","cabrl101","IN9","1","value","27","","","","","","","3","","","","","","","","","","","","","1","","","1","","1","19480620","2","LOU05","CVB","w","regular",""
"BIR194806272","cabrl101","IN9","1","value","4","0","9","4","0","0","0","3","2","0","0","1","0","0","0","0","0","0","0","0","","1","","1","","","19480627","2","BIR01","BIR","l","regular","y"
"CVB194807041","cabrl101","IN9","1","value","30","","","6","1","","","1","1","","","","","","","1","","","","","1","","","1","","1","19480704","1","CLE06","CVB","w","regular",""
"NY6194807150","cabrl101","IN9","1","value","21","","","","","","2","","","","","","","","","","","","","","","1","","1","","","19480715","0","NYC14","NY6","l","exhibition",""
