"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"MEM194704120","boydb102","MEM","","","value","","","1","1","","","1","2","","","","","","","","","","","","","","","19470412","0","MEM02","IN9","w","exhibition",""
"MEM194704120","boydb102","MEM","","","lower","","1","1","1","","","1","2","","","","","","","","","","","","","","","19470412","0","MEM02","IN9","w","exhibition",""
"MEM194704131","boydb102","MEM","","","value","","","1","1","","","1","3","","","","","","","","","","","","","","","19470413","1","MEM02","IN9","w","exhibition",""
"MEM194704131","boydb102","MEM","","","lower","","1","1","1","","","1","3","","","","","","","","","","","","","","","19470413","1","MEM02","IN9","w","exhibition",""
"MEM194704170","boydb102","MEM","4","1","value","4","4","1","1","1","0","0","1","0","","0","0","0","","0","","","0","","","","","19470417","0","OKC02","IN9","w","exhibition","y"
"MEM194705042","boydb102","MEM","","","value","","","1","1","","","1","2","","","","","","","","","","","","","","","19470504","2","MEM02","IN9","w","regular",""
"MEM194705042","boydb102","MEM","","","lower","1","1","1","1","","","1","2","","","","","","","","","","","","","","","19470504","2","MEM02","IN9","w","regular",""
"MEM194705150","boydb102","MEM","5","1","value","5","5","0","1","1","0","0","1","0","","0","0","0","","1","","","0","","","","","19470515","0","GRE01","CAG","l","regular","y"
"CVB194705181","boydb102","MEM","5","1","value","5","5","0","2","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19470518","1","CLE06","CVB","l","regular","y"
"CVB194705182","boydb102","MEM","","","value","","","0","1","","","","1","","","","","","","","","","","","","","","19470518","2","CLE06","CVB","l","regular",""
"CVB194705182","boydb102","MEM","","","lower","","1","0","1","","","","1","","","","","","","","","","","","","","","19470518","2","CLE06","CVB","l","regular",""
"KCM194705251","boydb102","MEM","5","1","value","4","4","0","2","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19470525","1","KAN05","KCM","l","regular","y"
"KCM194705252","boydb102","MEM","5","1","value","4","4","1","1","1","0","0","0","0","","0","0","0","","1","","","0","","","","","19470525","2","KAN05","KCM","l","regular","y"
"KCM194705260","boydb102","MEM","5","1","value","6","4","4","0","0","0","0","0","0","","0","2","","","0","","","0","","","","","19470526","0","WIC01","KCM","w","regular","y"
