"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"NYL192906061","meltb102","NYL","1","1","value","4","4","1","2","0","1","0","0","0","","0","0","0","","0","","","0","","","","","19290606","1","NYC24","BLS","w","regular","y"
"NYL192906062","meltb102","NYL","1","1","value","5","5","3","3","2","0","1","","0","","0","0","0","","0","","","0","","","","","19290606","2","NYC24","BLS","w","regular","y"
"NYL192910131","meltb102","NYL","1","1","value","5","4","1","1","0","0","1","","0","","0","1","","","0","","","","","","","","19291013","1","NYC24","ASL","w","exhibition","y"
