"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"HOM193905100","millf106","NY5","","","value","","","1","1","","","1","1","","","","","","","","","","","","","","","19390510","0","MSN01","HOM","l","exhibition",""
"HOM193905100","millf106","NY5","","","lower","","1","1","1","","","1","1","","","","","","","","","","","","","","","19390510","0","MSN01","HOM","l","exhibition",""
"BLG193905281","millf106","NY5","2","1","value","5","5","1","1","1","0","0","1","0","0","0","0","0","","0","0","0","0","0","","","","19390528","1","BAL10","BLG","w","regular","y"
"BLG193905282","millf106","NY5","2","1","value","3","3","0","1","0","0","0","1","0","0","0","0","0","","0","0","0","0","0","","","","19390528","2","BAL10","BLG","w","regular","y"
"NY5193905301","millf106","NY5","2","1","value","4","4","0","2","0","0","0","","0","","0","0","0","","0","","","0","","","","","19390530","1","NYC23","BLG","l","regular","y"
"NY5193905302","millf106","NY5","2","1","value","5","3","2","2","0","0","0","","0","","0","2","","","0","","","0","","","","","19390530","2","NYC23","BLG","w","regular","y"
"PH5193906010","millf106","NY5","2","1","value","2","2","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","19390601","0","PHI17","PH5","t","regular","y"
"NY5193906042","millf106","NY5","2","1","value","4","4","1","1","1","0","0","1","0","0","0","0","0","","0","0","0","0","1","","","","19390604","2","NYC16","PH5","w","regular","y"
"PH5193906101","millf106","NY5","2","1","value","5","4","1","1","0","0","0","","0","","0","1","","","0","","","0","","","","","19390610","1","PHI17","PH5","l","regular","y"
"PH5193906102","millf106","NY5","2","1","value","4","3","2","1","0","0","0","","0","","0","1","","","0","","","0","","","","","19390610","2","PHI17","PH5","l","regular","y"
"NW2193906251","millf106","NY5","2","1","value","4","3","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","19390625","1","NOR05","NW2","l","regular","y"
"NY5193906252","millf106","NY5","2","1","value","4","3","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","","","","19390625","2","NOR05","NW2","t","regular","y"
"PH5193907011","millf106","NY5","2","1","value","4","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","19390701","1","PHI17","PH5","l","regular","y"
"PH5193907012","millf106","NY5","2","1","value","3","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","19390701","2","PHI17","PH5","l","regular","y"
"NY5193907022","millf106","NY5","2","1","value","4","4","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19390702","2","NYC16","BLG","l","regular","y"
"NY5193907041","millf106","NY5","2","1","value","4","2","0","0","0","0","0","0","0","","0","2","","","0","","","0","","","","","19390704","1","NYC23","NW2","l","regular","y"
"NY5193907042","millf106","NY5","2","1","value","4","2","1","0","0","0","0","1","0","","0","2","","","0","","","0","","","","","19390704","2","NYC23","NW2","w","regular","y"
"NW2193907130","millf106","NY5","2","1","value","5","1","1","0","0","0","0","0","1","0","0","3","0","0","0","1","0","0","0","","","","19390713","0","NWK04","NW2","l","regular","y"
