"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"PRG193410200","frenr101","WHK","2","1","value","4","3","0","0","0","0","0","0","0","","0","1","","","0","","","","","","","","19341020","0","LOS05","PRG","l","exhibition","y"
"PRG193410211","frenr101","WHK","2","1","value","6","6","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","","","","19341021","1","LOS05","PRG","w","exhibition","y"
"PRG193411040","frenr101","WHK","1","1","value","4","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","19341104","0","LOS05","PRG","l","exhibition","y"
