"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"HOM193904231","decul101","KCM","1","2","value","24","7","2","0","0","0","0","0","3","0","1","19390423","1","NOL01","HOM","l","exhibition","y"
"HOM193904232","decul101","KCM","1","2","value","22","4","0","0","0","0","0","0","0","0","1","19390423","2","NOL01","HOM","l","exhibition","y"
"HOM193904250","decul101","KCM","1","2","value","24","6","0","0","0","0","0","0","0","0","1","19390425","0","NOL01","HOM","l","exhibition","y"
"CAG193904270","decul101","KCM","1","2","value","27","","","0","","0","","","","","1","19390427","0","TEX01","CAG","w","exhibition",""
"KCM193904300","decul101","KCM","1","2","value","27","6","1","0","0","0","0","0","0","1","1","19390430","0","DAL01","CAG","w","exhibition","y"
"KCM193905040","decul101","KCM","1","2","value","27","","","0","","0","","","","","1","19390504","0","TUL01","CAG","w","exhibition",""
"MEM193905090","decul101","KCM","1","2","value","24","","","0","","0","","","","","1","19390509","0","CLA01","MEM","l","exhibition",""
"KCM193905141","decul101","KCM","1","2","value","27","4","2","0","0","0","1","0","0","0","1","19390514","1","KAN05","MEM","w","regular","y"
"KCM193905142","decul101","KCM","1","2","value","18","6","2","0","1","0","2","0","1","2","1","19390514","2","KAN05","MEM","w","regular","y"
"KCM193905150","decul101","KCM","1","2","value","27","","","0","","0","","","","","1","19390515","0","STJ01","MEM","w","exhibition",""
"KCM193905170","decul101","KCM","1","2","value","27","8","1","1","0","0","0","","","","1","19390517","0","KAN05","MEM","w","regular","y"
"CAG193905200","decul101","KCM","1","2","value","18","0","0","0","0","0","0","0","1","0","1","19390520","0","CHI09","CAG","l","regular","y"
"KCM193905302","decul101","KCM","1","2","value","21","6","0","0","0","0","0","0","1","0","1","19390530","2","KAN05","CV9","w","regular","y"
"KCM193906041","decul101","KCM","1","2","value","27","11","0","0","0","0","1","1","0","0","1","19390604","1","KAN05","SSA","w","regular","y"
"KCM193906042","decul101","KCM","1","2","value","3","1","0","0","0","0","0","0","1","0","0","19390604","2","KAN05","SSA","w","regular","y"
"MEM193906111","decul101","KCM","1","2","value","24","5","","0","0","0","0","","","","1","19390611","1","OKC01","MEM","l","regular","y"
"MEM193906112","decul101","KCM","1","2","value","21","","","0","","0","","","","","1","19390611","2","OKC01","MEM","w","regular",""
"MEM193906120","decul101","KCM","1","2","value","27","","","0","","0","","","","","1","19390612","0","OKC01","MEM","w","regular",""
"MEM193906140","decul101","KCM","1","2","value","","4","","0","0","0","0","","","","1","19390614","0","WIC01","MEM","l","regular","y"
"CV9193906181","decul101","KCM","1","2","value","27","8","1","0","0","0","0","","","","1","19390618","1","CLE07","CV9","w","regular","y"
"CV9193906182","decul101","KCM","1","2","value","","0","0","0","0","0","0","","","","1","19390618","2","CLE07","CV9","l","regular","y"
"KCM193907021","decul101","KCM","1","2","value","12","3","1","0","0","0","0","0","1","0","0","19390702","1","KAN05","CAG","w","regular","y"
"CAG193907042","decul101","KCM","1","2","value","","","","0","","0","","","","","","19390704","2","CHI09","CAG","l","regular",""
"HOM194004282","decul101","KCM","1","2","value","18","4","0","0","0","0","1","","","","1","19400428","2","NOL01","HOM","l","exhibition","y"
"KCM194005082","decul101","KCM","1","2","value","21","4","","0","0","0","0","","","","1","19400508","2","NOL01","SNO","t","exhibition","y"
"CV9194006030","decul101","KCM","1","2","value","24","8","1","0","0","0","1","","","","1","19400603","0","WAR02","CV9","l","regular","y"
"IN8194006170","decul101","KCM","1","2","value","27","","","0","","0","","","","","1","19400617","0","FOR04","IN8","w","regular",""
"HOM194006200","decul101","KCM","1","5","value","","0","0","0","0","0","","","","","","19400620","0","PIT06","HOM","l","exhibition","y"
"PH5194006221","decul101","KCM","1","2","value","21","4","1","0","0","0","1","","","","","19400622","1","PHI17","PH5","l","exhibition","y"
"PH5194006222","decul101","KCM","1","2","value","21","5","0","0","0","0","0","","","","1","19400622","2","PHI17","PH5","w","exhibition","y"
"BLG194006250","decul101","KCM","1","2","value","31","","","0","0","0","1","","","","1","19400625","0","BAL09","BLG","l","exhibition","y"
"IN8194006270","decul101","KCM","1","2","value","24","9","","0","0","0","0","","","","1","19400627","0","IND10","IN8","l","regular","y"
"IN8194006280","decul101","KCM","1","2","value","24","","","0","","0","","","","","1","19400628","0","IND10","IN8","l","regular",""
"KCM194006301","decul101","KCM","1","2","value","9","5","0","0","0","0","0","","","","","19400630","1","KAN05","SNO","l","regular","y"
"KCM194006302","decul101","KCM","1","2","value","21","7","0","0","0","0","1","","","","1","19400630","2","KAN05","SNO","w","regular","y"
"KCM194007010","decul101","KCM","1","2","value","30","","","0","","0","","","","","1","19400701","0","TUL01","SNO","w","regular",""
"KCM194007040","decul101","KCM","1","2","value","27","14","1","0","0","0","1","","","","1","19400704","0","KAN05","BIR","w","regular","y"
"KCM194007142","decul101","KCM","1","2","value","21","2","2","0","0","0","0","","","","1","19400714","2","KAN05","CV9","w","regular","y"
"CAG194007282","decul101","KCM","1","2","value","18","","","0","","0","1","","","","1","19400728","2","CHI09","CAG","l","regular",""
"KCM194008020","decul101","KCM","1","2","value","","12","0","0","0","0","1","","","","","19400802","0","BEL01","IN8","t","regular","y"
"BIR194008041","decul101","KCM","1","8","value","","0","0","0","0","0","","","","","","19400804","1","BIR01","BIR","l","regular","y"
"BIR194008042","decul101","KCM","1","2","value","21","5","0","0","0","0","0","","","","1","19400804","2","BIR01","BIR","w","regular","y"
"KCM194008181","decul101","KCM","1","2","value","27","7","3","0","0","0","0","","","","1","19400818","1","KAN05","IN8","w","regular","y"
"KCM194008182","decul101","KCM","1","8","value","21","7","2","0","0","0","","","","","1","19400818","2","KAN05","IN8","w","regular","y"
"KCM194009010","decul101","KCM","1","2","value","","7","0","0","0","0","0","","","","1","19400901","0","KAN05","BIR","w","regular","y"
"KCM194009022","decul101","KCM","1","2","value","21","","","0","","0","","","","","1","19400902","2","OKC01","BIR","w","regular",""
"SAS194010010","decul101","SAS","1","2","value","","5","0","0","0","0","1","","","","1","19401001","0","NOL01","NAS","l","allstar","y"
