"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"PTC193307232","harvb101","PTC","2","value","3","","10","4","","","0","2","","3","","0","0","0","0","0","","","","","","","","","","","19330723","2","CLE06","CAG","w","regular","y"
"PTC193509200","harvb101","PTC","2","value","4","","8","3","","","0","1","","2","","","0","0","0","0","","","","","","","","","","","19350920","0","PHI17","NY6","w","lcs","y"
"NY6193509210","harvb101","PTC","1","value","21","","26","5","","","0","4","","2","","","0","0","0","0","","","","","1","","","1","","","19350921","0","PHI17","NY6","w","lcs","y"
"SAS193509290","harvb101","SAS","1","value","7","","14","3","0","0","0","4","","2","0","2","0","0","0","0","0","","","","","1","","1","","","19350929","0","MEM03","NAS","l","allstar","y"
"PTC193804300","harvb101","PTC","1","value","27","","44","14","2","0","0","10","","3","","3","0","","","2","","","","","","1","","1","","1","19380430","0","PIT09","HOM","l","exhibition","y"
"PTC193805222","harvb101","PTC","2","value","3","","","1","","","","1","","","","","","","","","","","","","","","","","1","","19380522","2","PIT09","BLG","w","regular",""
"PTC193806052","harvb101","PTC","1","value","21","","","6","","","","2","2","","","","","","","","","","","","1","","","1","","1","19380605","2","CUM01","NY5","w","regular",""
"WBS193806191","harvb101","PTC","1","value","27","","31","4","0","0","0","1","","0","","4","1","","","","","0","","","1","","","1","","1","19380619","1","WAS09","WBS","w","regular","y"
"HOM193808290","harvb101","PTC","2","value","21","","","","","","0","3","","","","","","","","","","","","","","","","","1","","19380829","0","PHI17","HOM","l","regular",""
"BLG193904232","harvb101","BLG","1","value","21","","27","1","0","0","0","0","0","3","","2","0","0","0","0","","","","","1","","","1","","1","19390423","2","NSH02","CAG","w","exhibition","y"
"TLC193905130","harvb101","TLC","1","value","27","0","38","5","1","0","0","3","2","4","0","5","0","0","0","1","0","0","0","0","","1","","1","","1","19390513","0","TOL05","NY5","l","regular","y"
"TLC193905142","harvb101","TLC","2","value","1","0","2","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","1","","19390514","2","TOL05","NY5","t","regular","y"
"CAG193907091","harvb101","TLC","1","value","27","0","45","12","3","1","0","8","6","3","0","3","0","0","0","0","1","2","0","0","","","","1","","","19390709","1","CHI09","CAG","l","exhibition","y"
"CV9193907161","harvb101","TLC","2","value","6","","9","3","","0","0","0","0","1","","1","0","0","0","0","","","","","","","","","1","","19390716","1","KAN05","CV9","l","regular","y"
"TLC193907231","harvb101","TLC","1","value","27","","","","","","","2","","","","","","","","","","","","","1","","","1","","1","19390723","1","TOL05","SSA","w","regular",""
"TLC193907310","harvb101","TLC","1","value","27","","","5","","","0","1","","","","","","","","","","","","","1","","","1","","1","19390731","0","TOL05","KCM","w","regular",""
"KCM193908070","harvb101","TLC","1","value","24","0","36","8","1","0","0","5","3","5","0","3","0","0","0","0","0","1","1","0","","1","","1","","1","19390807","0","MUS01","KCM","l","regular","y"
"CV9193908202","harvb101","TLC","2","value","6","","10","4","0","0","0","2","","1","","","0","0","0","0","","","","","","","","","1","","19390820","2","CLE06","CV9","l","regular","y"
"PRG193910110","harvb101","PRG","1","value","21","0","30","4","0","0","0","2","1","4","0","0","0","1","0","2","0","0","0","0","","","","1","","","19391011","0","LOS04","PIR","w","exhibition","y"
"KCM194004160","harvb101","IN8","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19400416","0","FTW01","KCM","w","exhibition",""
"MEM194204050","harvb101","BLG","3","value","4","","5","1","0","0","0","0","","0","0","0","0","0","0","0","0","","","","","","","","1","","19420405","0","MEM02","MEM","l","exhibition","y"
"BLG194204122","harvb101","BLG","2","value","9","","","0","","","","0","0","","","","","","","","","","","","","","1","","1","","19420412","2","NOL01","NY6","w","exhibition",""
"BLG194205032","harvb101","BLG","1","value","21","","","10","","","","3","","","","","","","","","","","","","1","","","1","","1","19420503","2","NSH02","NY5","w","exhibition",""
"BLG194205100","harvb101","BLG","3","value","6","","7","1","0","0","0","0","","0","0","0","0","0","0","0","0","","","","1","","","","1","","19420510","0","BAL10","PH5","w","regular","y"
"HOM194205171","harvb101","BLG","1","value","12","","19","4","1","0","1","4","","2","0","2","0","0","0","1","0","","","","","","","1","","","19420517","1","WAS09","HOM","w","regular","y"
"PH5194205250","harvb101","BLG","2","value","12","","14","2","0","0","0","2","","1","0","1","0","0","0","","0","","","","","","","","1","","19420525","0","CHA02","PH5","l","exhibition","y"
"BLG194205302","harvb101","BLG","1","value","1","","7","5","0","0","1","6","","1","0","","0","0","0","","0","","","","","1","","1","","","19420530","2","BAL14","NW2","l","regular","y"
"PH5194206110","harvb101","BLG","1","value","18","","26","6","0","0","1","6","","3","0","","0","0","0","","0","","","","","1","","1","","","19420611","0","PHI17","PH5","l","regular","y"
"NY5194206300","harvb101","BLG","2","value","3","","5","2","0","0","0","1","","0","0","0","0","0","0","0","0","","","","","","","","1","","19420630","0","BEL02","NY5","l","exhibition","y"
"PH5194207010","harvb101","BLG","2","value","11","","20","7","0","0","1","4","","1","0","2","0","1","0","","0","","","","","","","","1","","19420701","0","HRB01","PH5","l","exhibition","y"
"NY6194207110","harvb101","BLG","1","value","4","","11","5","0","0","0","4","","1","0","0","0","1","0","0","0","","","","","","","1","","","19420711","0","HRB01","NY6","w","exhibition","y"
"NY6194207130","harvb101","BLG","2","value","10","","","","","","","1","0","","","1","","","","","","","","","","","","","1","","19420713","0","POR01","NY6","l","exhibition",""
"NY6194207170","harvb101","BLG","1","value","24","","","12","","","","9","","","","","","","","","","","","","","1","","1","","1","19420717","0","RIC04","NY6","l","exhibition",""
"BLG194207191","harvb101","BLG","2","value","6","","9","2","0","0","0","0","0","1","0","1","0","0","0","0","0","","","","1","","","","1","","19420719","1","BAL14","NY5","w","regular","y"
"BLG194207240","harvb101","BLG","3","value","9","","11","1","0","0","0","2","","0","0","2","0","0","0","","0","","","","","","","","1","","19420724","0","BAL14","NW2","l","regular","y"
"BLG194207270","harvb101","BLG","1","value","27","","","1","","","","0","0","2","","","","","","1","","","","","1","","","1","","1","19420727","0","BAL14","BIR","w","exhibition",""
"NW2194208200","harvb101","BLG","1","value","27","","","10","","","","5","","6","","4","","","","","","","","","1","","","1","","1","19420820","0","POR01","NW2","w","exhibition",""
"BLG194208302","harvb101","BLG","2","value","2","","2","0","0","0","0","0","","0","0","0","0","0","0","","0","","","","","","1","","1","","19420830","2","BAL14","NY5","w","regular","y"
"BLG194209061","harvb101","BLG","2","value","5","","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","1","","","","1","","19420906","1","BAL14","PH5","w","regular","y"
"PH5194209071","harvb101","BLG","1","value","27","","30","1","1","0","0","0","0","2","","4","0","0","0","0","","","","","1","","","1","","1","19420907","1","PHI17","PH5","w","regular","y"
"BLG194210010","harvb101","BLG","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19421001","0","BAL14","HOM","l","exhibition",""
"BLG194305091","harvb101","BLG","1","value","27","","37","10","1","0","0","4","2","5","","0","0","0","0","1","1","","","","","1","","1","","1","19430509","1","BAL14","CI2","l","exhibition","y"
"HOM194305162","harvb101","BLG","1","value","18","","30","9","4","0","0","7","","0","","2","0","0","0","0","","","","","","1","","1","","1","19430516","2","WAS09","HOM","l","regular","y"
"BLG194305302","harvb101","BLG","1","value","21","","25","1","0","0","0","0","0","2","","1","0","0","0","0","","","","","1","","","1","","1","19430530","2","BAL14","HOM","w","regular","y"
"BLG194306050","harvb101","BLG","1","value","13","","27","8","0","0","0","8","","3","0","0","1","0","0","1","0","","","","","1","","1","","","19430605","0","BAL14","NY6","l","regular","y"
"BLG194306062","harvb101","BLG","1","value","21","","33","11","3","0","0","5","","1","","4","0","0","0","0","","","","","","1","","1","","1","19430606","2","BAL14","NY6","l","regular","y"
"BLG194306120","harvb101","BLG","1","value","27","","43","12","1","2","0","6","","3","","5","0","0","0","1","","","","","1","","","1","","1","19430612","0","BAL14","NW2","w","regular","y"
"BLG194306180","harvb101","BLG","1","value","27","","36","5","0","0","0","1","0","2","","4","0","0","0","2","","","","","","1","","1","","1","19430618","0","BAL14","KCM","l","exhibition","y"
"BLG194306271","harvb101","BLG","1","value","13","","23","7","0","0","0","7","","4","0","1","0","0","0","0","0","","","","","1","","1","","","19430627","1","BAL14","PH5","l","regular","y"
"NW2194307120","harvb101","BLG","1","value","24","","39","10","4","2","0","7","","3","","4","0","2","0","0","","","","","","1","","1","","1","19430712","0","TRE01","NW2","l","regular","y"
"ASW194308010","harvb101","ASE","3","value","3","0","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","","","19430801","0","CHI10","ASW","l","allstar","y"
"CAG194308082","harvb101","BLG","2","value","5","","","","","","","","","","","","","","","","","","","","","","","","1","","19430808","2","CHI10","CAG","l","exhibition",""
"CAG194308130","harvb101","BLG","1","value","24","","","1","","1","","8","","","","","","","","","","","","","","1","","1","","1","19430813","0","DAY03","CAG","l","exhibition",""
"CAG194308180","harvb101","BLG","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19430818","0","IND10","CAG","l","exhibition",""
"HOM194308212","harvb101","BLG","1","value","22","","31","9","0","1","2","4","","2","","0","0","0","0","2","","","","","","1","","1","","1","19430821","2","PIT06","HOM","l","regular","y"
"HOM194308222","harvb101","BLG","1","value","6","","17","7","0","0","1","9","","1","0","2","0","0","0","0","0","","","","","1","","1","","","19430822","2","WAS09","HOM","l","regular","y"
"BLG194309060","harvb101","BLG","1","value","27","","36","8","0","1","0","3","1","1","","0","0","1","0","1","","","","","","1","","1","","1","19430906","0","BAL14","KCM","l","exhibition","y"
"BLG194309100","harvb101","BLG","2","value","3","","5","1","0","0","0","0","0","0","0","0","0","0","0","","0","","","","","","","","1","","19430910","0","BAL14","HOM","l","exhibition","y"
"NY6194309121","harvb101","BLG","1","value","24","","41","11","4","0","1","7","","4","","2","2","0","0","0","","","","","","1","","1","","1","19430912","1","NYC16","NY6","l","exhibition","y"
"NY5194404120","harvb101","BLG","2","value","9","","","","","","","4","","","","","","","","","","","","","","","","","1","","19440412","0","LRK02","NY5","w","exhibition",""
"NY5194404120","harvb101","BLG","2","upper","12","","","","","","","4","","","","","","","","","","","","","","","","","","","19440412","0","LRK02","NY5","w","exhibition",""
"CVB194404301","harvb101","BLG","1","value","27","","","13","","","","6","","","","","","","","","","","","","1","","","1","","1","19440430","1","IND10","CVB","w","exhibition",""
"BLG194405030","harvb101","BLG","1","value","27","","","","","","","2","","","","","","","","","","","","","1","","","1","","1","19440503","0","NSH02","CAG","w","exhibition",""
"BLG194405071","harvb101","BLG","1","value","27","","41","10","1","0","0","5","","0","","3","0","0","0","1","","","","","1","","","1","","1","19440507","1","BAL14","PH5","w","regular","y"
"BLG194405141","harvb101","BLG","2","value","5","","8","3","0","0","0","2","","1","0","0","1","0","0","1","0","","","","","","","","","","19440514","1","BAL14","HOM","w","regular","y"
"BLG194405142","harvb101","BLG","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19440514","2","BAL14","HOM","l","regular",""
"BLG194405240","harvb101","BLG","1","value","6","","20","10","0","0","0","7","","2","0","0","0","0","0","","0","","","","","1","","1","","","19440524","0","BAL14","HOM","l","regular","y"
"HOM194405282","harvb101","BLG","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19440528","2","WAS09","HOM","l","regular",""
"HOM194405302","harvb101","BLG","1","value","21","","","6","","","","2","2","","","","","","","","","","","","1","","","1","","1","19440530","2","PIT06","HOM","w","regular",""
"BLG194406042","harvb101","BLG","2","value","18","","","","","","","4","","","","","","","","","","","","","","","","","1","","19440604","2","BAL14","NW2","l","regular",""
"PH5194406080","harvb101","BLG","2","value","24","","","","","","","","","","","","","","","","","","","","","","","","1","","19440608","0","PHI17","PH5","l","regular",""
"PH5194406080","harvb101","BLG","2","upper","23","","","","","","","","","","","","","","","","","","","","","1","","","","","19440608","0","PHI17","PH5","l","regular",""
"NY6194406112","harvb101","BLG","2","value","9","","","","","","","1","","","","","","","","","","","","","","","","","1","","19440611","2","DET04","NY6","l","regular",""
"BLG194406160","harvb101","BLG","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19440616","0","BAL14","PH5","l","regular",""
"HOM194406270","harvb101","BLG","1","value","24","","40","11","1","0","2","8","","4","","3","1","0","0","0","","","","","","1","","1","","1","19440627","0","HRB01","HOM","l","regular","y"
"BLG194407140","harvb101","BLG","2","value","3","","5","0","0","0","0","0","","2","0","1","0","0","0","0","0","","","","","","","","1","","19440714","0","BAL14","HOM","l","regular","y"
"BLG194407181","harvb101","BLG","1","value","2","0","8","4","3","0","1","5","5","2","0","0","0","0","0","0","0","0","0","0","","1","","1","","","19440718","1","PHI11","HOM","l","regular","y"
