"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"HOM194405250","hartg104","PH5","1","5","value","6","","","0","0","0","","","","","","19440525","0","WAS09","HOM","l","regular","y"
"NY6194405282","hartg104","PH5","1","5","value","","0","0","0","0","0","","","","","","19440528","2","NYC16","NY6","l","regular","y"
"PH5194405301","hartg104","PH5","1","5","value","3","","","1","","0","0","","","","1","19440530","1","PHI17","NY6","l","regular",""
"NY6194405310","hartg104","PH5","1","4","value","24","0","3","1","0","0","","","","","1","19440531","0","HRB01","NY6","l","regular","y"
"PH5194406150","hartg104","PH5","1","7","value","","1","0","0","0","0","","","","","","19440615","0","PHI17","NY5","w","regular","y"
"PH5194407182","hartg104","PH5","1","9","value","3","0","0","0","0","0","","","","","0","19440718","2","PHI11","HOM","t","regular","y"
"PH5194407290","hartg104","PH5","1","9","value","","0","0","0","0","0","","","","","","19440729","0","PHI17","BLG","w","regular","y"
"PH5194407301","hartg104","PH5","1","7","value","2","0","0","0","0","0","","","","","","19440730","1","NYC16","BLG","w","regular","y"
"PH5194408072","hartg104","PH5","1","7","value","3","0","0","0","0","0","","","","","0","19440807","2","PHI11","HOM","w","regular","y"
"PH5194408120","hartg104","PH5","1","7","value","27","1","0","0","0","0","","","","","1","19440812","0","PHI17","NW2","l","exhibition","y"
"NW2194408131","hartg104","PH5","1","7","value","24","","","0","0","0","","","","","1","19440813","1","NWK04","NW2","l","exhibition","y"
"PH5194408260","hartg104","PH5","1","7","value","12","","","0","0","0","","","","","1","19440826","0","PHI17","BLG","l","exhibition","y"
"PH5194409160","hartg104","PH5","1","7","value","27","1","0","0","0","0","","","","","1","19440916","0","PHI17","NW2","w","exhibition","y"
"PH5194409292","hartg104","PH5","1","9","value","","0","0","0","0","0","","","","","","19440929","2","PHI11","HOM","l","exhibition","y"
