"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"HOM193908020","davic106","HOM","1","8","value","24","5","0","0","0","0","","","","","1","19390802","0","PIT06","NW2","w","regular","y"
"HOM193908030","davic106","HOM","1","8","value","27","2","0","0","0","0","","","","","1","19390803","0","ALT02","NW2","w","regular","y"
"HOM193908061","davic106","HOM","1","8","value","27","3","0","0","0","0","","","","","1","19390806","1","IND10","NW2","w","exhibition","y"
"NW2193908100","davic106","HOM","1","8","value","24","","","0","0","0","","","","","1","19390810","0","NWK04","NW2","l","regular","y"
"NY5193908132","davic106","HOM","1","8","value","21","1","0","0","0","0","","","","","1","19390813","2","NYC16","NY5","w","regular","y"
"HOM193908240","davic106","HOM","1","8","value","27","4","0","0","0","0","","","","","1","19390824","0","WAR03","BLG","w","regular","y"
"HOM193908272","davic106","HOM","1","8","value","21","0","0","0","0","0","","","","","1","19390827","2","WAS09","NY5","t","exhibition","y"
"NW2193909032","davic106","HOM","1","9","value","27","0","0","0","0","0","","","","","1","19390903","2","NWK04","NW2","w","regular","y"
"PH5193909130","davic106","HOM","1","8","value","24","2","0","0","0","0","","","","","1","19390913","0","PHI17","PH5","l","divisionseries","y"
"PH5193909140","davic106","HOM","1","8","value","27","1","0","0","0","0","","","","","1","19390914","0","PHI17","PH5","w","divisionseries","y"
"HOM193909160","davic106","HOM","1","8","value","24","2","0","0","0","0","","","","","1","19390916","0","PHI17","BLG","w","lcs","y"
"BLG193909171","davic106","HOM","1","8","value","24","0","0","0","0","0","","","","","1","19390917","1","BAL10","BLG","l","lcs","y"
"BLG193909172","davic106","HOM","1","8","value","15","0","0","0","0","0","","","","","1","19390917","2","BAL10","BLG","t","lcs","y"
