"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"CVB194604140","newka101","NY5","2","value","12","","","","","","","1","","","","","","","","","","","","","","1","","","1","","19460414","0","ATL05","CVB","l","exhibition",""
"HOM194604180","newka101","NY5","3","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19460418","0","GRE03","HOM","l","exhibition",""
"NY5194604282","newka101","NY5","1","value","21","","","15","","","","10","","","","","","","","","","","","","","1","","1","","1","19460428","2","NYC16","HOM","l","exhibition",""
"NY5194605070","newka101","NY5","1","value","24","2","","11","","","1","5","","1","","","","","","","","","","","","1","","1","","","19460507","0","NOR02","NY6","l","regular",""
"NW2194605120","newka101","NY5","1","value","24","","35","10","5","0","1","8","","3","","2","0","0","0","1","","","","","","1","","1","","1","19460512","0","NWK04","NW2","l","regular","y"
"NY6194605301","newka101","NY5","1","value","24","","","5","","","","4","","","","","","","","","","","","","","1","","1","","1","19460530","1","NYC14","NY6","l","regular",""
"PH5194605311","newka101","NY5","2","value","6","","9","2","0","0","0","1","","","0","","0","0","0","","0","","","","","","","","","","19460531","1","PHI11","PH5","l","regular","y"
"PH5194606080","newka101","NY5","1","value","26","","40","9","1","0","0","4","","1","","","0","0","0","0","","","","","","1","","1","","1","19460608","0","PHI17","PH5","l","regular","y"
"NW2194606162","newka101","NY5","1","value","24","","","10","","","","2","","2","","","","","","1","","","","","","1","","1","","1","19460616","2","NWK04","NW2","l","regular",""
"NW2194606212","newka101","NY5","1","value","24","","","1","","","1","11","","","","","","","","","","","","","","1","","1","","1","19460621","2","NWK04","NW2","l","regular",""
"HOM194606290","newka101","NY5","2","value","6","","8","1","0","0","0","0","","2","0","1","0","0","0","0","0","","","","1","","","","1","","19460629","0","WIL04","HOM","w","regular","y"
"NW2194607020","newka101","NY5","1","value","24","","39","10","2","0","1","7","","1","","","0","0","0","0","","","","","","1","","1","","1","19460702","0","NWK04","NW2","l","regular","y"
"NY5194607040","newka101","NY5","2","value","6","","7","1","0","0","0","0","0","0","0","","0","0","0","","0","","","","","","","","1","","19460704","0","NYC16","NW2","l","regular","y"
"NY5194607071","newka101","NY5","1","value","27","","38","10","1","0","0","1","","3","","2","0","0","0","0","","","","","1","","","1","","1","19460707","1","NYC16","PH5","w","regular","y"
"PH5194607180","newka101","NY5","1","value","27","","38","13","0","0","0","5","","","","","0","0","0","0","","","","","1","","","1","","1","19460718","0","PHI17","PH5","w","regular","y"
"NY5194607280","newka101","NY5","1","value","15","","21","7","0","0","0","4","","1","0","2","0","0","0","1","0","","","","","1","","1","","","19460728","0","NYC16","NY6","l","regular","y"
"NY5194608010","newka101","NY5","2","value","15","","","","","","2","4","","","","","","","","","","","","","","","","","1","","19460801","0","NYC16","KCM","l","exhibition",""
"NY5194608010","newka101","NY5","2","upper","18","","","","","","2","7","","","","","","","","","","","","","","","","","","","19460801","0","NYC16","KCM","l","exhibition",""
"NY5194608111","newka101","NY5","2","value","26","","31","4","0","0","0","0","0","1","0","","0","0","0","0","0","","","","1","","","","1","","19460811","1","NYC14","PH5","w","regular","y"
"BLG194608251","newka101","NY5","1","value","24","","34","7","1","1","0","4","","2","","2","0","0","0","1","","","","","","1","","1","","1","19460825","1","BAL14","BLG","l","regular","y"
"NY5194609171","newka101","NY5","1","value","23","","35","10","0","0","1","5","","2","0","4","0","0","0","2","0","","","","","","","1","","","19460917","1","PHI11","IN9","w","exhibition","y"
"NY5194705112","newka101","NY5","2","value","12","","","","","","","","","","","","","","","","","","","","","","","","1","","19470511","2","NYC16","NY6","l","regular",""
"NY5194705112","newka101","NY5","2","upper","15","","","","","","","","","","","","","","","","","","","","","","","","","","19470511","2","NYC16","NY6","l","regular",""
"PH5194705200","newka101","NY5","1","value","3","","12","7","0","0","0","4","","2","0","1","0","0","0","","0","","","","","1","","1","","","19470520","0","WIL04","PH5","l","regular","y"
"HOM194705241","newka101","NY5","4","value","1","","1","0","0","0","0","0","","0","0","0","0","0","0","0","","","","","","","","","1","","19470524","1","PIT06","HOM","l","regular","y"
"HOM194705252","newka101","NY5","2","value","17","","29","8","","","1","8","","3","0","","0","1","0","","","","","","","1","","","1","","19470525","2","WAS09","HOM","l","regular","y"
"BLG194705301","newka101","NY5","1","value","21","","29","9","0","","0","4","4","1","0","3","0","0","0","0","","","","","","1","","1","","","19470530","1","BAL14","BLG","l","regular","y"
"BLG194706151","newka101","NY5","2","value","12","","14","3","0","0","2","2","2","0","0","0","0","0","0","","0","","","","","","","","1","","19470615","1","BAL14","BLG","l","regular","y"
"PH5194706210","newka101","NY5","1","value","12","","26","11","","","","11","","","","","","","","","","","","","","1","","1","","","19470621","0","PHI17","PH5","l","regular","y"
"NY5194706230","newka101","NY5","1","value","33","","46","11","1","2","2","6","","4","","2","0","0","0","1","","","","","","1","","1","","1","19470623","0","NYC23","HOM","l","regular","y"
