"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"HOM192810140","johnu101","HOM","","","value","","","","","","","","","","","","","","","","","","","","","19281014","0","COL04","ALS","L","exhibition",""
"HOM192810140","johnu101","HOM","","","lower","","","","","","","","","","","","","","","","","","","","","19281014","0","COL04","ALS","L","exhibition",""
"HOM192810140","johnu101","HOM","","","upper","","","","","","","","","","","","","","","","","","","","","19281014","0","COL04","ALS","L","exhibition",""
"HWS194308220","johnu101","HSL","8","1","value","4","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","19430822","0","PIT06","HWS","L","exhibition","y"
"HWS194308220","johnu101","HSL","8","1","lower","","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","19430822","0","PIT06","HWS","L","exhibition","y"
"HWS194308220","johnu101","HSL","8","1","upper","","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","19430822","0","PIT06","HWS","L","exhibition","y"
"BIR194609291","johnu101","MEM","","","value","","","","","","","","","","","","","","","","","","","","","19460929","1","BIR01","BIR","L","exhibition",""
"BIR194609291","johnu101","MEM","","","lower","","","","","","","","","","","","","","","","","","","","","19460929","1","BIR01","BIR","L","exhibition",""
"BIR194609291","johnu101","MEM","","","upper","","","","","","","","","","","","","","","","","","","","","19460929","1","BIR01","BIR","L","exhibition",""
"BIR194609292","johnu101","MEM","","","value","","","","","","","","","","","","","","","","","","","","","19460929","2","BIR01","BIR","T","exhibition",""
"BIR194609292","johnu101","MEM","","","lower","","","","","","","","","","","","","","","","","","","","","19460929","2","BIR01","BIR","T","exhibition",""
"BIR194609292","johnu101","MEM","","","upper","","","","","","","","","","","","","","","","","","","","","19460929","2","BIR01","BIR","T","exhibition",""
"CAG194707280","johnu101","CAG","1","2","value","1","0","0","0","0","0","0","0","","1","0","0","","0","","","0","","","","19470728","0","STC01","KCM","L","regular","y"
"CAG194707280","johnu101","CAG","1","2","lower","1","0","0","0","0","0","0","0","","1","","","","0","","","0","","","","19470728","0","STC01","KCM","L","regular","y"
"CAG194707280","johnu101","CAG","1","2","upper","1","0","0","0","0","0","0","0","","1","","","","0","","","0","","","","19470728","0","STC01","KCM","L","regular","y"
