"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"MEM194903270","harri101","MEM","","1","value","","","","","","","","","","","1","19490327","0","MEM02","NY6","w","exhibition",""
"MEM194904070","harri101","MEM","1","1","value","27","","","","","","","","","","1","19490407","0","GRE01","CAG","w","exhibition",""
"MEM194905060","harri101","MEM","1","1","value","","","","","","","","","","","1","19490506","0","GRE02","CAG","w","regular",""
"MEM194905170","harri101","MEM","","1","value","27","","","","","","","","","","1","19490517","0","JAC02","CAG","w","regular",""
"HOE194905222","harri101","MEM","","1","value","","","","","","","","","","","","19490522","2","HOU04","HOE","l","regular",""
"MEM194905260","harri101","MEM","1","1","value","","","","","","","","","","","1","19490526","0","CAI01","HOE","l","regular",""
"MEM194906150","harri101","MEM","2","1","value","","","","","","","","","","","","19490615","0","BEL01","HOE","l","regular",""
"MEM194906160","harri101","MEM","1","1","value","27","","","","","","","","","","1","19490616","0","MEM02","HOE","w","regular",""
"KCM194906210","harri101","MEM","1","1","value","24","0","1","0","0","0","","","","","1","19490621","0","KAN05","KCM","w","regular","y"
"MEM194906300","harri101","MEM","1","1","value","27","","","","","","","","","","","19490630","0","MEM02","IN9","l","regular",""
"MEM194907120","harri101","MEM","1","1","value","","","","","","","","","","","1","19490712","0","JON01","BLG","w","regular",""
"MEM194907250","harri101","MEM","1","1","value","27","","","","","","","","","","1","19490725","0","COL07","BIR","w","regular",""
"KCM194907312","harri101","MEM","1","1","value","3","0","0","0","0","0","","","","","1","19490731","2","KAN05","KCM","l","regular","y"
"KCM194908010","harri101","MEM","1","1","value","2","0","1","0","0","0","","","","","1","19490801","0","HAS01","KCM","l","exhibition","y"
"MEM194908170","harri101","MEM","1","1","value","27","27","","","","","","","","","1","19490817","0","GRE01","KCM","w","regular",""
"ASW195308160","harri101","ASW","1","1","value","9","0","2","0","0","0","","","","","0","19530816","0","CHI10","ASE","w","allstar","y"
"ASW195408220","harri101","ASW","1","1","value","9","0","2","0","0","0","","","","","1","19540822","0","CHI10","ASE","w","allstar","y"
"ASW195507310","harri101","ASW","1","1","value","6","0","0","0","0","0","","","","","0","19550731","0","CHI10","ASE","w","allstar","y"
