"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"ATN193804240","howar101","ATN","9","4","value","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","19380424","0","ATL04","HOM","L","exhibition","y"
"ATN193804240","howar101","ATN","9","4","lower","0","0","0","0","0","0","0","0","","0","1","","0","0","","","0","","","","19380424","0","ATL04","HOM","L","exhibition","y"
"ATN193804240","howar101","ATN","9","4","upper","0","0","0","0","0","0","0","0","","0","1","","0","0","","","0","","","","19380424","0","ATL04","HOM","L","exhibition","y"
"CV9193905212","howar101","CV9","9","2","value","1","1","1","0","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","19390521","2","CLE07","ATN","W","regular","y"
"CV9193905212","howar101","CV9","9","2","lower","1","1","1","0","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","19390521","2","CLE07","ATN","W","regular","y"
"CV9193905212","howar101","CV9","9","2","upper","1","1","1","0","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","19390521","2","CLE07","ATN","W","regular","y"
"BIR194003310","howar101","BIR","","","value","","","","","","","","","","","","","","","","","","","","","19400331","0","JAC01","MEM","L","exhibition",""
"BIR194003310","howar101","BIR","","","lower","","","","","","","","","","","","","","","","","","","","","19400331","0","JAC01","MEM","L","exhibition",""
"BIR194003310","howar101","BIR","","","upper","","","","","","","","","","","","","","","","","","","","","19400331","0","JAC01","MEM","L","exhibition",""
"CAG194004142","howar101","BIR","9","2","value","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400414","2","NOL01","CAG","L","exhibition","y"
"CAG194004142","howar101","BIR","9","2","lower","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400414","2","NOL01","CAG","L","exhibition","y"
"CAG194004142","howar101","BIR","9","2","upper","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400414","2","NOL01","CAG","L","exhibition","y"
"BIR194004211","howar101","BIR","9","1","value","2","1","2","0","0","0","","0","","0","1","","","0","","","0","","","","19400421","1","BIR01","BLG","L","exhibition","y"
"BIR194004211","howar101","BIR","9","1","lower","2","1","2","0","0","0","","0","","0","","","","0","","","0","","","","19400421","1","BIR01","BLG","L","exhibition","y"
"BIR194004211","howar101","BIR","9","1","upper","2","1","2","0","0","0","","0","","0","","","","0","","","0","","","","19400421","1","BIR01","BLG","L","exhibition","y"
"BLG194004281","howar101","BIR","9","1","value","2","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19400428","1","NSH02","BLG","L","exhibition","y"
"BLG194004281","howar101","BIR","9","1","lower","2","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19400428","1","NSH02","BLG","L","exhibition","y"
"BLG194004281","howar101","BIR","9","1","upper","2","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19400428","1","NSH02","BLG","L","exhibition","y"
"BIR194005121","howar101","BIR","9","1","value","2","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400512","1","BIR01","KCM","L","regular","y"
"BIR194005121","howar101","BIR","9","1","lower","2","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400512","1","BIR01","KCM","L","regular","y"
"BIR194005121","howar101","BIR","9","1","upper","2","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400512","1","BIR01","KCM","L","regular","y"
"BIR194005192","howar101","BIR","9","1","value","2","0","0","0","0","0","","0","","0","1","","","0","","","0","","","","19400519","2","BIR01","SNO","W","regular","y"
"BIR194005192","howar101","BIR","9","1","lower","2","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19400519","2","BIR01","SNO","W","regular","y"
"BIR194005192","howar101","BIR","9","1","upper","2","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19400519","2","BIR01","SNO","W","regular","y"
"CAG194005302","howar101","BIR","","","value","","","","","","","","","","","","","","","","","","","","","19400530","2","CHI09","CAG","L","regular",""
"CAG194005302","howar101","BIR","","","lower","","","","","","","","","","","","","","","","","","","","","19400530","2","CHI09","CAG","L","regular",""
"CAG194005302","howar101","BIR","","","upper","","","","","","","","","","","","","","","","","","","","","19400530","2","CHI09","CAG","L","regular",""
"BIR194006021","howar101","BIR","9","2","value","2","0","0","0","0","0","0","1","","0","0","0","","0","","","0","","","","19400602","1","BIR01","MEM","L","regular","y"
"BIR194006021","howar101","BIR","9","2","lower","2","0","0","0","0","0","0","1","","0","","","","0","","","0","","","","19400602","1","BIR01","MEM","L","regular","y"
"BIR194006021","howar101","BIR","9","2","upper","3","0","0","0","0","0","0","1","","0","","","","0","","","0","","","","19400602","1","BIR01","MEM","L","regular","y"
"MEM194006091","howar101","BIR","9","3","value","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400609","1","MEM02","MEM","W","regular","y"
"MEM194006091","howar101","BIR","9","3","lower","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400609","1","MEM02","MEM","W","regular","y"
"MEM194006091","howar101","BIR","9","3","upper","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400609","1","MEM02","MEM","W","regular","y"
"MEM194006100","howar101","BIR","9","2","value","0","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19400610","0","MEM02","MEM","W","regular","y"
"MEM194006100","howar101","BIR","9","2","lower","0","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19400610","0","MEM02","MEM","W","regular","y"
"MEM194006100","howar101","BIR","9","2","upper","0","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19400610","0","MEM02","MEM","W","regular","y"
"BIR194006231","howar101","BIR","9","5","value","1","0","0","","","","","","","","0","0","","","","","","","","","19400623","1","BIR01","CV9","L","regular","y"
"BIR194006231","howar101","BIR","9","5","lower","1","0","0","","","","","","","","0","0","","","","","","","","","19400623","1","BIR01","CV9","L","regular","y"
"BIR194006231","howar101","BIR","9","5","upper","1","0","0","","","","","","","","0","0","","","","","","","","","19400623","1","BIR01","CV9","L","regular","y"
"BIR194006232","howar101","BIR","9","3","value","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19400623","2","BIR01","CV9","W","regular","y"
"BIR194006232","howar101","BIR","9","3","lower","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19400623","2","BIR01","CV9","W","regular","y"
"BIR194006232","howar101","BIR","9","3","upper","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19400623","2","BIR01","CV9","W","regular","y"
"BIR194006250","howar101","BIR","","","value","","","","","","","","","","","","","","","","","","","","","19400625","0","ANN01","CV9","W","regular",""
"BIR194006250","howar101","BIR","","","lower","","","","","","","","","","","","","","","","","","","","","19400625","0","ANN01","CV9","W","regular",""
"BIR194006250","howar101","BIR","","","upper","","","","","","","","","","","","","","","","","","","","","19400625","0","ANN01","CV9","W","regular",""
"CV9194006280","howar101","BIR","9","1","value","3","0","1","0","1","0","1","0","","0","0","0","","0","","","0","","","","19400628","0","ATL04","CV9","W","regular","y"
"CV9194006280","howar101","BIR","9","1","lower","3","0","1","0","1","0","1","0","","0","0","0","","0","","","0","","","","19400628","0","ATL04","CV9","W","regular","y"
"CV9194006280","howar101","BIR","9","1","upper","3","0","1","0","1","0","1","0","","0","0","0","","0","","","0","","","","19400628","0","ATL04","CV9","W","regular","y"
"CV9194006301","howar101","BIR","9","3","value","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19400630","1","ATL04","CV9","W","regular","y"
"CV9194006301","howar101","BIR","9","3","lower","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19400630","1","ATL04","CV9","W","regular","y"
"CV9194006301","howar101","BIR","9","3","upper","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19400630","1","ATL04","CV9","W","regular","y"
"KCM194007040","howar101","BIR","9","3","value","2","1","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400704","0","KAN05","KCM","L","regular","y"
"KCM194007040","howar101","BIR","9","3","lower","2","1","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400704","0","KAN05","KCM","L","regular","y"
"KCM194007040","howar101","BIR","9","3","upper","2","1","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400704","0","KAN05","KCM","L","regular","y"
"CAG194007211","howar101","BIR","9","2","value","1","0","1","0","0","0","","0","","0","0","0","","0","","","0","","","","19400721","1","CHI09","CAG","L","regular","y"
"CAG194007211","howar101","BIR","9","2","lower","1","0","1","0","0","0","","0","","0","","","","0","","","0","","","","19400721","1","CHI09","CAG","L","regular","y"
"CAG194007211","howar101","BIR","9","2","upper","1","0","1","0","0","0","","0","","0","","","","0","","","0","","","","19400721","1","CHI09","CAG","L","regular","y"
"BIR194007282","howar101","BIR","","","value","","","","","","","","","","","","","","","","","","","","","19400728","2","BIR01","MEM","L","regular",""
"BIR194007282","howar101","BIR","","","lower","","","","","","","","","","","","","","","","","","","","","19400728","2","BIR01","MEM","L","regular",""
"BIR194007282","howar101","BIR","","","upper","","","","","","","","","","","","","","","","","","","","","19400728","2","BIR01","MEM","L","regular",""
"BIR194008041","howar101","BIR","9","3","value","0","0","0","","","","","","","","0","0","","","","","","","","","19400804","1","BIR01","KCM","W","regular","y"
"BIR194008041","howar101","BIR","9","3","lower","0","0","0","","","","","","","","","","","","","","","","","","19400804","1","BIR01","KCM","W","regular","y"
"BIR194008041","howar101","BIR","9","3","upper","0","0","0","","","","","","","","","","","","","","","","","","19400804","1","BIR01","KCM","W","regular","y"
"KCM194008050","howar101","BIR","","","value","","","","","","","","","","","","","","","","","","","","","19400805","0","LRK02","KCM","L","regular",""
"KCM194008050","howar101","BIR","","","lower","","","","","","","","","","","","","","","","","","","","","19400805","0","LRK02","KCM","L","regular",""
"KCM194008050","howar101","BIR","","","upper","","","","","","","","","","","","","","","","","","","","","19400805","0","LRK02","KCM","L","regular",""
"KCM194009010","howar101","BIR","9","3","value","0","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19400901","0","KAN05","KCM","L","regular","y"
"KCM194009010","howar101","BIR","9","3","lower","0","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19400901","0","KAN05","KCM","L","regular","y"
"KCM194009010","howar101","BIR","9","3","upper","0","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19400901","0","KAN05","KCM","L","regular","y"
"KCM194009021","howar101","BIR","","","value","","","","","","","","","","","","","","","","","","","","","19400902","1","OKC01","KCM","L","regular",""
"KCM194009021","howar101","BIR","","","lower","","","","","","","","","","","","","","","","","","","","","19400902","1","OKC01","KCM","L","regular",""
"KCM194009021","howar101","BIR","","","upper","","","","","","","","","","","","","","","","","","","","","19400902","1","OKC01","KCM","L","regular",""
"AST194010041","howar101","AST","8","2","value","1","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19401004","1","NOL01","NAS","L","allstar","y"
"AST194010041","howar101","AST","8","2","lower","1","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19401004","1","NOL01","NAS","L","allstar","y"
"AST194010041","howar101","AST","8","2","upper","1","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19401004","1","NOL01","NAS","L","allstar","y"
"BIR194603310","howar101","CAG","","","value","","","","","","","","","","","","","","","","","","","","","19460331","0","BIR01","BIR","L","exhibition",""
"BIR194603310","howar101","CAG","","","lower","","","","","","","","","","","","","","","","","","","","","19460331","0","BIR01","BIR","L","exhibition",""
"BIR194603310","howar101","CAG","","","upper","","","","","","","","","","","","","","","","","","","","","19460331","0","BIR01","BIR","L","exhibition",""
"MEM194604150","howar101","CAG","","","value","","","","","","","","","","","","","","","","","","","","","19460415","0","NOL01","MEM","W","exhibition",""
"MEM194604150","howar101","CAG","","","lower","","","","","","","","","","","","","","","","","","","","","19460415","0","NOL01","MEM","W","exhibition",""
"MEM194604150","howar101","CAG","","","upper","","","","","","","","","","","","","","","","","","","","","19460415","0","NOL01","MEM","W","exhibition",""
"KCM194604211","howar101","CAG","","","value","","","","","","","","","","","","","","","","","","","","","19460421","1","HOU04","KCM","L","exhibition",""
"KCM194604211","howar101","CAG","","","lower","","","","","","","","","","","","","","","","","","","","","19460421","1","HOU04","KCM","L","exhibition",""
"KCM194604211","howar101","CAG","","","upper","","","","","","","","","","","","","","","","","","","","","19460421","1","HOU04","KCM","L","exhibition",""
"MEM194604260","howar101","CAG","","","value","","","","","","","","","","","","","","","","","","","","","19460426","0","FTW01","MEM","L","exhibition",""
"MEM194604260","howar101","CAG","","","lower","","","","","","","","","","","","","","","","","","","","","19460426","0","FTW01","MEM","L","exhibition",""
"MEM194604260","howar101","CAG","","","upper","","","","","","","","","","","","","","","","","","","","","19460426","0","FTW01","MEM","L","exhibition",""
"KCM194605070","howar101","CAG","9","2","value","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19460507","0","TUL01","KCM","L","regular","y"
"KCM194605070","howar101","CAG","9","2","lower","0","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19460507","0","TUL01","KCM","L","regular","y"
"KCM194605070","howar101","CAG","9","2","upper","0","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19460507","0","TUL01","KCM","L","regular","y"
"KCM194605080","howar101","CAG","","","value","","","","","","","","","","","","","","","","","","","","","19460508","0","FTW01","KCM","L","regular",""
"KCM194605080","howar101","CAG","","","lower","","","","","","","","","","","","","","","","","","","","","19460508","0","FTW01","KCM","L","regular",""
"KCM194605080","howar101","CAG","","","upper","","","","","","","","","","","","","","","","","","","","","19460508","0","FTW01","KCM","L","regular",""
"CAG194605150","howar101","CAG","9","1","value","0","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19460515","0","SBD01","IN9","L","regular","y"
"CAG194605150","howar101","CAG","9","1","lower","0","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19460515","0","SBD01","IN9","L","regular","y"
"CAG194605150","howar101","CAG","9","1","upper","0","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19460515","0","SBD01","IN9","L","regular","y"
"KCM194605200","howar101","CAG","9","1","value","2","0","0","0","0","0","","1","","0","0","0","","0","","","0","","","","19460520","0","KAN05","KCM","L","regular","y"
"KCM194605200","howar101","CAG","9","1","lower","2","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19460520","0","KAN05","KCM","L","regular","y"
"KCM194605200","howar101","CAG","9","1","upper","2","0","0","0","0","0","","1","","0","","","","0","","","0","","","","19460520","0","KAN05","KCM","L","regular","y"
"CAG194606030","howar101","CAG","9","1","value","1","1","0","0","0","0","0","0","","1","0","0","","0","","","0","","","","19460603","0","DAV01","BIR","L","regular","y"
"CAG194606030","howar101","CAG","9","1","lower","1","1","0","0","0","0","0","0","","1","0","0","","0","","","0","","","","19460603","0","DAV01","BIR","L","regular","y"
"CAG194606030","howar101","CAG","9","1","upper","1","1","0","0","0","0","0","0","","1","0","0","","0","","","0","","","","19460603","0","DAV01","BIR","L","regular","y"
"CAG194606060","howar101","CAG","","","value","","","","","","","","","","","","","","","","","","","","","19460606","0","CHI10","BIR","L","regular",""
"CAG194606060","howar101","CAG","","","lower","","","","","","","","","","","","","","","","","","","","","19460606","0","CHI10","BIR","L","regular",""
"CAG194606060","howar101","CAG","","","upper","","","","","","","","","","","","","","","","","","","","","19460606","0","CHI10","BIR","L","regular",""
"CAG194606110","howar101","CAG","9","1","value","3","1","1","0","1","0","","0","","0","1","","","0","","","0","","","","19460611","0","SPR03","IN9","W","regular","y"
"CAG194606110","howar101","CAG","9","1","lower","3","1","1","0","1","0","","0","","0","","","","0","","","0","","","","19460611","0","SPR03","IN9","W","regular","y"
"CAG194606110","howar101","CAG","9","1","upper","3","1","1","0","1","0","","0","","0","","","","0","","","0","","","","19460611","0","SPR03","IN9","W","regular","y"
"IN9194606302","howar101","CAG","","","value","","","","","","","","","","","","","","","","","","","","","19460630","2","IND10","IN9","W","regular",""
"IN9194606302","howar101","CAG","","","lower","","","","","","","","","","","","","","","","","","","","","19460630","2","IND10","IN9","W","regular",""
