"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"MEM194104202","bernp101","NY6","","","value","","","","","","","","","","","","","","","","","","","","","","","19410420","2","MEM02","MEM","t","exhibition",""
"NY5194104270","bernp101","NY6","9","3","value","1","0","0","0","0","0","0","","0","","0","1","","","0","","","0","","","","","19410427","0","PTR01","NY5","l","exhibition","y"
"HOM194105242","bernp101","NY6","9","2","value","0","0","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19410524","2","PIT06","HOM","l","regular","y"
"BLG194106012","bernp101","NY6","9","2","value","1","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19410601","2","BAL10","BLG","l","regular","y"
"NY5194106082","bernp101","NY6","7","4","value","0","0","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19410608","2","NYC16","NY5","l","regular","y"
"HOM194106090","bernp101","NY6","9","3","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19410609","0","ALT02","HOM","l","regular","y"
"HOM194106160","bernp101","NY6","","","value","","","","","","","","","","","","","","","","","","","","","","","19410616","0","CHE01","HOM","t","regular",""
"NY6194106250","bernp101","NY6","9","1","value","1","1","0","1","0","0","0","2","0","","0","0","0","","0","","","0","","","","","19410625","0","HRB01","NW2","l","regular","y"
"NW2194107062","bernp101","NY6","9","3","value","1","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19410706","2","NWK04","NW2","l","regular","y"
"NY6194107110","bernp101","NY6","9","3","value","2","2","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19410711","0","YOR03","HOM","l","regular","y"
"HOM194107150","bernp101","NY6","","","value","","","","","","","","","","","","","","","","","","","","","","","19410715","0","SPR04","HOM","l","exhibition",""
"BLG194107271","bernp101","NY6","9","1","value","3","2","0","2","0","0","0","0","1","","0","0","0","","0","","","0","","","","","19410727","1","BAL10","BLG","l","exhibition","y"
"NY6194108060","bernp101","NY6","","","value","","","","","","","","","","","","","","","","","","","","","","","19410806","0","NPN01","HOM","l","regular",""
"NW2194108090","bernp101","NY6","9","2","value","3","2","0","1","0","0","0","1","1","","0","0","0","","0","","","0","","","","","19410809","0","PAT01","NW2","w","regular","y"
"HOM194108280","bernp101","NY6","9","1","value","1","1","0","0","0","0","0","0","0","0","0","0","","","0","","","","","","","","19410828","0","YOU01","HOM","l","regular","y"
"HOM194108300","bernp101","NY6","9","1","value","4","4","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19410830","0","KNP01","HOM","l","exhibition","y"
"NY6194109211","bernp101","NY6","9","4","value","1","1","0","0","0","0","0","0","0","","0","0","","","0","","","","","","","","19410921","1","NYC16","HOM","l","regular","y"
