"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NY6194604050","perra101","HOM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19460405","0","NOL01","NY6","l","exhibition",""
"HOM194605100","perra101","HOM","1","value","21","","34","8","0","0","1","4","","3","0","4","0","0","0","1","0","","","","1","","","1","","","19460510","0","ALT02","BLG","w","regular","y"
"HOM194605200","perra101","HOM","2","value","15","","19","1","0","0","0","0","0","2","0","5","0","0","0","","0","","","","","","","","1","","19460520","0","HRB01","NY5","w","regular","y"
"HOM194605250","perra101","HOM","1","value","27","","36","1","0","0","0","0","0","7","","5","1","0","0","0","","","","","1","","","1","","1","19460525","0","WIL04","BLG","w","regular","y"
"HOM194605301","perra101","HOM","2","value","24","","31","6","0","0","0","3","","3","0","","0","0","0","","0","","","","","1","","","1","","19460530","1","WAS09","BLG","l","regular","y"
"NW2194606180","perra101","HOM","2","value","1","","6","4","0","0","0","5","","1","0","","0","0","0","","0","","","","","","","","","","19460618","0","NWK04","NW2","l","regular","y"
"HOM194606232","perra101","HOM","2","value","16","","27","7","0","0","0","3","","3","0","0","0","0","0","1","0","","","","","","","","1","","19460623","2","WAS09","PH5","l","regular","y"
"NW2194606250","perra101","HOM","2","value","7","","15","6","0","0","0","5","","1","0","","0","0","0","","0","","","","","","","","","","19460625","0","NWK04","NW2","l","regular","y"
"HOM194606290","perra101","HOM","2","value","10","","14","3","0","0","0","7","","0","0","1","0","0","1","1","0","","","","","1","","","1","","19460629","0","WIL04","NY5","l","regular","y"
"BIR194704160","perra101","BIR","2","value","6","","","","","","","1","","","","","","","","","","","","","","","1","","1","","19470416","0","BIR01","HOM","w","exhibition",""
"BIR194704160","perra101","BIR","2","lower","","","","","","","","","","","","3","","","","","","","","","","","","","","","19470416","0","BIR01","HOM","w","exhibition",""
"BIR194704180","perra101","BIR","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19470418","0","MTG01","CVB","l","exhibition",""
"MEM194704220","perra101","BIR","1","value","27","","","10","","","","5","5","","","","","","","","","","","","1","","","1","","1","19470422","0","LRK02","MEM","w","exhibition",""
"BIR194705111","perra101","BIR","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19470511","1","BIR01","KCM","l","regular",""
"KCM194705160","perra101","BIR","1","value","27","","","","","","","5","","","","","","","","","","","","","1","","","1","","1","19470516","0","HUN01","KCM","w","regular",""
"KCM194705160","perra101","BIR","1","lower","27","","","","","","","5","","1","","","","","","","","","","","","","","","","","19470516","0","HUN01","KCM","w","regular",""
"IN9194705190","perra101","BIR","2","value","12","","","","","","","5","","","","","","","","","","","","","","","","","1","","19470519","0","COL05","IN9","l","regular",""
"IN9194705190","perra101","BIR","2","upper","15","","","","","","","10","","","","","","","","","","","","","","1","","","","","19470519","0","COL05","IN9","l","regular",""
"BIR194705252","perra101","BIR","1","value","","","","","","","","","","","","","","","","","","","","","1","","","1","","","19470525","2","BIR01","IN9","w","regular",""
"BIR194705270","perra101","BIR","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19470527","0","NOL01","IN9","l","regular",""
"BIR194705280","perra101","BIR","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19470528","0","BIR01","IN9","l","regular",""
"BIR194706020","perra101","BIR","1","value","27","","","9","","","","5","","","","","","","","","","","","","1","","","1","","1","19470602","0","MTG01","CAG","w","regular",""
"BIR194706152","perra101","BIR","1","value","27","","","5","","","","1","","","","","","","","","","","","","1","","","1","","1","19470615","2","BIR01","MEM","w","regular",""
"BIR194706190","perra101","BIR","1","value","27","","","8","","","","4","","","","","","","","","","","","","1","","","1","","1","19470619","0","BIR01","MEM","w","regular",""
"CAG194706222","perra101","BIR","1","value","18","","","6","","","","2","","","","","","","","","","","","","","1","","1","","1","19470622","2","CHI10","CAG","l","regular",""
"BIR194706292","perra101","BIR","1","value","27","","","5","","","","0","0","","","","","","","","","","","","1","","","1","","1","19470629","2","BIR01","CVB","w","regular",""
"CVB194707041","perra101","BIR","1","value","24","","","6","1","","","0","0","","","","","","","","","","","","1","","","1","","1","19470704","1","CLE06","CVB","w","regular",""
"KCM194707100","perra101","BIR","1","value","26","","38","6","0","0","0","7","","5","0","4","0","0","0","0","0","","","","","","","1","","","19470710","0","KAN05","KCM","l","regular","y"
