"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"WSW193207250","hughs101","WSW","4","1","value","4","3","0","1","0","0","0","0","0","","0","1","","0","0","","","0","","","","","19320725","0","WAS09","PTC","l","regular","y"
"ASW193408260","hughs101","ASW","8","1","value","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19340826","0","CHI10","ASE","l","allstar","y"
"PRG193410130","hughs101","PRG","2","1","value","6","4","1","0","0","0","0","0","0","0","0","2","0","1","2","0","0","0","0","","","","19341013","0","LOS05","PIR","w","exhibition","y"
"PRG193410141","hughs101","PRG","2","1","value","4","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","19341014","1","LOS05","PIR","w","exhibition","y"
"PRG193410200","hughs101","PRG","2","1","value","4","3","0","0","0","0","0","0","0","","0","1","","","0","","","","","","","","19341020","0","LOS05","WHK","w","exhibition","y"
"PRG193410211","hughs101","PRG","2","1","value","6","6","1","3","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","19341021","1","LOS05","WHK","l","exhibition","y"
"PRG193410212","hughs101","PRG","","","value","","","1","1","1","","","","","","","","","","","","","","","","","","19341021","2","LOS05","WHK","w","exhibition",""
"PRG193410212","hughs101","PRG","","","lower","","1","1","1","1","","","","","","","","","","","","","","","","","","19341021","2","LOS05","WHK","w","exhibition",""
"PRG193410270","hughs101","PRG","2","1","value","4","3","1","1","0","0","0","","0","","0","1","","","0","","","","","","","","19341027","0","LOS05","PIR","w","exhibition","y"
"PRG193410281","hughs101","PRG","2","1","value","4","3","1","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","","","","19341028","1","LOS05","PIR","w","exhibition","y"
"PRG193411040","hughs101","PRG","2","1","value","5","5","1","3","1","1","0","3","0","0","0","0","0","0","1","0","0","0","0","","","","19341104","0","LOS05","WHK","w","exhibition","y"
"ASW193508110","hughs101","ASW","2","1","value","6","4","0","1","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","","","","19350811","0","CHI10","ASE","w","allstar","y"
"NY6193509221","hughs101","NSH","1","1","value","5","4","1","2","0","0","0","","0","","0","1","","","0","","","0","","","","","19350922","1","NYC16","NY6","w","exhibition","y"
"SAS193509290","hughs101","NAS","2","1","value","5","4","2","0","0","0","0","1","0","","0","1","","","0","","","0","","","","","19350929","0","MEM03","SAS","w","allstar","y"
"PRG193510190","hughs101","PRG","1","1","value","5","5","1","3","0","0","0","","0","","0","0","","","1","","","","","","","","19351019","0","LOS02","PIR","w","exhibition","y"
"ASD193510310","hughs101","PRG","1","1","value","5","5","1","2","0","0","0","1","0","","0","0","","","0","","","","","","","","19351031","0","LOS02","ASD","l","exhibition","y"
"PRG193511101","hughs101","PRG","1","1","value","5","5","1","2","0","0","0","","0","","0","0","0","","1","","","0","","","","","19351110","1","LOS02","PIR","w","exhibition","y"
"PRG193511102","hughs101","PRG","1","1","value","3","3","1","1","1","0","0","","0","","0","0","0","","0","","","0","","","","","19351110","2","LOS02","PIR","l","exhibition","y"
"PRG193512011","hughs101","PRG","1","1","value","4","3","1","2","1","0","0","1","0","","0","1","","","1","","","0","","","","","19351201","1","LOS02","PIR","w","exhibition","y"
"PRG193512012","hughs101","PRG","1","1","value","2","2","1","1","0","0","1","1","0","","0","0","0","","0","","","0","","","","","19351201","2","LOS02","PIR","w","exhibition","y"
"ASW193608230","hughs101","ASE","2","1","value","6","5","2","1","1","0","0","0","0","0","0","1","0","","0","0","0","0","0","","","","19360823","0","CHI10","ASW","w","allstar","y"
"PH5193609170","hughs101","WEG","2","1","value","5","5","2","1","0","0","0","","0","","0","0","","","0","","","","","","","","19360917","0","PHI17","PH5","w","championship","y"
"PH5193609201","hughs101","WEG","3","1","value","5","5","1","2","0","0","1","1","0","","0","","","","0","","","0","","","","","19360920","1","NYC14","PH5","w","exhibition","y"
"NNS193610010","hughs101","NNS","2","1","value","4","3","0","1","0","0","0","0","0","","0","1","","","0","0","","","","","","","19361001","0","DAV01","MLS","l","exhibition","y"
"MLS193610020","hughs101","NNS","2","1","value","5","5","2","1","0","0","0","0","0","","0","0","","","0","","","","","","","","19361002","0","DES01","MLS","w","exhibition","y"
"MLS193610041","hughs101","NNS","2","1","value","5","5","2","4","0","0","1","","0","","0","0","","","0","","","","","","","","19361004","1","DEN03","MLS","w","exhibition","y"
"NNS193610042","hughs101","NNS","2","1","value","4","4","1","3","1","0","0","2","0","","0","0","","","0","","","","","","","","19361004","2","DEN03","MLS","w","exhibition","y"
"MLS193610070","hughs101","NNS","2","1","value","4","4","2","3","1","0","0","0","0","","0","0","","","1","","","","","","","","19361007","0","DES01","MLS","w","exhibition","y"
"NNS193709190","hughs101","NNS","2","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","","1","","","0","","","","","19370919","0","NYC14","SDO","w","exhibition","y"
"PRG193710100","hughs101","PRG","2","1","value","6","6","3","4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","","","","19371010","0","LOS05","WHK","w","exhibition","y"
"PRG193711071","hughs101","PRG","2","1","value","4","4","2","2","0","1","0","","0","","0","0","0","","0","","","0","","","","","19371107","1","LOS05","WHK","l","exhibition","y"
