"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BIR194003310","jessg101","BIR","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19400331","0","JAC01","MEM","l","exhibition",""
"CAG194004142","jessg101","BIR","1","value","11","","18","4","0","0","0","4","","3","0","3","0","1","0","1","0","","","","","1","","1","","","19400414","2","NOL01","CAG","l","exhibition","y"
"MEM194006092","jessg101","BIR","1","value","18","","25","6","0","1","0","5","","1","","3","0","0","0","1","","","","","","1","","1","","1","19400609","2","MEM02","MEM","l","regular","y"
"BIR194006231","jessg101","BIR","3","value","3","","6","3","0","0","0","2","","1","0","","0","0","0","","0","","","","","","","","","","19400623","1","BIR01","CV9","l","regular","y"
"CV9194006301","jessg101","BIR","1","value","15","","23","6","0","0","0","4","","2","0","","0","0","0","","0","","","","1","","","1","","","19400630","1","ATL04","CV9","w","regular","y"
"MEM194007142","jessg101","BIR","1","value","6","","13","3","0","0","0","3","2","3","0","4","0","0","0","1","0","","","","","1","","1","","","19400714","2","MEM02","MEM","l","regular","y"
"BIR194007282","jessg101","BIR","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19400728","2","BIR01","MEM","l","regular",""
"BIR194008042","jessg101","BIR","1","value","16","","26","9","0","0","0","6","","1","0","","0","0","0","","0","","","","","1","","1","","","19400804","2","BIR01","KCM","l","regular","y"
"KCM194009010","jessg101","BIR","1","value","24","","37","9","0","0","0","5","","2","0","3","0","0","0","0","0","","","","","","","1","","","19400901","0","KAN05","KCM","l","regular","y"
"SNO194009180","jessg101","BIR","1","value","24","","","2","2","","","7","","6","","","","","","3","","","","","","1","","1","","1","19400918","0","BAT01","SNO","l","exhibition",""
