"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"MEM194104202","bernp101","NY6","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19410420","2","MEM02","MEM","t","exhibition",""
"NY5194104270","bernp101","NY6","3","value","3","","6","2","0","0","0","1","","1","0","","0","0","0","","0","","","","","","","","1","","19410427","0","PTR01","NY5","l","exhibition","y"
"HOM194105242","bernp101","NY6","2","value","3","","7","4","0","0","0","2","2","0","0","0","0","0","0","","0","","","","","","","","","","19410524","2","PIT06","HOM","l","regular","y"
"BLG194106012","bernp101","NY6","1","value","2","","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","1","","","19410601","2","BAL10","BLG","l","regular","y"
"HOM194106090","bernp101","NY6","3","value","1","","1","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","","","","","","1","","19410609","0","ALT02","HOM","l","regular","y"
"HOM194106160","bernp101","NY6","2","value","24","","","","","","","2","","","","1","","","","","","","","","","","","","1","","19410616","0","CHE01","HOM","t","regular",""
"NY6194106250","bernp101","NY6","1","value","6","1","14","4","0","0","1","6","","2","0","1","0","0","0","1","0","","","","","1","","1","","","19410625","0","HRB01","NW2","l","regular","y"
"NW2194107062","bernp101","NY6","3","value","7","","8","1","0","0","0","0","","0","0","","0","0","0","","0","","","","","","","","1","","19410706","2","NWK04","NW2","l","regular","y"
"NY6194107110","bernp101","NY6","2","value","15","","23","6","0","0","0","4","2","1","0","4","0","0","0","0","0","","","","","","","","1","","19410711","0","YOR03","HOM","l","regular","y"
"HOM194107150","bernp101","NY6","1","value","24","","","11","","","","6","","","","","","","","","","","","","","1","","1","","1","19410715","0","SPR04","HOM","l","exhibition",""
"BLG194107271","bernp101","NY6","1","value","24","","33","4","1","0","0","3","","4","","4","0","0","0","4","","","","","","1","","1","","1","19410727","1","BAL10","BLG","l","exhibition","y"
"NY6194108060","bernp101","NY6","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19410806","0","NPN01","HOM","l","regular",""
"NW2194108090","bernp101","NY6","2","value","18","","27","9","0","0","0","3","","2","0","0","0","0","0","0","0","","","","1","","","","1","","19410809","0","PAT01","NW2","w","regular","y"
"HOM194108280","bernp101","NY6","1","value","12","","22","6","","","2","7","","3","","1","0","","","0","","","","","","1","","1","","","19410828","0","YOU01","HOM","l","regular","y"
"HOM194108300","bernp101","NY6","1","value","24","","38","12","2","3","4","11","","2","","3","0","0","0","1","","","","","","1","","1","","1","19410830","0","KNP01","HOM","l","exhibition","y"
"NY6194109211","bernp101","NY6","3","value","12","","25","10","","","0","11","","4","","0","0","0","0","0","","","","","","","","","1","","19410921","1","NYC16","HOM","l","regular","y"
