"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"JAX194107010","smitg105","JAX","","","value","","","","","","","","","","","","","","","","","","","","","","","19410701","0","JKV01","BIR","l","regular",""
"JAX194107020","smitg105","JAX","","","value","","","1","","","","","","","","","","","","","","","","","","","","19410702","0","JKV01","BIR","w","regular",""
"MEM194107061","smitg105","JAX","","","value","","","0","0","","","","0","","","","2","","","","","","","","","","","19410706","1","MEM02","MEM","l","regular",""
"JAX194107140","smitg105","JAX","2","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19410714","0","DAV01","BIR","l","regular","y"
"KCM194107300","smitg105","JAX","1","1","value","","","0","1","","","","0","","","","","","","","1","","","","","","","19410730","0","CHA01","KCM","l","regular",""
"KCM194107300","smitg105","JAX","1","1","lower","","1","0","1","","","","0","","","","","","","","1","","","","","","","19410730","0","CHA01","KCM","l","regular",""
"PH5194108140","smitg105","JAX","2","1","value","4","4","0","1","0","0","0","0","0","","0","","","","0","","","0","","","","","19410814","0","PHI17","PH5","l","exhibition","y"
"MEM194205101","smitg105","CCB","5","1","value","4","4","0","2","0","0","0","","0","","0","0","0","","0","","","0","","","","","19420510","1","MEM02","MEM","l","regular","y"
"CCB194205241","smitg105","JAX","2","1","value","4","4","1","1","1","0","0","","0","","0","0","0","","0","","","0","","","","","19420524","1","KAN05","CCB","l","regular","y"
"CCB194205242","smitg105","JAX","1","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420524","2","KAN05","CCB","l","regular","y"
"CCB194205311","smitg105","JAX","2","1","value","4","4","1","1","1","0","0","0","0","","0","0","0","","0","","","0","","","","","19420531","1","CLE06","CCB","l","regular","y"
"CCB194205312","smitg105","JAX","2","1","value","","","","","","","","","","","","","","","","","","","","","","","19420531","2","CLE06","CCB","w","regular",""
"CCB194206020","smitg105","JAX","","","value","","","","1","","","","","","","","","","","","","","","","","","","19420602","0","YOU01","CCB","l","regular",""
"CCB194206020","smitg105","JAX","","","lower","","1","","1","","","","","","","","","","","","","","","","","","","19420602","0","YOU01","CCB","l","regular",""
"CCB194206030","smitg105","JAX","2","1","value","4","3","0","0","0","0","0","0","1","","0","0","0","","0","","","0","","","","","19420603","0","ERI01","CCB","l","regular","y"
"MEM194206071","smitg105","JAX","2","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420607","1","LRK02","MEM","l","regular","y"
"BIR194207041","smitg105","JAX","2","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420704","1","BIR01","BIR","l","regular","y"
"BIR194207042","smitg105","JAX","1","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420704","2","BIR01","BIR","w","regular","y"
"CI2194208022","smitg105","CI2","8","1","value","4","2","0","1","0","0","0","","0","","0","2","","","1","","","0","","","","","19420802","2","CIN07","MEM","w","exhibition","y"
"CI2194208050","smitg105","CI2","","","value","","","","","","","","","","","","","","","","","","","","","","","19420805","0","IND10","BIR","w","exhibition",""
"ASW194208180","smitg105","ASE","9","1","value","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19420818","0","CLE07","ASW","w","allstar","y"
"CI2194208210","smitg105","CI2","2","1","value","4","4","1","2","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420821","0","CIN07","KCM","l","exhibition","y"
"BIR194208231","smitg105","CI2","2","1","value","5","4","0","0","0","0","0","","1","","0","0","0","","0","","","0","","","","","19420823","1","BIR01","BIR","w","exhibition","y"
"BIR194208232","smitg105","CI2","2","1","value","4","4","0","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19420823","2","BIR01","BIR","t","exhibition","y"
"KCM194209020","smitg105","CI2","2","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19420902","0","AKR01","KCM","w","exhibition","y"
"KCM194209062","smitg105","CI2","2","1","value","4","4","1","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19420906","2","CHI11","KCM","l","exhibition","y"
"CAG194606100","smitg105","IN9","2","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19460610","0","DAV01","CAG","w","regular","y"
"CAG194606110","smitg105","IN9","2","1","value","4","4","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19460611","0","SPR03","CAG","l","regular","y"
"KCM194606200","smitg105","IN9","2","1","value","4","3","0","0","0","0","0","0","0","","0","1","","","0","","","0","","","","","19460620","0","WIC01","KCM","l","regular","y"
"KCM194606210","smitg105","IN9","1","1","value","5","5","0","1","1","0","0","","0","","0","0","0","","0","","","0","","","","","19460621","0","KAN05","KCM","w","regular","y"
"IN9194606270","smitg105","IN9","","","value","","","1","1","","","","0","","","","","","","","","","","","","","","19460627","0","CHI10","KCM","w","regular",""
"IN9194606270","smitg105","IN9","","","lower","","1","1","1","","","","0","","","","","","","","","","","","","","","19460627","0","CHI10","KCM","w","regular",""
"IN9194607010","smitg105","IN9","1","1","value","5","4","0","1","0","0","0","1","0","","0","1","","","0","","","0","","","","","19460701","0","RCI01","CAG","w","regular","y"
"IN9194607060","smitg105","IN9","","","value","","","1","","","","","","","","","","","","","","","","","","","1","19460706","0","IND10","CCR","w","exhibition",""
"IN9194607150","smitg105","IN9","","","value","","","","2","","","","","","","","","","","","","","","","","","","19460715","0","COL05","CVB","w","regular",""
"IN9194607150","smitg105","IN9","","","lower","","2","","2","","","","","","","","","","","","","","","","","","","19460715","0","COL05","CVB","w","regular",""
"IN9194607160","smitg105","IN9","1","1","value","5","4","0","1","0","0","0","1","0","","0","1","","","0","","","0","","","","","19460716","0","ZAN02","CVB","l","regular","y"
"KCM194607212","smitg105","IN9","2","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19460721","2","KAN05","KCM","w","regular","y"
"KCM194607220","smitg105","IN9","8","2","value","2","2","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19460722","0","KAN05","KCM","l","regular","y"
"KCM194607230","smitg105","IN9","8","1","value","5","4","1","1","0","0","0","1","1","","0","0","0","","0","","","0","","","","","19460723","0","CBI01","KCM","w","regular","y"
"IN9194607290","smitg105","IN9","7","1","value","5","4","2","2","0","0","0","1","0","","1","0","0","","0","","","0","","","","","19460729","0","DCT02","KCM","l","regular","y"
"NY5194608170","smitg105","IN9","8","1","value","5","5","1","1","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19460817","0","WIL04","NY5","w","exhibition","y"
"IN9194608200","smitg105","IN9","8","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19460820","0","ERI01","CCR","w","regular","y"
"CCR194608220","smitg105","IN9","7","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19460822","0","FLI01","CCR","l","exhibition","y"
"CAG194608252","smitg105","IN9","","","value","","","","","","","","","","","","","","","","","","","","","","","19460825","2","CHI10","CAG","l","regular",""
"CAG194608290","smitg105","IN9","1","2","value","1","0","0","0","0","0","0","0","0","","0","1","","","0","","","0","","","","","19460829","0","DCT02","CAG","l","regular","y"
"KCM194608301","smitg105","IN9","8","4","value","0","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19460830","1","STL07","KCM","w","regular","y"
"KCM194609012","smitg105","IN9","7","3","value","0","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19460901","2","KAN05","KCM","l","regular","y"
"BLG194609130","smitg105","IN9","7","1","value","4","4","1","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19460913","0","BAL14","BLG","l","exhibition","y"
"IN9194609140","smitg105","IN9","8","1","value","5","4","0","1","0","0","0","1","0","","0","1","","","0","","","0","","","","","19460914","0","WIL04","KCM","l","regular","y"
"PH5194609151","smitg105","IN9","","","value","","","","1","","","","1","","","","","","","","","","","","","","","19460915","1","NYC16","PH5","l","exhibition",""
"PH5194609151","smitg105","IN9","","","lower","","1","","1","","","","1","","","","","","","","","","","","","","","19460915","1","NYC16","PH5","l","exhibition",""
"NY5194609171","smitg105","IN9","7","1","value","4","4","0","2","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19460917","1","PHI11","NY5","l","exhibition","y"
"PH5194609172","smitg105","IN9","7","1","value","4","3","0","1","0","0","0","0","0","","0","1","","","0","","","0","","","","","19460917","2","PHI11","PH5","w","exhibition","y"
