"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NSH193012072","faheu101","PIR","2","value","3","","3","0","","0","0","0","0","0","","","0","0","0","","","1","","","","1","","19301207","2","LOS05","NSH","W","exhibition","y"
"NSH193012072","faheu101","PIR","2","lower","","","","","","0","0","0","0","0","","","0","0","0","","","","","","","","","19301207","2","LOS05","NSH","W","exhibition","y"
"NSH193012072","faheu101","PIR","2","upper","","","","","","0","0","0","0","0","","","0","0","0","","","","","","","","","19301207","2","LOS05","NSH","W","exhibition","y"
