"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"MEM193804100","direj101","BLG","1","value","9","","","","","","","5","","","","","","","","","","","","","","1","","1","","","19380410","0","MEM02","MEM","l","exhibition",""
"BLG193805020","direj101","BLG","2","value","9","","10","0","","","","0","0","1","","","0","","","0","","","","","","","1","","1","","19380502","0","JAC02","CAG","w","exhibition","y"
"PH5193805160","direj101","BLG","1","value","1","","","","","","","4","","","","","","","","","","","","","","1","","1","","","19380516","0","CHE02","PH5","l","regular",""
"PH5193805160","direj101","BLG","1","lower","0","","","","","","","1","","","","","","","","","","","","","","1","","1","","","19380516","0","CHE02","PH5","l","regular",""
"PH5193805160","direj101","BLG","1","upper","2","","","","","","","4","","","","","","","","","","","","","","1","","1","","","19380516","0","CHE02","PH5","l","regular",""
"PTC193805222","direj101","BLG","1","value","5","","","5","","","","4","","","","","","","","","","","","","","1","","1","","","19380522","2","PIT09","PTC","l","regular",""
"HOM193806140","direj101","BLG","3","value","6","","8","3","","","0","1","","0","","","0","","","0","","","","","","","","","1","","19380614","0","LOU05","HOM","l","regular","y"
"BLG193806180","direj101","BLG","1","value","27","","","15","","","4","11","","","","","","","","","","","","","1","","","1","","1","19380618","0","SPR04","HOM","w","regular",""
"HOM193806220","direj101","BLG","1","value","27","","","","","","","7","","","","","","","","","","","","","1","","","1","1","1","19380622","0","SCP01","HOM","w","exhibition",""
"BLG193807032","direj101","BLG","1","value","21","","26","5","","","0","0","0","","","","","","","","","","","","","","","","","","19380703","2","BAL14","NW2","w","regular","y"
"BLG193807101","direj101","BLG","1","value","6","","10","3","","","","2","","1","","","0","","","","","","","","","","","1","","","19380710","1","BAL14","HOM","l","regular","y"
"BLG193807102","direj101","BLG","1","value","21","","30","4","","","","5","1","5","","","0","","","1","","","","","1","","","1","","1","19380710","2","BAL14","HOM","w","regular","y"
"BLG193807160","direj101","BLG","1","value","24","","36","11","","","","5","","3","","","0","","","0","","","","","","1","","1","","1","19380716","0","BAL14","WBS","l","regular","y"
