"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"KCM194704272","barnu101","IN9","","","value","","","","","","","","","","","","","","","","","","","","","19470427","2","NOL01","KCM","L","exhibition",""
"KCM194704272","barnu101","IN9","","","lower","","","","","","","","","","","","","","","","","","","","","19470427","2","NOL01","KCM","L","exhibition",""
"KCM194704272","barnu101","IN9","","","upper","","","","","","","","","","","","","","","","","","","","","19470427","2","NOL01","KCM","L","exhibition",""
"KCM194705010","barnu101","IN9","9","1","value","3","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","19470501","0","OKC02","KCM","L","exhibition","y"
"KCM194705010","barnu101","IN9","9","1","lower","3","0","1","0","0","0","0","0","","0","","","","0","","","0","","","","19470501","0","OKC02","KCM","L","exhibition","y"
"KCM194705010","barnu101","IN9","9","1","upper","3","0","1","0","0","0","0","0","","0","","","","0","","","0","","","","19470501","0","OKC02","KCM","L","exhibition","y"
"MEM194705060","barnu101","IN9","","","value","","","","","","","","","","","","","","","","","","","","","19470506","0","HOU04","MEM","L","regular",""
"MEM194705060","barnu101","IN9","","","lower","","","","","","","","","","","","","","","","","","","","","19470506","0","HOU04","MEM","L","regular",""
"MEM194705060","barnu101","IN9","","","upper","","","","","","","","","","","","","","","","","","","","","19470506","0","HOU04","MEM","L","regular",""
"IN9194705112","barnu101","IN9","","","value","","","","","","","","","","","","","","","","","","","","","19470511","2","IND10","CVB","L","regular",""
"IN9194705112","barnu101","IN9","","","lower","","","","","","","","","","","","","","","","","","","","","19470511","2","IND10","CVB","L","regular",""
"IN9194705112","barnu101","IN9","","","upper","","","","","","","","","","","","","","","","","","","","","19470511","2","IND10","CVB","L","regular",""
