"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NW2193905281","torra102","NY6","3","value","5","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","19390528","1","NWK04","NW2","l","regular","y"
"HOM193905302","torra102","NY6","2","value","","","","","","","1","","","","","","","","","","","","","","","1","","","1","","19390530","2","PIT06","HOM","l","regular",""
"HOM193905310","torra102","NY6","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19390531","0","DAY03","HOM","l","regular",""
"PH5193906031","torra102","NY6","2","value","8","","13","5","","","","4","","","","","","","","","","","","","","","","","1","","19390603","1","PHI17","PH5","l","regular","y"
"CAG193906210","torra102","NY6","1","value","27","","38","5","2","0","0","2","","7","","8","0","0","0","0","","","","","1","","","1","","1","19390621","0","SPR03","CAG","w","exhibition","y"
"BLG193907162","torra102","NY6","3","value","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","1","","19390716","2","BAL10","BLG","l","regular","y"
"PH5193908051","torra102","NY6","2","value","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","1","","1","","19390805","1","PHI17","PH5","w","regular","y"
"PH5193908052","torra102","NY6","1","value","20","0","29","8","2","0","0","2","2","2","0","0","0","0","0","0","0","1","0","0","","1","","1","","1","19390805","2","PHI17","PH5","l","regular","y"
"NW2193908201","torra102","NY6","1","value","12","5","24","8","1","0","0","7","5","4","0","0","0","0","0","0","1","0","0","0","","1","","1","","","19390820","1","NWK04","NW2","l","regular","y"
"BLG193908272","torra102","NY6","1","value","18","0","34","13","4","0","1","8","8","4","0","3","0","0","0","4","0","2","0","0","","1","","1","","1","19390827","2","BAL10","BLG","l","exhibition","y"
