"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NW2194105260","deder102","NW2","1","value","11","","20","7","","","","6","","0","","3","","","","1","","","1","","1","","","19410526","0","NOR02","NY6","L","exhibition","y"
"NW2194105260","deder102","NW2","1","lower","","","","","","","","","","","","3","","","","","","","","","","","","19410526","0","NOR02","NY6","L","exhibition","y"
"NW2194105260","deder102","NW2","1","upper","","","","","","","","","","","","3","","","","","","","","","","","","19410526","0","NOR02","NY6","L","exhibition","y"
"BLG194106270","deder102","NW2","2","value","13","","24","8","","0","0","5","","2","","1","0","0","0","","","","","","","1","","19410627","0","BAL14","BLG","L","regular","y"
"BLG194106270","deder102","NW2","2","lower","13","","","8","","0","0","5","","2","","1","0","0","0","","","","","","","","","19410627","0","BAL14","BLG","L","regular","y"
"BLG194106270","deder102","NW2","2","upper","13","","","8","","0","0","5","","2","","1","0","0","0","","","","","","","","","19410627","0","BAL14","BLG","L","regular","y"
"NW2194108032","deder102","NY5","1","value","12","","26","9","","","","6","","3","","","","","","","","","1","","1","","","19410803","2","NWK04","NW2","L","regular","y"
"NW2194108032","deder102","NY5","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19410803","2","NWK04","NW2","L","regular","y"
"NW2194108032","deder102","NY5","1","upper","","","","","","","","","","","","","","","","","","","","","","","","19410803","2","NWK04","NW2","L","regular","y"
"PH5194109072","deder102","NY5","1","value","21","","31","8","0","0","0","2","","2","","1","0","0","0","1","","1","","","1","","1","19410907","2","WAS09","PH5","W","exhibition","y"
"PH5194109072","deder102","NY5","1","lower","21","","28","8","0","0","0","2","","2","","1","0","0","0","0","","","","","","","","19410907","2","WAS09","PH5","W","exhibition","y"
"PH5194109072","deder102","NY5","1","upper","21","","31","8","0","0","0","2","","2","","1","0","0","0","1","","","","","","","","19410907","2","WAS09","PH5","W","exhibition","y"
"ECG194110191","deder102","ECG","3","value","7","","11","4","","","0","4","2","1","","1","0","0","0","0","","","","","","1","","19411019","1","LOS02","PIR","L","exhibition","y"
"ECG194110191","deder102","ECG","3","lower","7","","","4","","","0","2","2","1","","1","0","0","0","","","","","","","","","19411019","1","LOS02","PIR","L","exhibition","y"
"ECG194110191","deder102","ECG","3","upper","7","","","4","","","0","2","2","1","","1","0","0","0","","","","","","","","","19411019","1","LOS02","PIR","L","exhibition","y"
"NW2194608270","deder102","NY5","3","value","1","","5","3","","","0","3","","1","","","0","0","0","","","","","","","","","19460827","0","NWK04","NW2","L","regular","y"
"NW2194608270","deder102","NY5","3","lower","","","","","","","","","","","","","0","0","0","","","","","","","","","19460827","0","NWK04","NW2","L","regular","y"
"NW2194608270","deder102","NY5","3","upper","","","","","","","","","","","","","0","0","0","","","","","","","","","19460827","0","NWK04","NW2","L","regular","y"
