"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"SNO194007260","suttl101","SNO","1","value","15","","23","6","0","0","1","2","","2","0","4","0","0","0","2","0","","","","","1","","1","","","19400726","0","HOU05","IN8","l","regular","y"
"SNO194007290","suttl101","SNO","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19400729","0","PTA01","IN8","w","regular",""
"PH5194008031","suttl101","SNO","3","value","9","","13","3","0","0","0","2","","1","0","","0","0","0","","0","","","","","","","","1","","19400803","1","PHI17","PH5","l","exhibition","y"
"PH5194008032","suttl101","SNO","1","value","12","","16","4","0","0","0","1","","0","0","","0","0","0","","0","","","","","","","1","","","19400803","2","PHI17","PH5","l","exhibition","y"
"MEM194008150","suttl101","SNO","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19400815","0","LRK02","MEM","l","regular",""
"SNO194009150","suttl101","SNO","2","value","0","2","2","0","0","0","0","0","","0","0","0","0","0","0","0","0","","","","","","","","","","19400915","0","NOL01","BIR","w","exhibition","y"
"SNO194009180","suttl101","SNO","1","value","27","","","9","","","","4","","","","","","","","","","","","","1","","","1","","1","19400918","0","BAT01","BIR","w","exhibition",""
"SNO194104201","suttl101","SNO","2","value","18","","26","5","0","0","0","5","","3","0","4","0","0","0","","0","","","","","","","","","","19410420","1","NOL01","BLG","l","exhibition","y"
"CAG194105080","suttl101","SNO","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19410508","0","OKC02","CAG","w","exhibition",""
"SNO194105112","suttl101","SNO","2","value","9","","11","1","0","0","0","0","","1","0","1","0","0","0","","0","","","","","","","","1","","19410511","2","NOL01","JAX","l","regular","y"
"SNO194105130","suttl101","SNO","4","value","7","","9","1","0","0","0","0","","1","0","1","0","0","0","","0","","","","","","","","1","","19410513","0","NOL01","JAX","l","regular","y"
"MEM194105182","suttl101","SNO","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19410518","2","MEM02","MEM","w","regular",""
"BIR194107062","suttl101","SNO","1","value","21","","","5","","","","2","","","","","","","","","","","","","","1","","1","","1","19410706","2","BIR01","BIR","l","regular",""
"MEM194204192","suttl101","CAG","2","value","3","","","","","","","","","","","","","","","","","","","","","","","","1","","19420419","2","MEM03","MEM","w","exhibition",""
"MEM194204192","suttl101","CAG","2","upper","6","","","","","","","","","","","","","","","","","","","","","","","","","","19420419","2","MEM03","MEM","w","exhibition",""
"CAG194205032","suttl101","CAG","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19420503","2","OKC01","JAX","w","exhibition",""
