"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"NSH193209180","bufob101","NSH","2","1","value","4","4","1","2","0","0","0","0","0","","0","0","","","0","","","","","","","","19320918","0","NSH02","CAG","l","lcs","y"
"NSH193210060","bufob101","NSH","2","1","value","4","3","0","1","1","0","0","0","1","","0","0","","0","0","0","","","","","","","19321006","0","NSH02","CAG","l","lcs","y"
