"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"KCM194604070","blaib103","CCR","1","value","","","","","","","","","","","","","","","","","","","1","","1","","","19460407","0","WAC01","KCM","L","exhibition",""
"KCM194604070","blaib103","CCR","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19460407","0","WAC01","KCM","L","exhibition",""
"KCM194604070","blaib103","CCR","1","upper","","","","","","","","","","","","","","","","","","","","","","","","19460407","0","WAC01","KCM","L","exhibition",""
"KCM194804110","blaib103","IN9","3","value","4","","4","0","","","0","0","0","0","","1","0","0","0","0","","","","","","1","","19480411","0","AUS01","KCM","L","exhibition","y"
"KCM194804110","blaib103","IN9","3","lower","4","","","0","","","0","0","0","0","","1","0","0","0","","","","","","","","","19480411","0","AUS01","KCM","L","exhibition","y"
"KCM194804110","blaib103","IN9","3","upper","4","","","0","","","0","0","0","0","","1","0","0","0","","","","","","","","","19480411","0","AUS01","KCM","L","exhibition","y"
"BIR194804230","blaib103","IN9","1","value","","","","","","","1","","","","","","","","","","","","","","1","","","19480423","0","NOL01","BIR","L","exhibition",""
"BIR194804230","blaib103","IN9","1","lower","","","","","","","1","","","","","","","","","","","","","","","","","19480423","0","NOL01","BIR","L","exhibition",""
"BIR194804230","blaib103","IN9","1","upper","","","","","","","1","","","","","","","","","","","","1","","","","","19480423","0","NOL01","BIR","L","exhibition",""
"IN9194804250","blaib103","IN9","2","value","","","","","","","","","","","","","","","","","","","","","","1","","19480425","0","HOU04","KCM","L","exhibition",""
"IN9194804250","blaib103","IN9","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19480425","0","HOU04","KCM","L","exhibition",""
"IN9194804250","blaib103","IN9","2","upper","","","","","","","","","","","","","","","","","","","","","","","","19480425","0","HOU04","KCM","L","exhibition",""
"MEM194805130","blaib103","IN9","1","value","12","","","","","","","7","","","","","","","","","","","","","1","","","19480513","0","LRK02","MEM","T","regular",""
"MEM194805130","blaib103","IN9","1","lower","12","","","","","","","7","","","","","","","","","","","","","","","","19480513","0","LRK02","MEM","T","regular",""
"MEM194805130","blaib103","IN9","1","upper","12","","","","","","","7","","","","","","","","","","","","","","","","19480513","0","LRK02","MEM","T","regular",""
"KCM194805270","blaib103","IN9","2","value","12","","17","2","","","0","2","","3","","","0","0","0","0","","","","","","1","","19480527","0","WIC01","KCM","L","regular","y"
"KCM194805270","blaib103","IN9","2","lower","","","","","","","0","","","","","","0","0","0","","","","","","","","","19480527","0","WIC01","KCM","L","regular","y"
"KCM194805270","blaib103","IN9","2","upper","","","","","","","0","","","","","","0","0","0","","","","","","","","","19480527","0","WIC01","KCM","L","regular","y"
