"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"KCM194005082","soueh101","KCM","4","1","value","3","3","1","3","0","0","0","0","0","","0","0","0","","1","","","0","","","","","19400508","2","NOL01","SNO","t","exhibition","y"
"BIR194005121","soueh101","KCM","5","1","value","5","5","1","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400512","1","BIR01","BIR","w","regular","y"
"BIR194005122","soueh101","KCM","5","1","value","3","3","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400512","2","BIR01","BIR","l","regular","y"
"MEM194005191","soueh101","KCM","3","2","value","2","2","0","1","0","0","0","0","0","","0","0","0","0","1","","","0","","","","","19400519","1","MEM02","MEM","w","regular","y"
"MEM194005192","soueh101","KCM","3","1","value","4","4","1","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400519","2","MEM02","MEM","w","regular","y"
"KCM194005230","soueh101","KCM","3","1","value","5","4","2","1","0","0","0","0","0","","0","1","","","0","","","0","","","","","19400523","0","OKC01","MEM","w","regular","y"
"KCM194005240","soueh101","KCM","3","1","value","4","3","1","0","0","0","0","","0","","0","1","","","0","","","0","","","","","19400524","0","WIC01","MEM","w","regular","y"
"KCM194005261","soueh101","KCM","8","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400526","1","KAN05","MEM","w","regular","y"
"KCM194005262","soueh101","KCM","8","1","value","3","2","0","1","1","0","0","","0","","0","1","","","0","","","0","","","","","19400526","2","KAN05","MEM","w","regular","y"
"CV9194006021","soueh101","KCM","3","1","value","5","5","2","2","0","0","0","","0","","0","0","0","","1","","","0","","","","","19400602","1","CLE06","CV9","w","regular","y"
"CV9194006022","soueh101","KCM","3","1","value","4","2","0","0","0","0","0","","0","","0","2","","","0","","","0","","","","","19400602","2","CLE06","CV9","w","regular","y"
"CV9194006030","soueh101","KCM","3","1","value","4","4","0","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400603","0","WAR02","CV9","l","regular","y"
"KCM194006091","soueh101","KCM","7","1","value","5","2","1","0","0","0","0","","1","","0","2","","","0","","","0","","","","","19400609","1","KAN05","CAG","w","regular","y"
"KCM194006092","soueh101","KCM","7","1","value","2","2","0","2","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400609","2","KAN05","CAG","l","regular","y"
"KCM194006100","soueh101","KCM","7","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400610","0","DES01","CAG","w","regular","y"
"CAG194006161","soueh101","KCM","8","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400616","1","CHI09","CAG","w","regular","y"
"CAG194006162","soueh101","KCM","","","value","","","1","1","","","","1","","","","","","","","","","","","","","","19400616","2","CHI09","CAG","w","regular",""
"CAG194006162","soueh101","KCM","","","lower","","1","1","1","","","","1","","","","","","","","","","","","","","","19400616","2","CHI09","CAG","w","regular",""
"HOM194006200","soueh101","KCM","8","1","value","3","3","0","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400620","0","PIT06","HOM","l","exhibition","y"
"PH5194006221","soueh101","KCM","6","1","value","4","4","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","","19400622","1","PHI17","PH5","l","exhibition","y"
"PH5194006222","soueh101","KCM","5","1","value","4","4","1","2","1","0","0","1","0","","0","","","","0","","","0","","","","","19400622","2","PHI17","PH5","w","exhibition","y"
"BLG194006250","soueh101","KCM","6","1","value","6","4","2","1","0","0","0","","0","","0","2","","","1","","","0","","","","","19400625","0","BAL09","BLG","l","exhibition","y"
"IN8194006270","soueh101","KCM","6","1","value","4","3","0","1","0","0","0","1","0","","0","1","","","0","","","0","","","","","19400627","0","IND10","IN8","l","regular","y"
"KCM194006301","soueh101","KCM","6","1","value","4","4","0","1","0","0","0","0","0","","0","0","0","","1","","","0","","","","","19400630","1","KAN05","SNO","l","regular","y"
"KCM194006302","soueh101","KCM","6","1","value","4","2","2","0","0","0","0","1","0","","0","2","","","1","","","0","","","","","19400630","2","KAN05","SNO","w","regular","y"
"KCM194007040","soueh101","KCM","7","1","value","4","4","1","3","1","0","0","0","0","","0","0","0","","0","","","0","","","","","19400704","0","KAN05","BIR","w","regular","y"
"KCM194007071","soueh101","KCM","8","1","value","4","4","0","3","1","0","0","2","0","","0","0","0","","1","","","0","","","","","19400707","1","KAN05","MEM","w","regular","y"
"KCM194007072","soueh101","KCM","8","1","value","3","3","0","2","0","0","0","2","0","","0","0","0","","0","","","0","","","","","19400707","2","KAN05","MEM","w","regular","y"
"KCM194007141","soueh101","KCM","6","1","value","5","5","0","3","0","0","0","","0","","0","0","0","","1","","","0","","","","","19400714","1","KAN05","CV9","w","regular","y"
"KCM194007142","soueh101","KCM","5","1","value","4","4","0","2","0","0","0","","0","","0","0","0","","1","","","0","","","","","19400714","2","KAN05","CV9","w","regular","y"
"CAG194007240","soueh101","KCM","","","value","","","1","1","","","1","3","","","","","","","","","","","","","","","19400724","0","EAU01","CAG","w","regular",""
"CAG194007240","soueh101","KCM","","","lower","","1","1","1","","","1","3","","","","","","","","","","","","","","","19400724","0","EAU01","CAG","w","regular",""
"CAG194007281","soueh101","KCM","7","1","value","5","4","1","1","0","0","0","1","0","","0","1","","1","0","","","0","","","","","19400728","1","CHI09","CAG","w","regular","y"
"KCM194008020","soueh101","KCM","6","1","value","6","5","1","1","0","1","0","","0","","0","1","","","0","","","0","","","","","19400802","0","BEL01","IN8","t","regular","y"
"BIR194008041","soueh101","KCM","7","1","value","4","4","0","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400804","1","BIR01","BIR","l","regular","y"
"BIR194008042","soueh101","KCM","6","1","value","4","4","0","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400804","2","BIR01","BIR","w","regular","y"
"KCM194008140","soueh101","KCM","6","1","value","4","4","0","1","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19400814","0","SHW01","IN8","w","regular","y"
"KCM194008181","soueh101","KCM","5","1","value","4","4","1","1","1","0","0","1","0","","0","0","0","","0","","","0","","","","","19400818","1","KAN05","IN8","w","regular","y"
"KCM194008182","soueh101","KCM","8","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400818","2","KAN05","IN8","w","regular","y"
"KCM194104200","soueh101","KCM","","","value","","","1","1","","","","1","","","","","","","","","","","","","","","19410420","0","WIC01","CAG","w","exhibition",""
"KCM194104200","soueh101","KCM","","","lower","","1","1","1","","","","1","","","","","","","","","","","","","","","19410420","0","WIC01","CAG","w","exhibition",""
"MEM194105041","soueh101","KCM","2","2","value","1","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19410504","1","MEM02","MEM","l","exhibition","y"
"KCM194109020","soueh101","KCM","6","1","value","4","2","1","1","0","0","0","","0","","0","2","","","0","","","0","","","","","19410902","0","BEL01","CAG","w","regular","y"
"CAG194109030","soueh101","KCM","7","1","value","4","4","2","2","1","0","0","","0","","0","0","0","","0","","","0","","","","","19410903","0","SPR03","CAG","w","regular","y"
"KCM194109110","soueh101","KCM","7","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19410911","0","OSH01","BIR","l","regular","y"
"KCM194109150","soueh101","KCM","6","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19410915","0","LIM01","CAG","l","regular","y"
"MLS194110050","soueh101","KCM","6","1","value","3","3","1","1","0","0","0","0","0","","0","0","","","0","","","","","","","","19411005","0","STL07","MLS","l","exhibition","y"
"KCM194204120","soueh101","KCM","","","value","","","","1","","1","","3","","","","","","","","","","","","","","","19420412","0","HOU04","JAX","w","exhibition",""
"KCM194204120","soueh101","KCM","","","lower","","1","","1","","1","","3","","","","","","","","","","","","","","","19420412","0","HOU04","JAX","w","exhibition",""
