"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"HOM193904231","decul101","KCM","8","1","value","3","3","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19390423","1","NOL01","HOM","l","exhibition","y"
"HOM193904232","decul101","KCM","8","1","value","3","3","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19390423","2","NOL01","HOM","l","exhibition","y"
"HOM193904250","decul101","KCM","8","1","value","4","4","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19390425","0","NOL01","HOM","l","exhibition","y"
"CAG193904270","decul101","KCM","","","value","","","","","","","","","","","","","","","","","","","","","","","19390427","0","TEX01","CAG","w","exhibition",""
"KCM193904300","decul101","KCM","8","1","value","5","4","0","0","0","0","0","0","0","0","1","0","0","","0","0","0","0","1","","","","19390430","0","DAL01","CAG","w","exhibition","y"
"KCM193905040","decul101","KCM","","","value","","","","","","","","","","","","","","","","","","","","","","","19390504","0","TUL01","CAG","w","exhibition",""
"MEM193905090","decul101","KCM","","","value","","","","","","","","","","","","0","0","","","","","","","","","","19390509","0","CLA01","MEM","l","exhibition",""
"KCM193905141","decul101","KCM","8","1","value","4","3","0","0","0","0","0","0","0","0","0","1","0","","0","0","0","0","0","","","","19390514","1","KAN05","MEM","w","regular","y"
"KCM193905142","decul101","KCM","8","1","value","2","2","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19390514","2","KAN05","MEM","w","regular","y"
"KCM193905150","decul101","KCM","","","value","","","","","","","","","","","","","","","","","","","","","","","19390515","0","STJ01","MEM","w","exhibition",""
"KCM193905170","decul101","KCM","8","1","value","4","4","0","0","0","0","0","","0","0","0","0","0","","0","","","0","","","","","19390517","0","KAN05","MEM","w","regular","y"
"CAG193905200","decul101","KCM","8","1","value","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19390520","0","CHI09","CAG","l","regular","y"
"KCM193905301","decul101","KCM","9","3","value","1","1","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","1","","19390530","1","KAN05","CV9","l","regular","y"
"KCM193905302","decul101","KCM","8","1","value","3","3","0","1","0","0","0","1","0","0","0","0","0","","0","0","0","0","0","","","","19390530","2","KAN05","CV9","w","regular","y"
"KCM193906041","decul101","KCM","8","1","value","3","3","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19390604","1","KAN05","SSA","w","regular","y"
"KCM193906042","decul101","KCM","8","2","value","1","0","0","0","0","0","0","0","0","0","0","1","0","","0","0","0","0","0","","1","","19390604","2","KAN05","SSA","w","regular","y"
"MEM193906111","decul101","KCM","8","1","value","3","3","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19390611","1","OKC01","MEM","l","regular","y"
"MEM193906112","decul101","KCM","","","value","","","","","","","","","","","","","","","","","","","","","","","19390611","2","OKC01","MEM","w","regular",""
"MEM193906120","decul101","KCM","","","value","","","","","","","","","","","","","","","","","","","","","","","19390612","0","OKC01","MEM","w","regular",""
"MEM193906140","decul101","KCM","8","1","value","2","1","1","1","0","0","0","","0","","0","1","","","0","","","0","","","","","19390614","0","WIC01","MEM","l","regular","y"
"CV9193906181","decul101","KCM","8","1","value","5","5","0","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19390618","1","CLE07","CV9","w","regular","y"
"CV9193906182","decul101","KCM","8","1","value","0","0","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19390618","2","CLE07","CV9","l","regular","y"
"KCM193907021","decul101","KCM","7","3","value","2","2","1","2","1","0","0","1","0","0","0","0","0","","0","0","0","0","0","","","","19390702","1","KAN05","CAG","w","regular","y"
"CAG193907042","decul101","KCM","","","value","","","","","","","","","","","","","","","","","","","","","","","19390704","2","CHI09","CAG","l","regular",""
"KCM193907070","decul101","KCM","9","4","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19390707","0","DES01","SSA","l","regular","y"
"HOM194004282","decul101","KCM","7","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400428","2","NOL01","HOM","l","exhibition","y"
"KCM194005082","decul101","KCM","8","1","value","3","2","0","0","0","0","0","0","0","","0","1","","","0","","","0","","","","","19400508","2","NOL01","SNO","t","exhibition","y"
"CV9194006030","decul101","KCM","5","1","value","4","4","0","0","0","0","0","","0","","0","0","0","","1","","","0","","","","","19400603","0","WAR02","CV9","l","regular","y"
"KCM194006092","decul101","KCM","8","2","value","1","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400609","2","KAN05","CAG","l","regular","y"
"IN8194006170","decul101","KCM","","","value","","","","","","","","","","","","","","","","","","","","","","","19400617","0","FOR04","IN8","w","regular",""
"HOM194006200","decul101","KCM","8","2","value","1","1","0","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400620","0","PIT06","HOM","l","exhibition","y"
"PH5194006221","decul101","KCM","4","2","value","3","3","0","0","0","0","0","0","0","","0","","","2","0","","","0","","","","","19400622","1","PHI17","PH5","l","exhibition","y"
"PH5194006222","decul101","KCM","6","1","value","4","4","2","3","0","0","0","1","0","","0","","","","0","","","0","","","","","19400622","2","PHI17","PH5","w","exhibition","y"
"BLG194006250","decul101","KCM","5","1","value","6","6","2","3","0","0","1","1","0","","0","0","0","","0","","","0","","","","","19400625","0","BAL09","BLG","l","exhibition","y"
"IN8194006270","decul101","KCM","5","1","value","4","4","1","2","0","1","0","","0","","0","0","0","","0","","","0","","","","","19400627","0","IND10","IN8","l","regular","y"
"IN8194006280","decul101","KCM","","","value","","","","","","","","","","","","","","","","","","","","","","","19400628","0","IND10","IN8","l","regular",""
"KCM194006301","decul101","KCM","4","2","value","1","1","0","0","0","0","0","0","0","","0","0","0","1","0","","","0","","","","","19400630","1","KAN05","SNO","l","regular","y"
"KCM194006302","decul101","KCM","3","1","value","4","3","2","2","0","0","0","1","1","","0","0","0","","2","","","0","","","","","19400630","2","KAN05","SNO","w","regular","y"
"KCM194007010","decul101","KCM","","","value","","","","","","","","","","","","","","","","","","","","","","","19400701","0","TUL01","SNO","w","regular",""
"KCM194007040","decul101","KCM","6","1","value","4","3","0","1","0","0","0","0","0","","0","1","","","0","","","0","","","","","19400704","0","KAN05","BIR","w","regular","y"
"KCM194007142","decul101","KCM","6","1","value","4","4","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400714","2","KAN05","CV9","w","regular","y"
"CAG194007282","decul101","KCM","","","value","","","0","","","","","0","","","","","","","","","","","","","","","19400728","2","CHI09","CAG","l","regular",""
"KCM194008020","decul101","KCM","4","2","value","3","3","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400802","0","BEL01","IN8","t","regular","y"
"BIR194008041","decul101","KCM","5","2","value","1","1","1","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400804","1","BIR01","BIR","l","regular","y"
"BIR194008042","decul101","KCM","5","1","value","4","4","1","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400804","2","BIR01","BIR","w","regular","y"
"KCM194008181","decul101","KCM","7","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400818","1","KAN05","IN8","w","regular","y"
"KCM194008182","decul101","KCM","6","1","value","3","2","0","1","0","0","0","1","0","","0","1","","","0","","","0","","","","","19400818","2","KAN05","IN8","w","regular","y"
"KCM194009010","decul101","KCM","6","1","value","3","3","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400901","0","KAN05","BIR","w","regular","y"
"KCM194009022","decul101","KCM","","","value","","","","","","","","","","","","","","","","","","","","","","","19400902","2","OKC01","BIR","w","regular",""
"SAS194010010","decul101","SAS","8","1","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19401001","0","NOL01","NAS","l","allstar","y"
