"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"BIR194003310","boona101","BIR","3","value","","","","","","","","","","","","","","","","","","","","","","1","","19400331","0","JAC01","MEM","L","exhibition",""
"BIR194003310","boona101","BIR","3","lower","","","","","","","","","","","","","","","","","","","","","","","","19400331","0","JAC01","MEM","L","exhibition",""
"BIR194003310","boona101","BIR","3","upper","","","","","","","","","","","","","","","","","","","1","","","","","19400331","0","JAC01","MEM","L","exhibition",""
"CV9194006022","boona101","CV9","2","value","6","","11","5","","0","0","5","","0","","0","0","0","0","","","","","","","","","19400602","2","CLE06","KCM","L","regular","y"
"CV9194006022","boona101","CV9","2","lower","","","","","","0","0","","","0","","0","0","0","0","","","","","","","","","19400602","2","CLE06","KCM","L","regular","y"
"CV9194006022","boona101","CV9","2","upper","","","","","","0","0","","","0","","0","0","0","0","","","","","","","","","19400602","2","CLE06","KCM","L","regular","y"
"BIR194006231","boona101","CV9","3","value","14","","19","4","","","","1","","1","","","","","","","","1","","","","1","","19400623","1","BIR01","BIR","W","regular","y"
"BIR194006231","boona101","CV9","3","lower","14","","19","4","","","","1","","1","","","","","","","","","","","","","","19400623","1","BIR01","BIR","W","regular","y"
"BIR194006231","boona101","CV9","3","upper","14","","19","4","","","","1","","1","","","","","","","","","","","","","","19400623","1","BIR01","BIR","W","regular","y"
"CV9194009021","boona101","SNO","1","value","27","","","9","","1","","8","","","","","","","","","","1","","","1","","1","19400902","1","ATL04","CV9","W","regular",""
"CV9194009021","boona101","SNO","1","lower","27","","","9","","1","","8","","","","","","","","","","","","","","","","19400902","1","ATL04","CV9","W","regular",""
"CV9194009021","boona101","SNO","1","upper","27","","","9","","1","","8","","","","","","","","","","","","","","","","19400902","1","ATL04","CV9","W","regular",""
"SNO194009150","boona101","SNO","3","value","0","1","1","0","0","0","0","0","","1","","0","0","0","0","","","","","","","","","19400915","0","NOL01","BIR","W","exhibition","y"
"SNO194009150","boona101","SNO","3","lower","0","1","1","0","0","0","0","0","","1","","0","0","0","0","","","","","","","","","19400915","0","NOL01","BIR","W","exhibition","y"
"SNO194009150","boona101","SNO","3","upper","0","1","1","0","0","0","0","0","","1","","0","0","0","0","","","","","","","","","19400915","0","NOL01","BIR","W","exhibition","y"
"SNO194009170","boona101","SNO","1","value","27","","","1","","","1","5","","","","","","","","","","1","","","1","","1","19400917","0","BAT01","BIR","W","exhibition",""
"SNO194009170","boona101","SNO","1","lower","27","","","1","","","1","5","","","","","","","","","","","","","","","","19400917","0","BAT01","BIR","W","exhibition",""
"SNO194009170","boona101","SNO","1","upper","27","","","1","","","1","5","","","","","","","","","","","","","","","","19400917","0","BAT01","BIR","W","exhibition",""
"MEM194009290","boona101","SNO","1","value","9","","20","6","","0","0","7","","5","","2","0","1","0","","","","1","","1","","","19400929","0","MEM02","MEM","L","exhibition","y"
"MEM194009290","boona101","SNO","1","lower","9","","","6","","0","0","7","","5","","2","0","1","0","","","","","","","","","19400929","0","MEM02","MEM","L","exhibition","y"
"MEM194009290","boona101","SNO","1","upper","9","","","6","","0","0","7","","5","","2","0","1","0","","","","","","","","","19400929","0","MEM02","MEM","L","exhibition","y"
"CCB194204220","boona101","CCB","1","value","","","","","","","","","","","","","","","","","","","","","1","","","19420422","0","PTX01","JAX","T","exhibition",""
"CCB194204220","boona101","CCB","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19420422","0","PTX01","JAX","T","exhibition",""
"CCB194204220","boona101","CCB","1","upper","","","","","","","","","","","","","","","","","","","","","","","","19420422","0","PTX01","JAX","T","exhibition",""
"CCB194205311","boona101","CCB","1","value","27","","36","8","2","0","0","2","","2","","4","0","0","0","2","","1","","","1","","1","19420531","1","CLE06","JAX","W","regular","y"
"CCB194205311","boona101","CCB","1","lower","27","","33","8","2","0","0","2","","2","","4","0","0","0","0","","","","","","","","19420531","1","CLE06","JAX","W","regular","y"
"CCB194205311","boona101","CCB","1","upper","27","","36","8","2","0","0","2","","2","","4","0","0","0","2","","","","","","","","19420531","1","CLE06","JAX","W","regular","y"
"CCB194206240","boona101","CCB","1","value","27","","39","5","0","0","0","4","","1","","5","3","0","1","0","","1","","","1","","1","19420624","0","CAN03","BIR","W","regular","y"
"CCB194206240","boona101","CCB","1","lower","27","","35","5","0","0","0","4","","1","","5","3","0","1","0","","","","","","","","19420624","0","CAN03","BIR","W","regular","y"
"CCB194206240","boona101","CCB","1","upper","27","","39","5","0","0","0","4","","1","","5","3","0","1","0","","","","","","","","19420624","0","CAN03","BIR","W","regular","y"
"CCB194207170","boona101","CCB","2","value","","","","","","","","","","","","","","","","","","","1","","","1","","19420717","0","DAY03","HOM","L","exhibition",""
"CCB194207170","boona101","CCB","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19420717","0","DAY03","HOM","L","exhibition",""
"CCB194207170","boona101","CCB","2","upper","","","","","","","","","","","","","","","","","","","","","","","","19420717","0","DAY03","HOM","L","exhibition",""
"CCB194207200","boona101","CCB","2","value","17","","25","5","","0","0","3","","2","","2","0","0","0","1","","","","","","1","","19420720","0","YOU01","HOM","L","exhibition","y"
"CCB194207200","boona101","CCB","2","lower","17","","","5","","0","0","2","","2","","2","0","0","0","","","","","","","","","19420720","0","YOU01","HOM","L","exhibition","y"
"CCB194207200","boona101","CCB","2","upper","17","","","5","","0","0","7","","2","","2","0","0","0","","","","","","","","","19420720","0","YOU01","HOM","L","exhibition","y"
"NW2194208030","boona101","CCB","2","value","12","","17","3","0","1","0","1","","2","","1","0","0","0","","","","","","","1","","19420803","0","HAR02","NW2","L","exhibition","y"
"NW2194208030","boona101","CCB","2","lower","12","","","3","0","1","0","1","","2","","1","0","0","0","","","","","","","","","19420803","0","HAR02","NW2","L","exhibition","y"
"NW2194208030","boona101","CCB","2","upper","12","","","3","0","1","0","1","","2","","1","0","0","0","","","","","","","","","19420803","0","HAR02","NW2","L","exhibition","y"
"CCB194208110","boona101","CCB","1","value","1","","","","","","","1","","","","","","","","","","","1","","1","","","19420811","0","CIN07","HOM","L","exhibition",""
"CCB194208110","boona101","CCB","1","lower","1","","","","","","","1","","","","","","","","","","","","","","","","19420811","0","CIN07","HOM","L","exhibition",""
