"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"CV9194003240","sarva101","CV9","3","value","9","","11","2","","0","0","1","","0","","2","0","0","0","","","1","","","","1","","19400324","0","JKV01","SNO","W","exhibition","y"
"CV9194003240","sarva101","CV9","3","lower","9","","","2","","0","0","1","","0","","2","0","0","0","","","","","","","","","19400324","0","JKV01","SNO","W","exhibition","y"
"CV9194003240","sarva101","CV9","3","upper","9","","","2","","0","0","1","","0","","2","0","0","0","","","","","","","","","19400324","0","JKV01","SNO","W","exhibition","y"
"CV9194003310","sarva101","CV9","2","value","9","","13","4","0","0","0","1","","0","","3","0","0","0","0","","","","","","","","19400331","0","JKV01","SNO","W","exhibition","y"
"CV9194003310","sarva101","CV9","2","lower","9","","","4","0","0","0","1","","0","","3","0","0","0","","","","","","","","","19400331","0","JKV01","SNO","W","exhibition","y"
"CV9194003310","sarva101","CV9","2","upper","9","","","4","0","0","0","1","","0","","3","0","0","0","","","","","","","","","19400331","0","JKV01","SNO","W","exhibition","y"
"CV9194004150","sarva101","CV9","1","value","","","","","","","","","","","","","","","","","","","","","1","","","19400415","0","JKV01","HOM","L","exhibition",""
"CV9194004150","sarva101","CV9","1","lower","","","","","","","","","","","","","","","","","","","","","","","","19400415","0","JKV01","HOM","L","exhibition",""
"CV9194004150","sarva101","CV9","1","upper","","","","","","","","","","","","","","","","","","","1","","","","","19400415","0","JKV01","HOM","L","exhibition",""
"CV9194004170","sarva101","CV9","1","value","27","","38","13","3","0","0","4","","0","","6","0","0","0","0","","1","","","1","","1","19400417","0","JKV01","NW2","W","exhibition","y"
"CV9194004170","sarva101","CV9","1","lower","27","","38","13","3","0","0","4","","","","6","0","0","0","0","","","","","","","","19400417","0","JKV01","NW2","W","exhibition","y"
"CV9194004170","sarva101","CV9","1","upper","27","","38","13","3","0","0","4","","","","6","0","0","0","0","","","","","","","","19400417","0","JKV01","NW2","W","exhibition","y"
"CV9194005122","sarva101","CV9","1","value","21","","30","7","3","0","1","4","","2","","","0","0","0","0","","","","","1","","1","19400512","2","ATL04","CAG","T","regular","y"
