"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"MEM194205101","mcdaf101","MEM","1","7","value","27","","","0","0","0","","","","","1","19420510","1","MEM02","CCB","w","regular","y"
"KCM194205171","mcdaf101","MEM","1","7","value","24","1","0","1","0","0","","","","","1","19420517","1","KAN05","KCM","l","regular","y"
"KCM194205172","mcdaf101","MEM","1","7","value","21","2","0","0","0","0","","","","","1","19420517","2","KAN05","KCM","w","regular","y"
"MEM194205241","mcdaf101","MEM","1","7","value","27","","","0","0","0","","","","","1","19420524","1","MEM02","CAG","w","regular","y"
"CAG194205310","mcdaf101","MEM","1","7","value","27","","","0","0","0","","","","","1","19420531","0","CHI10","CAG","w","regular","y"
"MEM194206071","mcdaf101","MEM","1","7","value","27","6","0","0","0","0","","","","","1","19420607","1","LRK02","JAX","w","regular","y"
"KCM194206210","mcdaf101","MEM","1","7","value","26","4","0","0","0","0","","","","","1","19420621","0","KAN05","KCM","l","regular","y"
"BIR194206281","mcdaf101","MEM","1","7","value","24","2","0","0","0","0","","","","","1","19420628","1","BIR01","BIR","l","regular","y"
"BIR194206282","mcdaf101","MEM","1","7","value","18","3","0","0","0","0","","","","","1","19420628","2","BIR01","BIR","l","regular","y"
"MEM194207041","mcdaf101","MEM","1","7","value","30","","","0","0","0","","","","","1","19420704","1","MEM02","KCM","w","regular","y"
"KCM194207150","mcdaf101","MEM","1","7","value","27","1","0","0","0","0","","","","","1","19420715","0","TOP01","KCM","w","regular","y"
"KCM194207160","mcdaf101","MEM","1","7","value","24","0","0","0","0","0","","","","","1","19420716","0","STJ01","KCM","l","regular","y"
"BIR194207191","mcdaf101","MEM","1","7","value","27","0","2","0","0","0","","","","","1","19420719","1","BIR01","BIR","w","regular","y"
"BIR194207192","mcdaf101","MEM","1","7","value","18","0","0","0","0","0","","","","","1","19420719","2","BIR01","BIR","l","regular","y"
"KCM194207261","mcdaf101","MEM","1","7","value","27","1","0","0","0","0","","","","","1","19420726","1","CHI11","KCM","w","regular","y"
"KCM194207262","mcdaf101","MEM","1","7","value","18","1","0","0","0","0","","","","","1","19420726","2","CHI11","KCM","l","regular","y"
"CI2194208022","mcdaf101","MEM","1","7","value","32","","","0","0","0","","","","","1","19420802","2","CIN07","CI2","l","exhibition","y"
"CCB194208120","mcdaf101","MEM","1","7","value","27","0","0","0","0","0","","","","","1","19420812","0","CAN03","CCB","w","regular","y"
"NY5194208160","mcdaf101","MEM","1","5","value","30","1","3","0","0","0","","","","","1","19420816","0","NYC16","NY5","t","exhibition","y"
"MEM194208301","mcdaf101","MEM","1","5","value","27","1","","0","0","0","","","","","1","19420830","1","MEM02","BIR","l","regular","y"
"MEM194209061","mcdaf101","MEM","1","7","value","30","","","1","0","0","","","","","1","19420906","1","CHI11","BIR","l","regular","y"
"MEM194209131","mcdaf101","MEM","1","7","value","27","","","0","1","0","","","","","1","19420913","1","MEM02","CAG","w","exhibition","y"
"MEM194209132","mcdaf101","MEM","1","7","value","21","","","0","0","0","","","","","1","19420913","2","MEM02","CAG","l","exhibition","y"
"MEM194304251","mcdaf101","MEM","1","7","value","27","2","","0","0","0","","","","","1","19430425","1","MEM03","CAG","w","exhibition","y"
"MEM194305021","mcdaf101","MEM","1","7","value","27","","","0","0","0","","","","","1","19430502","1","MEM02","CAG","l","exhibition","y"
"MEM194305231","mcdaf101","MEM","1","5","value","27","","","0","1","0","","","","","1","19430523","1","MEM03","BIR","w","regular","y"
"BIR194305301","mcdaf101","MEM","1","5","value","24","1","3","0","0","0","","","","","1","19430530","1","BIR01","BIR","l","regular","y"
"BIR194305302","mcdaf101","MEM","1","5","value","18","1","5","0","1","0","","","","","1","19430530","2","BIR01","BIR","l","regular","y"
"KCM194306110","mcdaf101","MEM","1","5","value","32","1","0","0","0","0","","","","","1","19430611","0","SPR04","KCM","l","regular","y"
"CI2194306131","mcdaf101","MEM","1","5","value","27","1","0","0","0","0","","","","","1","19430613","1","CIN07","CI2","w","regular","y"
"CI2194306132","mcdaf101","MEM","1","5","value","18","2","","0","0","0","","","","","1","19430613","2","CIN07","CI2","w","regular","y"
"MEM194306160","mcdaf101","MEM","1","5","value","27","1","5","0","0","0","","","","","1","19430616","0","SPR04","NY6","w","exhibition","y"
"MEM194306271","mcdaf101","MEM","1","7","value","27","4","","0","0","0","","","","","1","19430627","1","MEM03","CI2","l","regular","y"
"KCM194307041","mcdaf101","MEM","1","5","value","24","1","1","0","0","0","","","","","1","19430704","1","KAN05","KCM","l","regular","y"
"KCM194307042","mcdaf101","MEM","1","5","value","21","1","0","0","0","0","","","","","1","19430704","2","KAN05","KCM","w","regular","y"
"KCM194307051","mcdaf101","MEM","1","5","value","24","0","1","0","0","0","","","","","1","19430705","1","KAN05","KCM","l","regular","y"
"KCM194307052","mcdaf101","MEM","1","5","value","18","0","1","0","0","0","","","","","1","19430705","2","KAN05","KCM","l","regular","y"
"MEM194307181","mcdaf101","MEM","1","5","value","27","0","2","0","0","0","","","","","1","19430718","1","CHI11","NY6","w","exhibition","y"
"MEM194307251","mcdaf101","MEM","1","5","value","27","0","","0","0","0","","","","","1","19430725","1","MEM03","CVB","w","regular","y"
"CVB194308011","mcdaf101","MEM","1","5","value","24","1","1","0","0","0","","","","","1","19430801","1","CLE06","CVB","l","exhibition","y"
"CVB194308012","mcdaf101","MEM","1","5","value","18","1","1","0","0","0","","","","","1","19430801","2","CLE06","CVB","l","exhibition","y"
"CVB194308040","mcdaf101","MEM","1","5","value","27","0","2","0","0","0","","","","","1","19430804","0","ERI01","CVB","w","regular","y"
"MEM194308221","mcdaf101","MEM","1","7","value","27","","","0","0","0","","","","","1","19430822","1","NOL01","CAG","l","regular","y"
"MEM194308260","mcdaf101","MEM","1","7","value","27","1","0","1","0","0","","","","","1","19430826","0","OKC02","CAG","l","regular","y"
"MEM194308291","mcdaf101","MEM","1","7","value","27","","","0","0","0","","","","","1","19430829","1","MEM02","CAG","l","regular","y"
"KCM194405030","mcdaf101","MEM","1","7","value","31","0","0","0","0","0","","","","","1","19440503","0","OKC02","KCM","l","exhibition","y"
"MEM194405071","mcdaf101","MEM","1","7","value","27","","","0","0","0","","","","","1","19440507","1","MEM03","KCM","l","regular","y"
"CAG194405141","mcdaf101","MEM","1","7","value","12","3","0","0","0","0","","","","","1","19440514","1","CHI10","CAG","w","regular","y"
"CAG194405142","mcdaf101","MEM","1","7","value","18","","","0","","0","0","","","","","19440514","2","CHI10","CAG","l","regular",""
"CIA194405240","mcdaf101","MEM","1","7","value","24","","","0","0","0","","","","","1","19440524","0","SPR03","CIA","l","regular","y"
"CIA194405250","mcdaf101","MEM","1","7","value","27","","","0","0","0","","","","","1","19440525","0","DAV01","CIA","w","regular","y"
"CIA194405281","mcdaf101","MEM","1","7","value","24","","","0","0","0","","","","","1","19440528","1","CIN07","CIA","l","regular","y"
"MEM194406041","mcdaf101","MEM","1","7","value","","0","","0","0","0","","","","","","19440604","1","MEM03","CVB","l","regular","y"
"MEM194406112","mcdaf101","MEM","1","7","value","39","2","0","0","0","0","","","","","1","19440611","2","CHI11","NW2","l","exhibition","y"
"MEM194406130","mcdaf101","MEM","1","7","value","27","1","0","0","0","0","","","","","1","19440613","0","DAV01","NW2","l","exhibition","y"
"MEM194406181","mcdaf101","MEM","1","7","value","27","3","","0","0","0","","","","","1","19440618","1","BEA01","BIR","l","regular","y"
"MEM194406260","mcdaf101","MEM","1","7","value","27","2","0","0","0","0","","","","","1","19440626","0","NOL01","CIA","l","regular","y"
"CAG194407021","mcdaf101","MEM","1","7","value","27","","","0","0","0","","","","","1","19440702","1","DET04","CAG","w","regular","y"
"MEM194407161","mcdaf101","MEM","1","7","value","27","2","","0","0","0","","","","","1","19440716","1","MEM03","CVB","w","regular","y"
"MEM194407200","mcdaf101","MEM","1","7","value","27","1","0","0","0","0","","","","","1","19440720","0","OKC02","CVB","w","regular","y"
"MEM194407231","mcdaf101","MEM","1","7","value","27","","","0","0","0","","","","","1","19440723","1","MEM03","CAG","l","regular","y"
"KCM194407301","mcdaf101","MEM","1","7","value","27","","","0","0","0","","","","","1","19440730","1","CHI11","KCM","w","regular","y"
"KCM194407302","mcdaf101","MEM","1","7","value","24","2","0","0","0","0","","","","","1","19440730","2","CHI11","KCM","w","regular","y"
"BIR194408061","mcdaf101","MEM","1","7","value","27","","","0","0","0","","","","","1","19440806","1","BIR01","BIR","w","regular","y"
"BIR194408062","mcdaf101","MEM","1","7","value","18","","","0","","0","0","","","","","19440806","2","BIR01","BIR","l","regular",""
"CAG194408201","mcdaf101","MEM","1","7","value","9","0","","0","0","0","","","","","1","19440820","1","CHI10","CAG","w","regular","y"
"KCM194409031","mcdaf101","MEM","1","7","value","24","1","0","1","0","0","","","","","1","19440903","1","KAN05","KCM","l","regular","y"
"KCM194409032","mcdaf101","MEM","1","7","value","","1","0","0","0","0","","","","","1","19440903","2","KAN05","KCM","w","regular","y"
"KCM194409040","mcdaf101","MEM","1","5","value","24","0","0","1","0","0","","","","","1","19440904","0","KAN05","KCM","l","regular","y"
"KCM194409050","mcdaf101","MEM","1","7","value","24","1","0","0","0","0","","","","","1","19440905","0","STJ01","KCM","l","exhibition","y"
"KCM194409070","mcdaf101","MEM","1","7","value","27","0","0","0","0","0","","","","","1","19440907","0","OKC02","KCM","w","exhibition","y"
"MEM194409140","mcdaf101","MEM","1","7","value","27","3","0","0","0","0","","","","","1","19440914","0","OKC02","CAG","w","exhibition","y"
"MEM194410050","mcdaf101","MEM","1","7","value","27","1","","0","","0","0","","","","","19441005","0","OKC02","BLG","w","exhibition",""
"MEM194504150","mcdaf101","MEM","1","7","value","27","","","0","0","0","","","","","1","19450415","0","MEM02","KCM","w","exhibition","y"
"MEM194505061","mcdaf101","MEM","1","8","value","27","3","","0","0","0","","","","","1","19450506","1","MEM03","CIA","w","regular","y"
"MEM194505210","mcdaf101","MEM","1","7","value","27","3","0","0","0","0","","","","","1","19450521","0","MUN02","BIR","l","regular","y"
