"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"ASD193510060","rybam101","ASD","1","value","9","0","12","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","1","","","19351006","0","KAN05","KCM","W","exhibition","y"
"ASD193510060","rybam101","ASD","1","lower","9","","12","3","","","0","0","0","0","","0","0","0","0","0","","","","","","","","19351006","0","KAN05","KCM","W","exhibition","y"
"ASD193510060","rybam101","ASD","1","upper","9","","12","3","","","0","0","0","0","","1","0","0","0","0","","","","","","","","19351006","0","KAN05","KCM","W","exhibition","y"
"SHR193510090","rybam101","SHR","3","value","6","0","9","3","0","0","1","2","2","0","0","0","0","0","0","1","0","","","","","","","19351009","0","DAY03","PTC","L","exhibition","y"
"SHR193510090","rybam101","SHR","3","lower","6","0","9","3","","","1","2","","0","","0","0","0","0","1","","","","","","","","19351009","0","DAY03","PTC","L","exhibition","y"
"SHR193510090","rybam101","SHR","3","upper","6","0","9","3","","","1","2","","0","","0","0","0","0","1","","","","","","","","19351009","0","DAY03","PTC","L","exhibition","y"
"MLS193610020","rybam101","MLS","2","value","6","","7","1","","","0","0","0","0","","1","0","0","0","0","","","","","","1","","19361002","0","DES01","NNS","L","exhibition","y"
"MLS193610020","rybam101","MLS","2","lower","6","","","1","","","0","0","0","0","","1","0","0","0","","","","","","","","","19361002","0","DES01","NNS","L","exhibition","y"
"MLS193610020","rybam101","MLS","2","upper","6","","","1","","","0","0","0","0","","1","0","0","0","","","","","","","","","19361002","0","DES01","NNS","L","exhibition","y"
"MLS193610041","rybam101","MLS","2","value","22","","27","6","","","1","1","1","0","","5","0","0","0","1","","","","","","1","","19361004","1","DEN03","NNS","L","exhibition","y"
"MLS193610041","rybam101","MLS","2","lower","22","","","6","","","1","1","","0","","5","0","0","0","","","","","","","","","19361004","1","DEN03","NNS","L","exhibition","y"
"MLS193610041","rybam101","MLS","2","upper","22","","","6","","","1","1","","0","","5","0","0","0","","","","","","","","","19361004","1","DEN03","NNS","L","exhibition","y"
"MLS193610070","rybam101","MLS","3","value","15","","21","8","","","0","2","2","0","","0","1","1","0","1","","","1","","","1","","19361007","0","DES01","NNS","L","exhibition","y"
"MLS193610070","rybam101","MLS","3","lower","15","","","8","","","0","2","2","0","","0","1","1","0","","","","","","","","","19361007","0","DES01","NNS","L","exhibition","y"
"MLS193610070","rybam101","MLS","3","upper","15","","","8","","","0","2","2","0","","0","1","1","0","","","","","","","","","19361007","0","DES01","NNS","L","exhibition","y"
