"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"CV6193106170","coopa103","LS4","1","6","value","24","6","1","2","1","0","","","","","","19310617","0","CLE11","CV6","l","regular","y"
"PTC193209190","coopa103","HOM","1","8","value","27","0","0","0","0","0","","","","","1","19320919","0","PIT09","PTC","w","exhibition","y"
"PTC193307231","coopa103","PTC","1","7","value","27","2","0","0","0","0","","","","","1","19330723","1","CLE06","CAG","w","regular","y"
"PTC193307232","coopa103","PTC","1","5","value","","0","2","0","0","0","","","","","","19330723","2","CLE06","CAG","w","regular","y"
"NNS193410230","coopa103","NNS","1","6","value","27","1","3","0","1","0","","","","","1","19341023","0","PIT06","ASD","w","exhibition","y"
"NY5194005262","coopa103","NY5","1","6","value","9","0","1","2","0","0","","","","","","19400526","2","NYC16","BLG","l","regular","y"
"NY5194006140","coopa103","NY5","1","5","value","21","","","1","0","0","","","","","1","19400614","0","PAT01","PH5","w","regular","y"
"BIR194104201","coopa103","NY5","1","4","value","27","0","3","0","0","0","","","","","1","19410420","1","BIR01","BIR","w","exhibition","y"
"BIR194104202","coopa103","NY5","1","4","value","18","1","2","0","0","0","","","","","1","19410420","2","BIR01","BIR","l","exhibition","y"
"NY5194104270","coopa103","NY5","1","7","value","27","1","0","0","1","0","","","","","1","19410427","0","PTR01","NY6","w","exhibition","y"
"NY5194105111","coopa103","NY5","1","6","value","27","2","4","0","0","0","","","","","1","19410511","1","NYC16","PH5","w","regular","y"
"NY5194105112","coopa103","NY5","1","6","value","27","3","3","0","0","0","","","","","1","19410511","2","NYC16","PH5","l","regular","y"
"PH5194105120","coopa103","NY5","1","6","value","21","1","1","1","0","0","","","","","1","19410512","0","CHE01","PH5","w","regular","y"
"HOM194105181","coopa103","NY5","1","6","value","24","3","","0","0","0","","","","","1","19410518","1","CLE07","HOM","l","regular","y"
"HOM194105182","coopa103","NY5","1","6","value","18","2","","0","0","0","","","","","1","19410518","2","CLE07","HOM","l","regular","y"
"HOM194105200","coopa103","NY5","1","9","value","24","2","0","0","0","0","","","","","1","19410520","0","CAN03","HOM","l","regular","y"
"PH5194105241","coopa103","NY5","1","6","value","","4","3","0","0","0","","","","","1","19410524","1","PHI17","PH5","l","regular","y"
"PH5194105242","coopa103","NY5","1","6","value","21","3","3","1","0","0","","","","","1","19410524","2","PHI17","PH5","w","regular","y"
"NY5194105302","coopa103","NY5","1","6","value","27","4","2","1","1","0","","","","","1","19410530","2","NYC16","NW2","w","regular","y"
"NY5194106082","coopa103","NY5","1","6","value","27","1","","0","0","0","","","","","1","19410608","2","NYC16","NY6","w","regular","y"
"BLG194106221","coopa103","NY5","1","6","value","24","","","1","1","0","","","","","1","19410622","1","BAL10","BLG","l","regular","y"
"BLG194106222","coopa103","NY5","1","6","value","16","","","1","0","0","","","","","1","19410622","2","BAL10","BLG","l","regular","y"
"CAG194106260","coopa103","NY5","1","6","value","27","4","6","0","1","0","","","","","1","19410626","0","IND10","CAG","w","exhibition","y"
"SNO194106270","coopa103","NY5","1","6","value","24","","","0","0","0","","","","","1","19410627","0","BEL01","SNO","l","exhibition","y"
"KCM194106291","coopa103","NY5","1","6","value","24","1","5","1","0","0","","","","","1","19410629","1","KAN05","KCM","l","exhibition","y"
