"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"PH5194807130","wilsc104","IN9","8","3","value","0","0","0","0","0","0","0","","0","","0","0","","","0","","","","","","","","19480713","0","WIL04","PH5","l","exhibition","y"
"CAG194807230","wilsc104","IN9","","","value","1","1","","1","","","","1","","","","","","","","","","","","","1","","19480723","0","CHI10","CAG","l","regular",""
"KCM194807252","wilsc104","IN9","5","1","value","3","3","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19480725","2","KAN05","KCM","l","regular","y"
"KCM194807270","wilsc104","IN9","8","1","value","4","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19480727","0","KAN05","KCM","l","regular","y"
"KCM194807280","wilsc104","IN9","8","1","value","1","1","0","1","0","0","0","1","0","","0","0","0","","0","","","0","","","","","19480728","0","STJ01","KCM","w","regular","y"
"PH5194808022","wilsc104","IN9","6","1","value","4","4","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19480802","2","PHI11","PH5","w","exhibition","y"
"MEM194808310","wilsc104","IN9","","","value","","","1","1","","","1","3","","","","","","","","","","","","","","","19480831","0","GRE02","MEM","w","regular",""
"MEM194808310","wilsc104","IN9","","","lower","","1","1","1","","","1","3","","","","","","","","","","","","","","","19480831","0","GRE02","MEM","w","regular",""
"HOM194809051","wilsc104","IN9","7","1","value","3","3","0","1","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19480905","1","WAS09","HOM","l","exhibition","y"
"NW2194809062","wilsc104","IN9","6","1","value","4","4","1","2","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","19480906","2","NWK04","NW2","w","exhibition","y"
"PH5194809082","wilsc104","IN9","6","1","value","4","4","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19480908","2","PHI11","PH5","l","exhibition","y"
"CAG194809122","wilsc104","IN9","","","value","","","1","","","","","","","","","","","","","","","","","","","","19480912","2","CHI10","CAG","l","exhibition",""
"BIR194904170","wilsc104","IN9","4","1","value","7","7","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","19490417","0","ATL04","BIR","l","exhibition","y"
"IN9194904280","wilsc104","IN9","6","6","value","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1","","19490428","0","CHA03","KCM","l","exhibition","y"
"PH5194905120","wilsc104","IN9","5","2","value","1","0","0","0","0","0","0","0","1","0","0","0","0","","0","0","0","0","0","","1","","19490512","0","WIL04","PH5","w","regular","y"
"PH5194905131","wilsc104","IN9","8","2","value","1","1","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","1","","19490513","1","PHI11","PH5","l","regular","y"
"PH5194905132","wilsc104","IN9","7","3","value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19490513","2","PHI11","PH5","l","regular","y"
"KCM194905302","wilsc104","IN9","3","1","value","4","4","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19490530","2","KAN05","KCM","w","regular","y"
"KCM194906070","wilsc104","IN9","6","1","value","4","1","0","1","0","0","0","0","0","0","0","3","0","","0","0","0","0","0","","","","19490607","0","CED01","KCM","l","regular","y"
"KCM194906080","wilsc104","IN9","8","1","value","4","3","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","","","","19490608","0","DAV01","KCM","l","regular","y"
