"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"NSH193209180","banks101","NSH","1","8","value","","0","0","0","0","0","","","","","","19320918","0","NSH02","CAG","l","lcs","y"
"NSH193209211","banks101","NSH","1","1","value","27","","","","","0","0","","","","1","19320921","1","NSH02","CAG","w","lcs",""
"NSH193210060","banks101","NSH","1","8","value","27","6","0","0","0","0","","","","","1","19321006","0","NSH02","CAG","l","lcs","y"
"ASW193309100","banks101","ASW","1","9","value","27","2","0","0","1","0","","","","","1","19330910","0","CHI10","ASE","w","allstar","y"
"PRG193310151","banks101","PRG","1","4","value","27","4","1","0","0","0","","","","","1","19331015","1","LOS05","PIR","w","exhibition","y"
"PRG193310152","banks101","PRG","1","4","value","21","4","2","0","0","0","","","","","1","19331015","2","LOS05","PIR","l","exhibition","y"
"PIR193310160","banks101","PRG","1","1","value","","","","0","","0","0","","","","1","19331016","0","LOS05","PIR","l","exhibition",""
"PRG193310291","banks101","PRG","1","4","value","27","2","1","0","0","0","","","","","1","19331029","1","LOS05","PIR","w","exhibition","y"
"PRG193310292","banks101","PRG","1","4","value","21","1","4","2","0","0","","","","","1","19331029","2","LOS05","PIR","l","exhibition","y"
"PRG193311121","banks101","PRG","1","4","value","27","3","2","1","0","0","","","","","1","19331112","1","LOS05","PIR","w","exhibition","y"
"PRG193311122","banks101","PRG","1","4","value","18","0","3","0","0","0","","","","","1","19331112","2","LOS05","PIR","l","exhibition","y"
"PRG193312251","banks101","PRG","1","4","value","27","4","2","0","1","0","","","","","1","19331225","1","LOS05","PIR","l","exhibition","y"
"ASW193408260","banks101","ASW","1","9","value","27","1","1","0","0","0","","","","","1","19340826","0","CHI10","ASE","l","allstar","y"
"NY6193509130","banks101","PTC","1","7","value","24","2","0","0","0","0","","","","","1","19350913","0","NYC25","NY6","l","lcs","y"
"NY6193509140","banks101","PTC","1","7","value","24","0","0","0","0","0","","","","","1","19350914","0","PHI17","NY6","l","lcs","y"
"NY6193509150","banks101","PTC","1","7","value","27","2","0","0","0","0","","","","","1","19350915","0","NYC25","NY6","w","lcs","y"
"PTC193509180","banks101","PTC","1","7","value","27","0","1","0","0","0","","","","","1","19350918","0","PIT09","NY6","l","lcs","y"
"PTC193509190","banks101","PTC","1","7","value","27","3","0","0","0","0","","","","","1","19350919","0","PIT09","NY6","w","lcs","y"
"PTC193509200","banks101","PTC","1","7","value","27","1","2","0","0","0","","","","","1","19350920","0","PHI17","NY6","w","lcs","y"
"NY6193509210","banks101","PTC","1","7","value","27","4","0","0","0","0","","","","","1","19350921","0","PHI17","NY6","w","lcs","y"
"PH5193509222","banks101","PTC","1","7","value","27","2","0","0","0","0","","","","","1","19350922","2","NYC16","PH5","w","exhibition","y"
"SHR193510090","banks101","PTC","1","7","value","30","0","0","0","0","0","","","","","1","19351009","0","DAY03","SHR","w","exhibition","y"
"ALM193510250","banks101","PTC","1","7","value","33","6","0","0","0","0","","","","","1","19351025","0","MEX01","ALM","t","exhibition","y"
"ALM193510260","banks101","PTC","1","7","value","24","5","0","0","0","0","","","","","1","19351026","0","MEX01","ALM","l","exhibition","y"
"ALM193510270","banks101","PTC","1","7","value","24","3","0","0","0","0","","","","","1","19351027","0","MEX01","ALM","l","exhibition","y"
