"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"KCM194805120","pendj101","CAG","4","1","value","4","3","1","0","0","0","0","1","0","0","0","1","0","","0","0","0","0","0","","","","19480512","0","KAN05","KCM","w","exhibition","y"
"MEM194805210","pendj101","CAG","","","value","","","","","","","","","","","","","","","","","","","","","","","19480521","0","JAC01","MEM","l","regular",""
"CVB194805301","pendj101","CAG","4","1","value","5","5","0","3","0","0","0","0","0","","0","0","","","0","","","","","","","","19480530","1","CLE06","CVB","l","regular","y"
"CAG194806040","pendj101","CAG","","","value","","","","1","","","","1","","","","1","","","","","","","","","","","19480604","0","CHI10","CVB","l","regular",""
"CAG194806040","pendj101","CAG","","","lower","","1","","1","","","","1","","","","1","","","","","","","","","","","19480604","0","CHI10","CVB","l","regular",""
"CAG194806062","pendj101","CAG","","","value","","","","1","","","","1","","","","","","","","","","","","","","","19480606","2","CHI10","IN9","w","regular",""
"CAG194806062","pendj101","CAG","","","lower","","1","","1","","","","1","","","","","","","","","","","","","","","19480606","2","CHI10","IN9","w","regular",""
"IN9194806090","pendj101","CAG","","","value","","","","1","","","","","","","","","","","","","","","","","","","19480609","0","IND10","IN9","w","regular",""
"CAG194806110","pendj101","CAG","3","1","value","4","4","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","19480611","0","CHI10","KCM","l","regular","y"
"CAG194806132","pendj101","CAG","","","value","","","","","","","","","","","","","","","","","","","","","","","19480613","2","CHI10","BIR","l","regular",""
"CAG194806160","pendj101","CAG","","","value","","","2","2","","","2","2","","","","","","","","","","","","","","","19480616","0","WFI01","BIR","l","regular",""
"CAG194806160","pendj101","CAG","","","lower","","2","2","2","","","2","2","","","","","","","","","","","","","","","19480616","0","WFI01","BIR","l","regular",""
"BIR194806200","pendj101","CAG","3","1","value","6","5","2","1","0","0","0","1","0","0","0","1","0","","0","0","0","0","0","","","","19480620","0","BIR01","BIR","l","regular","y"
"BIR194806210","pendj101","CAG","3","1","value","5","5","1","1","0","0","0","1","0","","0","0","","","0","","","","","","","","19480621","0","BIR01","BIR","l","regular","y"
"KCM194807041","pendj101","CAG","3","1","value","4","4","0","2","1","0","0","0","0","","0","0","0","","0","","","0","","","","","19480704","1","KAN05","KCM","l","regular","y"
"KCM194807042","pendj101","CAG","3","1","value","3","3","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19480704","2","KAN05","KCM","l","regular","y"
"KCM194807051","pendj101","CAG","3","1","value","5","4","0","2","0","0","0","0","0","","0","1","","","0","","","0","","","","","19480705","1","KAN05","KCM","l","regular","y"
"KCM194807052","pendj101","CAG","3","1","value","5","4","1","0","0","0","0","0","0","","1","0","0","","1","","","0","","","","","19480705","2","KAN05","KCM","l","regular","y"
"KCM194807080","pendj101","CAG","3","1","value","5","5","0","2","0","0","0","0","0","0","0","0","0","","0","0","0","0","1","","","","19480708","0","DAV01","KCM","l","regular","y"
"CAG194807120","pendj101","CAG","3","1","value","5","5","3","4","1","1","1","4","0","","0","0","0","","0","","","0","","","","","19480712","0","DCT02","KCM","w","regular","y"
"CAG194807160","pendj101","CAG","3","1","value","4","3","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","","","","19480716","0","CHI10","KCM","l","regular","y"
"IN9194807170","pendj101","CAG","","","value","","","","1","","","","","","","","","","","","","","","","","","","19480717","0","IND10","IN9","w","regular",""
"CAG194807220","pendj101","CAG","","","value","","","1","3","","","1","1","","","","","","","","","","","","","","","19480722","0","DCT02","MEM","l","regular",""
"CAG194807220","pendj101","CAG","","","lower","","3","1","3","","","1","1","","","","","","","","","","","","","","","19480722","0","DCT02","MEM","l","regular",""
"CAG194807230","pendj101","CAG","","","value","4","4","2","4","","","","0","","","","","","","","","","","","","","","19480723","0","CHI10","IN9","w","regular",""
"CAG194807252","pendj101","CAG","","","value","","","1","1","","","1","2","","","","","","","","","","","","","","","19480725","2","CHI10","MEM","w","regular",""
"CAG194807252","pendj101","CAG","","","lower","","1","1","1","","","1","2","","","","","","","","","","","","","","","19480725","2","CHI10","MEM","w","regular",""
"PH5194808021","pendj101","CAG","3","1","value","4","4","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19480802","1","PHI11","PH5","l","exhibition","y"
"NW2194808081","pendj101","CAG","2","2","value","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19480808","1","NWK04","NW2","l","exhibition","y"
"KCM194808170","pendj101","CAG","","","value","","","","","","","","","","","","","","","","","","","","","","","19480817","0","STL07","KCM","w","regular",""
"IN9194808190","pendj101","CAG","","","value","","","","1","","","","","","","","","","","","","","","","","","","19480819","0","IND10","IN9","l","regular",""
"CVB194808250","pendj101","CAG","4","1","value","5","4","1","1","","","","0","","","","1","","","","","","","","","","","19480825","0","YOU01","CVB","w","regular","y"
"CAG194808291","pendj101","CAG","","","value","","","","","","","","","","","","","","","","","","","","","","","19480829","1","CHI10","BIR","l","regular",""
"CAG194808291","pendj101","CAG","","","lower","","1","","","","","","","","","","","","","","","","","","","","","19480829","1","CHI10","BIR","l","regular",""
"CAG194809020","pendj101","CAG","","","value","","","1","1","","1","","1","","","","1","","","","","","","","","","","19480902","0","CHI10","BIR","l","regular",""
"CAG194809020","pendj101","CAG","","","lower","","1","1","1","","1","","1","","","","1","","","","","","","","","","","19480902","0","CHI10","BIR","l","regular",""
"CVB194809070","pendj101","CAG","","","value","","","1","1","","","","","","","","","","","","","","","","","","","19480907","0","STC02","CVB","w","exhibition",""
"CVB194809070","pendj101","CAG","","","lower","1","1","1","1","","","","","","","","","","","","","","","","","","","19480907","0","STC02","CVB","w","exhibition",""
