"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"IN9194608042","cathw101","CCR","1","value","21","","","7","","","","2","","","","","","","","","","","","","1","","","1","","1","19460804","2","CIN07","IN9","w","exhibition",""
"KCM194608150","cathw101","CCR","1","value","22","","34","7","0","0","0","7","3","2","0","3","0","0","0","1","0","","","","","1","","1","","","19460815","0","STJ01","KCM","l","exhibition","y"
"IN9194608200","cathw101","CCR","1","value","21","","36","15","0","0","0","9","","3","0","3","0","0","0","","0","","","","","1","","1","","","19460820","0","ERI01","IN9","l","regular","y"
"BIR194804181","cathw101","IN9","1","value","18","2","27","7","0","0","0","6","3","3","0","4","0","0","0","0","0","0","0","0","","1","","1","","","19480418","1","BIR01","BIR","l","exhibition","y"
"IN9194805050","cathw101","IN9","1","value","27","","","8","","","","3","","","","","","","","","","","","","1","","","1","","1","19480505","0","CHT01","CAG","w","regular",""
"MEM194805091","cathw101","IN9","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19480509","1","MEM02","MEM","l","regular",""
"MEM194805140","cathw101","IN9","1","value","27","","","10","","","","4","","","","","","","","","","","","","1","","","1","","1","19480514","0","MEM02","MEM","w","regular",""
"BIR194805180","cathw101","IN9","2","value","11","0","17","4","1","0","1","2","1","1","0","4","0","0","0","0","0","0","0","0","","","","","1","","19480518","0","BIR01","BIR","l","regular","y"
"KCM194805250","cathw101","IN9","1","value","24","0","44","15","3","0","2","12","9","2","0","6","0","0","0","0","0","3","0","0","","1","","1","","1","19480525","0","STJ01","KCM","l","regular","y"
"KCM194805312","cathw101","IN9","1","value","18","","32","11","","","0","9","","2","","","0","0","0","0","","","","","","1","","1","","1","19480531","2","STL07","KCM","l","regular","y"
"IN9194806100","cathw101","IN9","1","value","27","","","17","","","1","9","","0","","13","","","","","","","","","","1","","1","","1","19480610","0","LIM01","CAG","l","regular",""
"IN9194806140","cathw101","IN9","2","value","9","","","","","","","","","","","","","","","","","","","","","","","","1","","19480614","0","COL05","MEM","l","regular",""
"IN9194806220","cathw101","IN9","1","value","21","","","","","","","4","","","","","","","","","","","","","","1","","1","","","19480622","0","COL05","CVB","l","regular",""
"IN9194806220","cathw101","IN9","1","upper","21","","","","","","","14","","","","","","","","","","","","","","","","","","","19480622","0","COL05","CVB","l","regular",""
"BIR194806271","cathw101","IN9","1","value","24","0","34","9","0","2","0","5","5","2","0","4","2","0","0","0","0","0","1","0","","1","","1","","1","19480627","1","BIR01","BIR","l","regular","y"
"CVB194807042","cathw101","IN9","1","value","21","2","","2","","","1","7","","","","","1","","","","","","","","","1","","1","","1","19480704","2","CLE06","CVB","l","regular",""
"CVB194807042","cathw101","IN9","1","upper","21","2","","0","","","1","7","","","","","1","","","","","","","","","","","","","","19480704","2","CLE06","CVB","l","regular",""
"PH5194807082","cathw101","IN9","2","value","18","","21","3","","","0","1","","1","","3","0","0","0","0","","","","","","","","","1","","19480708","2","PHI11","PH5","t","exhibition","y"
"KCM194807252","cathw101","IN9","1","value","3","4","8","4","3","0","0","4","3","0","0","1","0","0","0","0","0","0","0","0","","1","","1","","","19480725","2","KAN05","KCM","l","regular","y"
"KCM194807262","cathw101","IN9","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19480726","2","STL07","KCM","l","regular",""
"KCM194807280","cathw101","IN9","2","value","19","","25","4","","","0","2","0","2","","5","0","0","0","0","","","","","1","","","","1","","19480728","0","STJ01","KCM","w","regular","y"
"PH5194808022","cathw101","IN9","1","value","13","0","19","4","0","0","0","3","3","1","0","0","0","0","1","0","0","0","0","0","","","","1","","","19480802","2","PHI11","PH5","w","exhibition","y"
"BLG194808082","cathw101","IN9","2","value","1","","2","1","","","0","0","","0","","0","0","0","0","0","","","","","","","","","","","19480808","2","BAL14","BLG","l","exhibition","y"
"IN9194808151","cathw101","IN9","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19480815","1","LOU05","KCM","l","regular",""
"IN9194808170","cathw101","IN9","2","value","24","","","","","","","","","","","","","","","","","","","","","","","","1","","19480817","0","COL05","HOM","l","exhibition",""
"IN9194808190","cathw101","IN9","2","value","","","","","","","","","","","","","","","","","","","","","1","","","","1","","19480819","0","IND10","CAG","w","regular",""
"MEM194808310","cathw101","IN9","1","value","27","","","3","","","","0","0","","","","","","","","","","","","1","","","1","","1","19480831","0","GRE02","MEM","w","regular",""
"HOM194809051","cathw101","IN9","2","value","17","0","28","6","0","0","0","3","3","2","0","2","0","0","0","1","0","3","0","1","","","","","1","","19480905","1","WAS09","HOM","l","exhibition","y"
"PH5194809082","cathw101","IN9","2","value","22","0","27","5","0","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","19480908","2","PHI11","PH5","l","exhibition","y"
"IN9194809090","cathw101","IN9","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19480909","0","NWC01","KCM","l","regular",""
"CAG194809122","cathw101","IN9","2","value","6","","","1","","","1","3","","","","","","1","","","","","","","","1","","","1","","19480912","2","CHI10","CAG","l","exhibition",""
"CAG194809122","cathw101","IN9","2","upper","9","","","9","","","1","3","","","","","","1","","","","","","","","","","","","","19480912","2","CHI10","CAG","l","exhibition",""
"BIR194904170","cathw101","IN9","2","value","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","19490417","0","ATL04","BIR","l","exhibition","y"
"IN9194905030","cathw101","IN9","2","value","5","0","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","19490503","0","POR01","NY6","l","regular","y"
