"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"PH5194008242","reesj103","BLG","9","4","value","1","1","1","0","0","0","1","0","","0","0","0","0","0","","","0","","1","","19400824","2","PHI17","PH5","L","regular","y"
"PH5194008242","reesj103","BLG","9","4","lower","1","1","1","0","0","0","1","0","","0","","","","0","","","0","","","","19400824","2","PHI17","PH5","L","regular","y"
"PH5194008242","reesj103","BLG","9","4","upper","1","1","1","0","0","0","1","0","","0","","","","0","","","0","","","","19400824","2","PHI17","PH5","L","regular","y"
"HOM194009011","reesj103","BLG","9","2","value","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400901","1","WAS09","HOM","L","regular","y"
"HOM194009011","reesj103","BLG","9","2","lower","0","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400901","1","WAS09","HOM","L","regular","y"
"HOM194009011","reesj103","BLG","9","2","upper","0","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400901","1","WAS09","HOM","L","regular","y"
"HOM194009012","reesj103","BLG","9","2","value","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19400901","2","WAS09","HOM","L","regular","y"
"HOM194009012","reesj103","BLG","9","2","lower","0","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400901","2","WAS09","HOM","L","regular","y"
"HOM194009012","reesj103","BLG","9","2","upper","0","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19400901","2","WAS09","HOM","L","regular","y"
"NW2194009022","reesj103","BLG","9","3","value","3","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","19400902","2","WAS09","NW2","L","regular","y"
"NW2194009022","reesj103","BLG","9","3","lower","3","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19400902","2","WAS09","NW2","L","regular","y"
"NW2194009022","reesj103","BLG","9","3","upper","3","0","0","0","0","0","","0","","0","","","","0","","","0","","","","19400902","2","WAS09","NW2","L","regular","y"
