"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NW2194605140","lewir101","NW2","1","value","12","","18","3","0","0","1","3","","0","0","0","0","0","0","","0","","","","","","","1","","","19460514","0","NWK04","HOM","t","regular","y"
"NW2194605301","lewir101","NW2","1","value","24","","35","9","0","0","0","6","","1","0","","0","0","0","","0","","","","","1","","1","","","19460530","1","NWK04","PH5","l","regular","y"
"NW2194606030","lewir101","NW2","1","value","24","","30","4","0","0","0","2","2","2","0","4","0","1","0","2","0","","","","1","","","1","","","19460603","0","NOR02","BLG","w","regular","y"
"NY6194606092","lewir101","NW2","1","value","27","","","7","1","","1","2","","","","","","","","","","","","","1","","","1","","1","19460609","2","NYC14","NY6","w","regular",""
"NW2194606161","lewir101","NW2","1","value","27","","34","4","0","0","2","2","","1","","4","0","0","0","1","","","","","1","","","1","","1","19460616","1","NWK04","BLG","w","regular","y"
"NW2194606231","lewir101","NW2","1","value","27","","35","9","2","0","1","1","","1","","8","0","0","0","0","","","","","1","","","1","","1","19460623","1","NWK04","NY6","w","regular","y"
"NW2194606260","lewir101","NW2","2","value","12","","","2","","","","1","","","","","","","","","","","","","1","","","","1","","19460626","0","TRE01","HOM","w","regular",""
"NW2194606260","lewir101","NW2","2","upper","12","","","6","","","","3","","","","","","","","","","","","","","","","","","","19460626","0","TRE01","HOM","w","regular",""
"NW2194606302","lewir101","NW2","1","value","18","","21","3","0","0","0","0","","","","","0","0","0","0","","","","","1","","","1","","1","19460630","2","NWK04","PH5","w","regular","y"
"HOM194607072","lewir101","NW2","1","value","18","","","9","","","","5","","","","","","","","","","","","","1","","","1","","1","19460707","2","PIT06","HOM","w","regular",""
"NW2194607142","lewir101","NW2","1","value","21","","32","7","0","0","0","6","","","","","0","0","0","1","","","","","","1","","1","","1","19460714","2","NWK04","PH5","l","regular","y"
"CVB194607220","lewir101","NW2","1","value","30","","","","","","","5","","","","","","","","","","","","","1","","","1","","1","19460722","0","DAY03","CVB","w","exhibition",""
"PH5194607270","lewir101","NW2","1","value","21","","26","4","0","0","0","1","","","0","","0","0","0","","0","","","","1","","","1","","","19460727","0","PHI17","PH5","w","regular","y"
"NY5194608050","lewir101","NW2","1","value","3","","5","1","0","0","0","0","0","1","0","0","0","0","0","","0","","","","","","","1","","","19460805","0","NYC23","NY5","w","regular","y"
"NW2194608090","lewir101","NW2","1","value","15","","18","3","0","0","0","0","0","","0","","0","0","0","","0","","","","1","","","1","","","19460809","0","NWK04","CVB","w","exhibition","y"
"NW2194608252","lewir101","NW2","1","value","27","","39","11","2","1","1","5","","3","","","0","0","0","0","","","","","1","","","1","","1","19460825","2","NWK04","HOM","w","regular","y"
"NY5194609012","lewir101","NW2","1","value","27","","33","7","0","0","0","2","0","1","","11","0","0","0","0","","","","","1","","","1","","1","19460901","2","NYC16","NY5","w","regular","y"
"PH5194609032","lewir101","NW2","3","value","3","","7","3","0","0","0","2","","2","0","0","0","0","0","0","0","","","","","","","","","","19460903","2","PHI11","PH5","l","regular","y"
"NY6194609082","lewir101","NW2","1","value","24","","32","8","0","0","0","1","0","2","","2","0","0","0","1","","","","","","1","","1","","1","19460908","2","NYC14","NY6","l","regular","y"
"NW2194609170","lewir101","NW2","2","value","12","0","16","4","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","","1","","","1","","19460917","0","NYC14","KCM","l","championship","y"
"KCM194609240","lewir101","NW2","1","value","27","0","29","4","0","0","0","1","1","0","0","6","0","0","0","0","0","1","1","0","1","","","1","","1","19460924","0","KAN05","KCM","w","championship","y"
"NW2194609290","lewir101","NW2","1","value","27","0","38","8","0","1","1","2","2","4","0","8","0","0","0","1","0","1","0","0","1","","","1","","1","19460929","0","NWK04","KCM","w","championship","y"
"ASF194610030","lewir101","ASP","2","value","18","","","4","","","1","2","","","","","","","","","","","","","","","","","1","","19461003","0","CIN07","ASF","l","exhibition",""
"ASF194610070","lewir101","ASP","1","value","27","","37","7","0","1","0","3","2","3","","7","0","0","0","2","","","","","1","","","1","","1","19461007","0","COL05","ASF","w","exhibition","y"
"ASF194610140","lewir101","ASP","2","value","15","0","22","4","3","0","1","3","3","1","0","7","1","0","0","1","0","0","0","1","","","","","1","","19461014","0","KAN05","ASF","l","exhibition","y"
"NY6194704270","lewir101","NW2","3","value","6","","14","8","0","0","0","6","","0","0","2","0","0","0","0","0","","","","","","","","1","","19470427","0","NYC14","NY6","l","exhibition","y"
"BLG194705070","lewir101","NW2","1","value","27","","34","5","2","0","0","1","","2","","8","0","0","0","0","","","","","1","","","1","","1","19470507","0","RIC03","BLG","w","regular","y"
"NW2194705112","lewir101","NW2","1","value","21","","25","3","1","0","0","0","0","0","","","0","0","0","0","","","","","1","","","1","","1","19470511","2","NWK04","PH5","w","regular","y"
"NW2194705181","lewir101","NW2","1","value","10","","17","6","0","0","1","4","","3","0","2","0","0","0","","0","","","","","1","","1","","","19470518","1","NWK04","HOM","l","regular","y"
"NW2194705200","lewir101","NW2","2","value","10","","13","3","0","0","0","1","","0","0","","0","0","0","","0","","","","","","","","1","","19470520","0","NWK04","NY6","w","regular","y"
"NW2194705301","lewir101","NW2","1","value","27","","32","3","1","0","2","2","2","1","","8","0","0","0","0","","","","","1","","","1","","1","19470530","1","NYC15","HOM","w","regular","y"
"HOM194706081","lewir101","NW2","1","value","27","","38","8","3","1","0","3","","1","","8","0","0","0","2","","","","","1","","","1","","1","19470608","1","WAS09","HOM","w","regular","y"
"NW2194706151","lewir101","NW2","1","value","20","","31","10","0","0","1","6","","2","0","5","0","0","0","1","0","","","","","1","","1","","","19470615","1","NYC15","NY6","l","regular","y"
"NW2194706221","lewir101","NW2","1","value","27","","36","8","0","0","1","2","1","2","","6","0","0","0","1","","","","","1","","","1","","1","19470622","1","NWK04","HOM","w","regular","y"
"PH5194707020","lewir101","NW2","4","value","4","","5","1","0","0","0","1","","0","0","0","0","0","0","0","0","","","","","1","","","1","","19470702","0","WIL04","PH5","l","regular","y"
"NW2194707061","lewir101","NW2","1","value","27","","35","7","0","0","0","1","1","1","","","0","0","0","0","","","","","1","","","1","","1","19470706","1","NWK04","BLG","w","regular","y"
