"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"HIL192410050","lee-s101","HIL","2","value","24","0","32","5","1","0","0","2","2","2","0","6","2","0","0","1","0","1","0","0","","","","","","","19241005","0","BAL13","KCM","t","championship","y"
"KCM192410120","lee-s101","HIL","2","value","22","0","29","8","1","1","0","2","2","1","0","1","0","0","0","0","0","3","2","0","","","","","1","","19241012","0","KAN05","KCM","l","championship","y"
"KCM192410200","lee-s101","HIL","1","value","24","0","30","6","1","0","0","5","5","1","0","3","0","0","0","1","0","1","1","0","","1","","1","","1","19241020","0","CHI09","KCM","l","championship","y"
"KCM192510030","lee-s101","HIL","1","value","24","0","30","3","0","0","0","1","0","4","0","8","0","0","0","0","0","1","2","0","","","","1","","","19251003","0","KAN05","KCM","w","championship","y"
"ALS192610060","lee-s101","HIL","1","value","24","","34","7","","","0","1","1","1","","2","1","0","0","2","","","","","","1","","1","","1","19261006","0","BLO01","ALS","l","exhibition","y"
"NYL192906062","lee-s101","BLS","1","value","24","","37","10","4","0","2","6","","3","","3","0","0","0","3","","","","","","1","","1","","1","19290606","2","NYC24","NYL","l","regular","y"
"BLS192909292","lee-s101","BLS","1","value","21","","25","3","","","1","1","1","3","","1","0","0","0","1","","","","","1","","","1","","1","19290929","2","BAL13","ASB","w","exhibition","y"
"BLS192910062","lee-s101","BLS","2","value","3","0","6","2","","","0","1","","1","","1","0","1","0","0","","","","","","","","","1","","19291006","2","BAL13","ASB","l","exhibition","y"
"BLS192910132","lee-s101","BLS","1","value","15","","21","2","","","0","1","","3","","1","0","0","0","2","","","","","","","","1","","","19291013","2","BAL13","ASB","w","exhibition","y"
"BLS192910202","lee-s101","BLS","1","value","15","","19","3","","","0","0","","1","","0","0","0","0","0","","","","","1","","","1","","1","19291020","2","BAL13","ASB","w","exhibition","y"
"BLS193110111","lee-s101","BLS","1","value","27","","41","11","","","1","5","5","4","","4","0","0","0","2","","","","","","1","","1","","1","19311011","1","BAL13","ASB","l","exhibition","y"
