"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"NYL191208240","granl101","NYL","5","2","value","1","1","1","0","0","0","0","0","","0","0","0","","0","","","0","","1","","19120824","0","NYC14","CUW","L","exhibition","y"
"NYL191208240","granl101","NYL","5","2","lower","","1","1","0","0","0","0","0","","0","","","","0","","","0","","","","19120824","0","NYC14","CUW","L","exhibition","y"
"NYL191208240","granl101","NYL","5","2","upper","","1","1","0","0","0","0","0","","0","","","","0","","","0","","","","19120824","0","NYC14","CUW","L","exhibition","y"
"NYL191307201","granl101","NYL","7","1","value","4","1","1","0","0","0","1","0","","0","0","","","1","","","","","","","19130720","1","NYC22","CAG","W","championship","y"
"NYL191307201","granl101","NYL","7","1","lower","4","1","1","0","0","0","","0","","0","","","","1","","","","","","","19130720","1","NYC22","CAG","W","championship","y"
"NYL191307201","granl101","NYL","7","1","upper","4","1","1","0","0","0","","0","","0","","","","1","","","","","","","19130720","1","NYC22","CAG","W","championship","y"
"NYL191307202","granl101","NYL","7","1","value","3","0","1","1","0","0","","0","","1","0","","","0","","","","","","","19130720","2","NYC22","CAG","L","championship","y"
"NYL191307202","granl101","NYL","7","1","lower","3","0","1","1","0","0","","0","","1","","","","0","","","","","","","19130720","2","NYC22","CAG","L","championship","y"
"NYL191307202","granl101","NYL","7","1","upper","4","0","1","1","0","0","","0","","1","","","","0","","","","","","","19130720","2","NYC22","CAG","L","championship","y"
"CAG191307270","granl101","NYL","8","1","value","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19130727","0","CHI09","CAG","W","championship","y"
"CAG191307270","granl101","NYL","8","1","lower","","1","1","0","0","0","","0","","0","","","","0","","","0","","","","19130727","0","CHI09","CAG","W","championship","y"
"CAG191307270","granl101","NYL","8","1","upper","","1","1","0","0","0","","0","","0","","","","0","","","0","","","","19130727","0","CHI09","CAG","W","championship","y"
"CAG191307280","granl101","NYL","7","1","value","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19130728","0","CHI09","CAG","W","championship","y"
"CAG191307280","granl101","NYL","7","1","lower","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19130728","0","CHI09","CAG","W","championship","y"
"CAG191307280","granl101","NYL","7","1","upper","4","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19130728","0","CHI09","CAG","W","championship","y"
