"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"BLS193309171","roete101","ASB","5","1","value","3","0","0","0","0","0","","0","","0","2","","","0","","","","","","","19330917","1","BAL14","BLS","W","exhibition","y"
"BLS193309171","roete101","ASB","5","1","lower","3","0","0","0","0","0","","0","","0","2","","","0","","","","","","","19330917","1","BAL14","BLS","W","exhibition","y"
"BLS193309171","roete101","ASB","5","1","upper","3","0","0","0","0","0","","0","","0","2","","","0","","","","","","","19330917","1","BAL14","BLS","W","exhibition","y"
"BLS193309172","roete101","ASB","5","1","value","2","2","1","0","0","0","","0","","0","2","","","0","","","","","","","19330917","2","BAL14","BLS","W","exhibition","y"
"BLS193309172","roete101","ASB","5","1","lower","2","2","1","0","0","0","","0","","0","2","","","0","","","","","","","19330917","2","BAL14","BLS","W","exhibition","y"
"BLS193309172","roete101","ASB","5","1","upper","2","2","1","0","0","0","","0","","0","2","","","0","","","","","","","19330917","2","BAL14","BLS","W","exhibition","y"
"MLS193510121","roete101","MLS","8","1","value","2","0","2","0","0","0","0","0","","0","1","","","0","","","","","","","19351012","1","PHI11","NNS","L","exhibition","y"
"MLS193510121","roete101","MLS","8","1","lower","2","0","2","0","0","0","0","0","","0","1","","","0","","","","","","","19351012","1","PHI11","NNS","L","exhibition","y"
"MLS193510121","roete101","MLS","8","1","upper","2","0","2","0","0","0","0","0","","0","1","","","0","","","","","","","19351012","1","PHI11","NNS","L","exhibition","y"
"MLS193510122","roete101","MLS","8","1","value","2","0","1","0","0","0","0","0","","0","0","","","0","","","","","","","19351012","2","PHI11","NNS","T","exhibition","y"
"MLS193510122","roete101","MLS","8","1","lower","2","0","1","0","0","0","0","0","","0","0","","","0","","","","","","","19351012","2","PHI11","NNS","T","exhibition","y"
"MLS193510122","roete101","MLS","8","1","upper","2","0","1","0","0","0","0","0","","0","0","","","0","","","","","","","19351012","2","PHI11","NNS","T","exhibition","y"
