"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"WBS193806191","sadlb101","WBS","1","6","value","27","0","","1","","","","","0","","","19380619","1","WAS09","PTC","l","regular","y"
"WBS193806192","sadlb101","WBS","1","6","value","21","","","0","2","","","","","","","19380619","2","WAS09","PTC","w","regular","y"
"WBS193807020","sadlb101","WBS","1","6","value","27","2","6","1","","","","","","","","19380702","0","WAS09","NW2","l","regular","y"
"WBS193807031","sadlb101","WBS","1","6","value","27","2","4","","","","","","","","","19380703","1","WAS09","PH5","l","regular","y"
"BLG193807160","sadlb101","WBS","1","6","value","23","1","","","","","","","","","","19380716","0","BAL14","BLG","w","regular","y"
