"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NSH193209211","banks101","NSH","1","value","27","","","","","","","1","","","","","","","","","","1","","","1","","1","19320921","1","NSH02","CAG","W","lcs",""
"NSH193209211","banks101","NSH","1","lower","27","","","","","","","1","","","","","","","","","","","","","","","","19320921","1","NSH02","CAG","W","lcs",""
"NSH193209211","banks101","NSH","1","upper","27","","","","","","","1","","","","","","","","","","","","","","","","19320921","1","NSH02","CAG","W","lcs",""
"PIR193310160","banks101","PRG","1","value","","","","1","","","","1","1","","","","","","","","","","","","1","","","19331016","0","LOS05","PIR","L","exhibition",""
"PIR193310160","banks101","PRG","1","lower","","","","1","","","","1","1","","","","","","","","","","","","","","","19331016","0","LOS05","PIR","L","exhibition",""
"PIR193310160","banks101","PRG","1","upper","","","","6","","","","1","1","","","","","","","","","","","","","","","19331016","0","LOS05","PIR","L","exhibition",""
"CCB194207180","banks101","HOM","1","value","27","","36","9","3","0","0","3","","2","","3","0","0","0","0","","1","","","1","","1","19420718","0","AKR01","CCB","W","exhibition","y"
"CCB194207180","banks101","HOM","1","lower","27","","36","9","3","0","0","3","","2","","3","0","0","0","0","","","","","","","","19420718","0","AKR01","CCB","W","exhibition","y"
"CCB194207180","banks101","HOM","1","upper","27","","36","9","3","0","0","3","","2","","3","0","0","0","0","","","","","","","","19420718","0","AKR01","CCB","W","exhibition","y"
"HOM194409030","banks101","HOM","3","value","3","","4","0","","0","0","0","","2","","0","0","0","0","","","","","","","1","","19440903","0","WAS09","PH5","L","regular","y"
"HOM194409030","banks101","HOM","3","lower","3","","","","","0","0","0","","2","","0","0","0","0","","","","","","","","","19440903","0","WAS09","PH5","L","regular","y"
"HOM194409030","banks101","HOM","3","upper","3","","","","","0","0","0","","2","","0","0","0","0","","","","","","","","","19440903","0","WAS09","PH5","L","regular","y"
"HOM194409130","banks101","HOM","1","value","24","","40","12","1","1","0","5","","3","","3","0","0","0","0","","","","","1","","1","19440913","0","WAP01","CVB","T","exhibition","y"
"HOM194409130","banks101","HOM","1","lower","24","","39","12","1","1","0","5","","3","","3","0","0","0","0","","","","","","","","19440913","0","WAP01","CVB","T","exhibition","y"
"HOM194409130","banks101","HOM","1","upper","24","","40","12","1","1","0","5","","3","","3","0","0","0","0","","","","","","","","19440913","0","WAP01","CVB","T","exhibition","y"
