"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","date","number","site","opp","wl","gametype","box"
"NSH193012072","galit101","PIR","1","9","value","6","1","","0","1","0","0","19301207","2","LOS05","NSH","W","exhibition","y"
"NSH193012072","galit101","PIR","1","9","lower","6","0","","0","1","0","0","19301207","2","LOS05","NSH","W","exhibition","y"
"NSH193012072","galit101","PIR","1","9","upper","6","1","","0","1","0","0","19301207","2","LOS05","NSH","W","exhibition","y"
