"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"SAS193910010","moodb101","SAS","9","2","value","0","0","0","0","0","0","0","0","0","","0","0","","","0","","","","","","","","19391001","0","NOL01","NAS","l","allstar","y"
"BIR194004212","moodb101","BIR","9","1","value","3","3","0","1","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400421","2","BIR01","BLG","w","exhibition","y"
"BIR194005122","moodb101","BIR","9","1","value","3","3","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400512","2","BIR01","KCM","w","regular","y"
"BIR194005130","moodb101","BIR","","","value","","","","","","","","","","","","","","","","","","","","","","","19400513","0","BIR01","KCM","w","regular",""
"BIR194005191","moodb101","BIR","9","1","value","2","2","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400519","1","BIR01","SNO","l","regular","y"
"CAG194005301","moodb101","BIR","","","value","","","","","","","","","","","","","","","","","","","","","","","19400530","1","CHI09","CAG","l","regular",""
"BIR194006022","moodb101","BIR","9","1","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400602","2","BIR01","MEM","l","regular","y"
"MEM194006091","moodb101","BIR","9","2","value","2","2","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19400609","1","MEM02","MEM","w","regular","y"
"MEM194006100","moodb101","BIR","9","1","value","4","3","0","1","0","0","0","","0","","0","1","","","0","","","0","","","","","19400610","0","MEM02","MEM","w","regular","y"
"BIR194006231","moodb101","BIR","9","6","value","0","0","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400623","1","BIR01","CV9","l","regular","y"
"BIR194006250","moodb101","BIR","","","value","","","","","","","","","","","","","","","","","","","","","","","19400625","0","ANN01","CV9","w","regular",""
"CV9194006302","moodb101","BIR","9","1","value","1","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400630","2","ATL04","CV9","l","regular","y"
"KCM194007040","moodb101","BIR","9","1","value","1","0","0","0","0","0","0","0","1","","0","0","0","","0","","","0","","","","","19400704","0","KAN05","KCM","l","regular","y"
"MEM194007160","moodb101","BIR","","","value","","","","","","","","","","","","","","","","","","","","","","","19400716","0","LRK02","MEM","w","regular",""
"CAG194007211","moodb101","BIR","9","1","value","3","2","0","1","0","0","0","","1","","0","0","0","","0","","","0","","","","","19400721","1","CHI09","CAG","l","regular","y"
"BIR194007282","moodb101","BIR","","","value","","","","","","","","","","","","","","","","","","","","","","","19400728","2","BIR01","MEM","l","regular",""
"BIR194008041","moodb101","BIR","9","2","value","1","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400804","1","BIR01","KCM","w","regular","y"
"BIR194008042","moodb101","BIR","9","2","value","0","0","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19400804","2","BIR01","KCM","l","regular","y"
