"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"NW2194705120","thomn101","NW2","1","value","6","","","","","","","","","","","","","","","","","","","","1","","","19470512","0","TRE01","NY5","W","regular",""
"NW2194705120","thomn101","NW2","1","lower","6","","","","","","","","","","","","","","","","","","","","","","","19470512","0","TRE01","NY5","W","regular",""
"NW2194705120","thomn101","NW2","1","upper","6","","","","","","","","","","","","","","","","","","","","","","","19470512","0","TRE01","NY5","W","regular",""
"NW2194705182","thomn101","NW2","2","value","12","","16","3","","","","2","2","0","","","","","","","","","","","","1","","19470518","2","NWK04","HOM","L","regular","y"
"NW2194705182","thomn101","NW2","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19470518","2","NWK04","HOM","L","regular","y"
"NW2194705182","thomn101","NW2","2","upper","","","","","","","","","","","","","","","","","","","","","","","","19470518","2","NWK04","HOM","L","regular","y"
"NW2194705220","thomn101","NW2","2","value","4","","4","2","","","","0","","0","","","","","","","","1","","","","","","19470522","0","NWK04","BLG","W","regular","y"
"NW2194705220","thomn101","NW2","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19470522","0","NWK04","BLG","W","regular","y"
"NW2194705220","thomn101","NW2","2","upper","","","","","","","","","","","","","","","","","","","","","","","","19470522","0","NWK04","BLG","W","regular","y"
"NW2194705270","thomn101","NW2","2","value","19","","27","4","","","","2","","3","","","","","","","","","","","","1","","19470527","0","NWK04","PH5","L","regular","y"
"NW2194705270","thomn101","NW2","2","lower","","","","","","","","","","","","","","","","","","","","","","","","19470527","0","NWK04","PH5","L","regular","y"
"NW2194705270","thomn101","NW2","2","upper","","","","","","","","","","","","","","","","","","","","","","","","19470527","0","NWK04","PH5","L","regular","y"
"NW2194706170","thomn101","NW2","2","value","21","","23","3","","","","1","","2","","","","","","1","","1","","","","1","","19470617","0","NWK04","PH5","W","regular","y"
"NW2194706170","thomn101","NW2","2","lower","21","","","","","","","1","","","","","","","","","","","","","","","","19470617","0","NWK04","PH5","W","regular","y"
"NW2194706170","thomn101","NW2","2","upper","21","","","","","","","1","","","","","","","","","","","","","","","","19470617","0","NWK04","PH5","W","regular","y"
"NY5194706292","thomn101","NW2","2","value","3","","","","","","","","","","","","","","","","","","","","","1","","19470629","2","NYC16","NY5","L","regular",""
"NY5194706292","thomn101","NW2","2","lower","3","","","","","","","","","","","","","","","","","","","","","","","19470629","2","NYC16","NY5","L","regular",""
"NY5194706292","thomn101","NW2","2","upper","3","","","","","","","","","","","","","","","","","","","","","","","19470629","2","NYC16","NY5","L","regular",""
"NW2194707010","thomn101","NW2","2","value","2","","4","2","","","","0","0","","","","","","","","","","","","","1","","19470701","0","TRE01","PH5","W","regular","y"
"NW2194707010","thomn101","NW2","2","lower","2","","","","","","","","","","","","","","","","","","","","","","","19470701","0","TRE01","PH5","W","regular","y"
"NW2194707010","thomn101","NW2","2","upper","2","","","","","","","","","","","","","","","","","","","","","","","19470701","0","TRE01","PH5","W","regular","y"
"PH5194707020","thomn101","NW2","1","value","6","","11","3","","","0","3","","3","","0","0","0","0","","","","","","1","","","19470702","0","WIL04","PH5","L","regular","y"
"PH5194707020","thomn101","NW2","1","lower","6","","","3","","","0","3","","3","","0","0","0","0","","","","","","","","","19470702","0","WIL04","PH5","L","regular","y"
"PH5194707020","thomn101","NW2","1","upper","6","","","3","","","0","3","","3","","0","0","0","0","","","","","","","","","19470702","0","WIL04","PH5","L","regular","y"
