"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"PH5193509222","davel102","PH5","8","1","value","4","4","0","0","0","0","0","","0","","0","0","0","0","0","","","0","","","","","19350922","2","NYC16","PTC","l","exhibition","y"
"ASW193708080","davel102","ASW","2","1","value","4","4","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19370808","0","CHI10","ASE","l","allstar","y"
"MEM193804100","davel102","MEM","","","value","","","","","","","","","","","","","","","","","","","","","","","19380410","0","MEM02","BLG","w","exhibition",""
"MEM193806051","davel102","MEM","1","1","value","5","4","0","1","0","0","0","0","1","","0","0","","","0","","","","","","","","19380605","1","MEM02","BIR","w","regular","y"
"MEM193806280","davel102","MEM","1","1","value","5","4","1","1","","1","","","0","","0","1","","","","","","","","","","","19380628","0","MEM02","ATN","w","regular","y"
"KCM193808030","davel102","MEM","3","1","value","2","2","0","1","0","","","","0","","0","0","0","","","","","","","","","","19380803","0","WIC01","KCM","l","regular","y"
"MEM193809180","davel102","MEM","4","1","value","4","4","1","1","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19380918","0","MEM02","ATN","w","lcs","y"
"MEM193809190","davel102","MEM","4","1","value","5","4","1","3","0","0","0","1","0","0","0","1","0","","0","0","0","0","0","","","","19380919","0","MEM02","ATN","w","lcs","y"
"MEM193904090","davel102","MEM","","","value","","","","2","","","","","","","","","","","","","","","","","","","19390409","0","MEM02","KCM","l","exhibition",""
"MEM193904090","davel102","MEM","","","lower","","2","","2","","","","","","","","","","","","","","","","","","","19390409","0","MEM02","KCM","l","exhibition",""
"MEM193904301","davel102","MEM","4","1","value","5","5","1","2","0","0","0","","0","0","0","0","0","","0","","","0","","","","","19390430","1","MEM02","SSA","w","exhibition","y"
"MEM193905040","davel102","MEM","4","1","value","4","3","1","1","0","0","0","1","0","0","0","1","0","","1","0","0","0","0","","","","19390504","0","MEM02","HOM","w","exhibition","y"
"MEM193905071","davel102","MEM","3","1","value","4","4","0","1","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19390507","1","MEM02","CAG","w","exhibition","y"
"MEM193905072","davel102","MEM","3","1","value","4","4","1","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19390507","2","MEM02","CAG","w","exhibition","y"
"KCM193905141","davel102","MEM","3","1","value","4","4","0","2","0","0","0","1","0","0","0","0","0","","0","0","0","0","0","","","","19390514","1","KAN05","KCM","l","regular","y"
"KCM193905142","davel102","MEM","3","1","value","3","3","0","3","0","1","0","0","0","0","0","0","0","","0","1","0","0","0","","","","19390514","2","KAN05","KCM","l","regular","y"
"KCM193905170","davel102","MEM","3","1","value","4","4","0","2","0","0","0","","0","0","0","0","0","","0","","","0","","","","","19390517","0","KAN05","KCM","l","regular","y"
"MEM193905210","davel102","MEM","3","1","value","4","4","0","2","1","0","0","0","0","0","0","0","0","","0","0","1","0","0","","","","19390521","0","MEM02","SSA","l","regular","y"
"CAG193905281","davel102","MEM","3","1","value","4","4","0","1","0","0","0","1","0","0","0","0","0","","0","0","0","0","0","","","","19390528","1","CHI09","CAG","w","regular","y"
"CAG193905290","davel102","MEM","3","1","value","7","7","1","5","0","0","0","0","0","0","0","0","0","","1","1","0","0","0","","","","19390529","0","CHI09","CAG","w","regular","y"
"MEM193906040","davel102","MEM","3","1","value","4","4","0","1","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19390604","0","MEM02","ATN","w","regular","y"
"MEM193906111","davel102","MEM","4","1","value","4","4","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19390611","1","OKC01","KCM","w","regular","y"
"MEM193906120","davel102","MEM","","","value","","","1","1","","","1","1","","","","","","","","","","","","","","","19390612","0","OKC01","KCM","l","regular",""
