"gid","id","team","p_seq","stattype","p_ipouts","p_noout","p_bfp","p_h","p_d","p_t","p_hr","p_r","p_er","p_w","p_iw","p_k","p_hbp","p_wp","p_bk","p_sh","p_sf","p_sb","p_cs","p_pb","wp","lp","save","gs","gf","cg","date","number","site","opp","wl","gametype","box"
"ASW193708080","mossp101","ASW","3","value","18","0","28","9","2","0","0","4","2","3","1","1","0","0","0","0","0","0","1","0","","","","","1","","19370808","0","CHI10","ASE","l","allstar","y"
"KCM193708290","mossp101","KCM","2","value","9","","","5","0","","0","1","","0","","1","0","0","0","","","","","","","","","","","","19370829","0","KAN05","SDO","l","exhibition","y"
"CAG193709130","mossp101","CAG","1","value","9","","16","5","","","0","3","","1","","3","0","1","0","0","","","","","","","","1","","","19370913","0","MIL03","KCM","l","lcs","y"
"NAL193709190","mossp101","NAL","1","value","15","0","22","5","0","0","0","4","0","1","0","3","1","0","1","0","0","2","0","0","","1","","1","","","19370919","0","CHI09","NNL","l","allstar","y"
"NAL193709251","mossp101","NAL","1","value","","","","","","","","7","","","","","","","","","","","","","","","","1","","","19370925","1","PHI16","NNL","l","allstar",""
"NNL193709262","mossp101","NAL","2","value","","","","","","","","","","","","","","","","","","","","","","","","","1","","19370926","2","BAL09","NNL","l","allstar",""
"MEM193804170","mossp101","MEM","2","value","14","","","4","0","1","0","5","5","","","","","","","","","","","","","","","","1","","19380417","0","MEM02","PH5","l","exhibition",""
"MEM193804170","mossp101","MEM","2","lower","14","","20","3","0","1","0","5","5","3","","","","","","","","","","","","","","","","","19380417","0","MEM02","PH5","l","exhibition",""
"MEM193805011","mossp101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","1","","","","1","","19380501","1","MEM02","ATN","w","exhibition",""
"MEM193805152","mossp101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","1","","","","1","","19380515","2","MEM02","IN7","w","regular",""
"MEM193806051","mossp101","MEM","1","value","15","","18","1","","0","0","1","","0","","","0","","","0","","0","","","1","","","","1","","19380605","1","MEM02","BIR","w","regular","y"
"HOM193807230","mossp101","MEM","1","value","27","","","","","","1","1","","","","","","","","","","","","","1","","","1","","1","19380723","0","MCK01","HOM","w","exhibition",""
"HOM193807241","mossp101","MEM","1","value","","","","","","","","","","","","","","","","","","","","","","1","","1","","","19380724","1","HSM01","HOM","l","exhibition",""
"HOM193807280","mossp101","MEM","2","value","","","","","","","","","","","","","","","","","","","","","","","","","","","19380728","0","ZAN01","HOM","l","exhibition",""
"HOM193807280","mossp101","MEM","2","lower","","","","","","","2","","","","","","","","","","","","","","","","","","","","19380728","0","ZAN01","HOM","l","exhibition",""
"MEM193808050","mossp101","MEM","1","value","18","","","","","","1","","","","","","","","","","","","","","","1","","1","","","19380805","0","LRK01","KCM","l","regular",""
"MEM193808150","mossp101","MEM","1","value","27","","","2","0","0","0","0","0","1","","12","","","","","","","","","1","","","1","1","1","19380815","0","MEM02","BIR","w","regular",""
"MEM193808212","mossp101","MEM","1","value","14","","","","","","","5","","","","","","","","","","","","","","1","","1","","","19380821","2","MEM02","IN7","l","regular",""
"MEM193808212","mossp101","MEM","1","lower","14","","","4","","","","5","","","","2","","","","","","","","","","1","","1","","","19380821","2","MEM02","IN7","l","regular",""
"CAG193809041","mossp101","MEM","1","value","","","","","","","","5","","","","","","","","","","","","","1","","","1","","1","19380904","1","CHI09","CAG","w","regular",""
"MEM193809190","mossp101","MEM","1","value","27","0","41","9","1","0","0","6","4","3","0","6","1","0","0","1","0","1","0","0","1","","","1","","1","19380919","0","MEM02","ATN","w","lcs","y"
"SAS193810030","mossp101","SAS","1","value","","","","","","","","","","","","","","","","","","","","","","","","1","","","19381003","0","MEM02","NAS","l","allstar",""
"MEM193905010","mossp101","MEM","1","value","27","","","4","","","","2","","","","","","","","","","","","","1","","","1","","1","19390501","0","MEM02","SSA","w","exhibition",""
"MEM193905071","mossp101","MEM","1","value","27","0","39","9","2","0","1","2","2","2","0","8","1","0","0","1","0","0","0","0","1","","","1","","1","19390507","1","MEM02","CAG","w","exhibition","y"
